"TS","Year","Month","DayOfMon","DayOfYear","Hour","Minute","WndSpd_10m_Max"
"2020-10-27 12:57:00","2020","10","27","301","12","57","2.973"
"2020-10-27 12:58:00","2020","10","27","301","12","58","4.933"
"2020-10-27 12:59:00","2020","10","27","301","12","59","4.737"
"2020-10-27 13:00:00","2020","10","27","301","13","0","3.626"
"2020-10-27 13:01:00","2020","10","27","301","13","1","5.063"
"2020-10-27 13:02:00","2020","10","27","301","13","2","4.737"
"2020-10-27 13:03:00","2020","10","27","301","13","3","4.933"
"2020-10-27 13:04:00","2020","10","27","301","13","4","5.39"
"2020-10-27 13:05:00","2020","10","27","301","13","5","4.475"
"2020-10-27 13:06:00","2020","10","27","301","13","6","4.279"
"2020-10-27 13:07:00","2020","10","27","301","13","7","4.181"
"2020-10-27 13:08:00","2020","10","27","301","13","8","4.769"
"2020-10-27 13:09:00","2020","10","27","301","13","9","3.724"
"2020-10-27 13:10:00","2020","10","27","301","13","10","3.299"
"2020-10-27 13:11:00","2020","10","27","301","13","11","2.221"
"2020-10-27 13:12:00","2020","10","27","301","13","12","1.437"
"2020-10-27 13:13:00","2020","10","27","301","13","13","2.189"
"2020-10-27 13:14:00","2020","10","27","301","13","14","3.234"
"2020-10-27 13:15:00","2020","10","27","301","13","15","3.071"
"2020-10-27 13:16:00","2020","10","27","301","13","16","3.136"
"2020-10-27 13:17:00","2020","10","27","301","13","17","2.45"
"2020-10-27 13:18:00","2020","10","27","301","13","18","5.684"
"2020-10-27 13:19:00","2020","10","27","301","13","19","4.737"
"2020-10-27 13:20:00","2020","10","27","301","13","20","3.267"
"2020-10-27 13:21:00","2020","10","27","301","13","21","4.443"
"2020-10-27 13:22:00","2020","10","27","301","13","22","5.586"
"2020-10-27 13:23:00","2020","10","27","301","13","23","5.488"
"2020-10-27 13:24:00","2020","10","27","301","13","24","4.345"
"2020-10-27 13:25:00","2020","10","27","301","13","25","3.985"
"2020-10-27 13:26:00","2020","10","27","301","13","26","3.626"
"2020-10-27 13:27:00","2020","10","27","301","13","27","2.417"
"2020-10-27 13:28:00","2020","10","27","301","13","28","3.169"
"2020-10-27 13:29:00","2020","10","27","301","13","29","3.561"
"2020-10-27 13:30:00","2020","10","27","301","13","30","2.646"
"2020-10-27 13:31:00","2020","10","27","301","13","31","3.136"
"2020-10-27 13:32:00","2020","10","27","301","13","32","3.593"
"2020-10-27 13:33:00","2020","10","27","301","13","33","2.842"
"2020-10-27 13:34:00","2020","10","27","301","13","34","4.639"
"2020-10-27 13:35:00","2020","10","27","301","13","35","4.802"
"2020-10-27 13:36:00","2020","10","27","301","13","36","5.292"
"2020-10-27 13:37:00","2020","10","27","301","13","37","4.475"
"2020-10-27 13:38:00","2020","10","27","301","13","38","3.43"
"2020-10-27 13:39:00","2020","10","27","301","13","39","4.377"
"2020-10-27 13:40:00","2020","10","27","301","13","40","4.737"
"2020-10-27 13:41:00","2020","10","27","301","13","41","4.737"
"2020-10-27 13:42:00","2020","10","27","301","13","42","5.978"
"2020-10-27 13:43:00","2020","10","27","301","13","43","3.593"
"2020-10-27 13:44:00","2020","10","27","301","13","44","4.443"
"2020-10-27 13:45:00","2020","10","27","301","13","45","4.867"
"2020-10-27 13:46:00","2020","10","27","301","13","46","4.998"
"2020-10-27 13:47:00","2020","10","27","301","13","47","3.855"
"2020-10-27 13:48:00","2020","10","27","301","13","48","1.993"
"2020-10-27 13:49:00","2020","10","27","301","13","49","3.267"
"2020-10-27 13:50:00","2020","10","27","301","13","50","3.593"
"2020-10-27 13:51:00","2020","10","27","301","13","51","3.234"
"2020-10-27 13:52:00","2020","10","27","301","13","52","2.809"
"2020-10-27 13:53:00","2020","10","27","301","13","53","3.365"
"2020-10-27 13:54:00","2020","10","27","301","13","54","3.071"
"2020-10-27 13:55:00","2020","10","27","301","13","55","2.875"
"2020-10-27 13:56:00","2020","10","27","301","13","56","2.613"
"2020-10-27 13:57:00","2020","10","27","301","13","57","2.417"
"2020-10-27 13:58:00","2020","10","27","301","13","58","3.169"
"2020-10-27 13:59:00","2020","10","27","301","13","59","3.267"
"2020-10-27 14:00:00","2020","10","27","301","14","0","2.973"
"2020-10-27 14:01:00","2020","10","27","301","14","1","2.319"
"2020-10-27 14:02:00","2020","10","27","301","14","2","1.895"
"2020-10-27 14:03:00","2020","10","27","301","14","3","1.699"
"2020-10-27 14:04:00","2020","10","27","301","14","4","2.254"
"2020-10-27 14:05:00","2020","10","27","301","14","5","3.103"
"2020-10-27 14:06:00","2020","10","27","301","14","6","1.96"
"2020-10-27 14:07:00","2020","10","27","301","14","7","2.483"
"2020-10-27 14:08:00","2020","10","27","301","14","8","2.744"
"2020-10-27 14:09:00","2020","10","27","301","14","9","2.254"
"2020-10-27 14:10:00","2020","10","27","301","14","10","2.058"
"2020-10-27 14:11:00","2020","10","27","301","14","11","2.352"
"2020-10-27 14:12:00","2020","10","27","301","14","12","1.993"
"2020-10-27 14:13:00","2020","10","27","301","14","13","1.764"
"2020-10-27 14:14:00","2020","10","27","301","14","14","2.221"
"2020-10-27 14:15:00","2020","10","27","301","14","15","1.699"
"2020-10-27 14:16:00","2020","10","27","301","14","16","2.483"
"2020-10-27 14:17:00","2020","10","27","301","14","17","2.319"
"2020-10-27 14:18:00","2020","10","27","301","14","18","2.385"
"2020-10-27 14:19:00","2020","10","27","301","14","19","2.973"
"2020-10-27 14:20:00","2020","10","27","301","14","20","2.254"
"2020-10-27 14:21:00","2020","10","27","301","14","21","1.993"
"2020-10-27 14:22:00","2020","10","27","301","14","22","2.352"
"2020-10-27 14:23:00","2020","10","27","301","14","23","1.96"
"2020-10-27 14:24:00","2020","10","27","301","14","24","2.058"
"2020-10-27 14:25:00","2020","10","27","301","14","25","2.548"
"2020-10-27 14:26:00","2020","10","27","301","14","26","2.417"
"2020-10-27 14:27:00","2020","10","27","301","14","27","2.45"
"2020-10-27 14:28:00","2020","10","27","301","14","28","3.561"
"2020-10-27 14:29:00","2020","10","27","301","14","29","3.887"
"2020-10-27 14:30:00","2020","10","27","301","14","30","2.385"
"2020-10-27 14:31:00","2020","10","27","301","14","31","3.463"
"2020-10-27 14:32:00","2020","10","27","301","14","32","3.593"
"2020-10-27 14:33:00","2020","10","27","301","14","33","3.43"
"2020-10-27 14:34:00","2020","10","27","301","14","34","3.234"
"2020-10-27 14:35:00","2020","10","27","301","14","35","4.41"
"2020-10-27 14:36:00","2020","10","27","301","14","36","2.483"
"2020-10-27 14:37:00","2020","10","27","301","14","37","2.679"
"2020-10-27 14:38:00","2020","10","27","301","14","38","3.724"
"2020-10-27 14:39:00","2020","10","27","301","14","39","4.606"
"2020-10-27 14:40:00","2020","10","27","301","14","40","3.561"
"2020-10-27 14:41:00","2020","10","27","301","14","41","3.103"
"2020-10-27 14:42:00","2020","10","27","301","14","42","3.724"
"2020-10-27 14:43:00","2020","10","27","301","14","43","3.201"
"2020-10-27 14:44:00","2020","10","27","301","14","44","2.744"
"2020-10-27 14:45:00","2020","10","27","301","14","45","3.005"
"2020-10-27 14:46:00","2020","10","27","301","14","46","2.679"
"2020-10-27 14:47:00","2020","10","27","301","14","47","3.038"
"2020-10-27 14:48:00","2020","10","27","301","14","48","1.666"
"2020-10-27 14:49:00","2020","10","27","301","14","49","1.405"
"2020-10-27 14:50:00","2020","10","27","301","14","50","1.535"
"2020-10-27 14:51:00","2020","10","27","301","14","51","1.078"
"2020-10-27 14:52:00","2020","10","27","301","14","52","2.385"
"2020-10-27 14:53:00","2020","10","27","301","14","53","2.548"
"2020-10-27 14:54:00","2020","10","27","301","14","54","1.535"
"2020-10-27 14:55:00","2020","10","27","301","14","55","1.895"
"2020-10-27 14:56:00","2020","10","27","301","14","56","1.764"
"2020-10-27 14:57:00","2020","10","27","301","14","57","2.483"
"2020-10-27 14:58:00","2020","10","27","301","14","58","2.515"
"2020-10-27 14:59:00","2020","10","27","301","14","59","2.548"
"2020-10-27 15:00:00","2020","10","27","301","15","0","3.103"
"2020-10-27 15:01:00","2020","10","27","301","15","1","1.895"
"2020-10-27 15:02:00","2020","10","27","301","15","2","1.699"
"2020-10-27 15:03:00","2020","10","27","301","15","3","0.817"
"2020-10-27 15:04:00","2020","10","27","301","15","4","1.601"
"2020-10-27 15:05:00","2020","10","27","301","15","5","1.699"
"2020-10-27 15:06:00","2020","10","27","301","15","6","1.535"
"2020-10-27 15:07:00","2020","10","27","301","15","7","1.143"
"2020-10-27 15:08:00","2020","10","27","301","15","8","1.013"
"2020-10-27 15:09:00","2020","10","27","301","15","9","1.176"
"2020-10-27 15:10:00","2020","10","27","301","15","10","1.829"
"2020-10-27 15:11:00","2020","10","27","301","15","11","3.267"
"2020-10-27 15:12:00","2020","10","27","301","15","12","2.679"
"2020-10-27 15:13:00","2020","10","27","301","15","13","1.503"
"2020-10-27 15:14:00","2020","10","27","301","15","14","2.809"
"2020-10-27 15:15:00","2020","10","27","301","15","15","1.601"
"2020-10-27 15:16:00","2020","10","27","301","15","16","3.267"
"2020-10-27 15:17:00","2020","10","27","301","15","17","3.495"
"2020-10-27 15:18:00","2020","10","27","301","15","18","3.626"
"2020-10-27 15:19:00","2020","10","27","301","15","19","2.45"
"2020-10-27 15:20:00","2020","10","27","301","15","20","2.45"
"2020-10-27 15:21:00","2020","10","27","301","15","21","4.606"
"2020-10-27 15:22:00","2020","10","27","301","15","22","4.41"
"2020-10-27 15:23:00","2020","10","27","301","15","23","2.287"
"2020-10-27 15:24:00","2020","10","27","301","15","24","2.319"
"2020-10-27 15:25:00","2020","10","27","301","15","25","2.907"
"2020-10-27 15:26:00","2020","10","27","301","15","26","2.548"
"2020-10-27 15:27:00","2020","10","27","301","15","27","3.626"
"2020-10-27 15:28:00","2020","10","27","301","15","28","3.169"
"2020-10-27 15:29:00","2020","10","27","301","15","29","2.058"
"2020-10-27 15:30:00","2020","10","27","301","15","30","2.091"
"2020-10-27 15:31:00","2020","10","27","301","15","31","3.953"
"2020-10-27 15:32:00","2020","10","27","301","15","32","3.495"
"2020-10-27 15:33:00","2020","10","27","301","15","33","2.973"
"2020-10-27 15:34:00","2020","10","27","301","15","34","2.646"
"2020-10-27 15:35:00","2020","10","27","301","15","35","3.691"
"2020-10-27 15:36:00","2020","10","27","301","15","36","3.463"
"2020-10-27 15:37:00","2020","10","27","301","15","37","2.777"
"2020-10-27 15:38:00","2020","10","27","301","15","38","2.646"
"2020-10-27 15:39:00","2020","10","27","301","15","39","2.189"
"2020-10-27 15:40:00","2020","10","27","301","15","40","2.613"
"2020-10-27 15:41:00","2020","10","27","301","15","41","2.483"
"2020-10-27 15:42:00","2020","10","27","301","15","42","2.809"
"2020-10-27 15:43:00","2020","10","27","301","15","43","3.691"
"2020-10-27 15:44:00","2020","10","27","301","15","44","3.822"
"2020-10-27 15:45:00","2020","10","27","301","15","45","1.96"
"2020-10-27 15:46:00","2020","10","27","301","15","46","2.679"
"2020-10-27 15:47:00","2020","10","27","301","15","47","3.103"
"2020-10-27 15:48:00","2020","10","27","301","15","48","2.711"
"2020-10-27 15:49:00","2020","10","27","301","15","49","3.201"
"2020-10-27 15:50:00","2020","10","27","301","15","50","2.581"
"2020-10-27 15:51:00","2020","10","27","301","15","51","2.94"
"2020-10-27 15:52:00","2020","10","27","301","15","52","2.679"
"2020-10-27 15:53:00","2020","10","27","301","15","53","3.397"
"2020-10-27 15:54:00","2020","10","27","301","15","54","2.875"
"2020-10-27 15:55:00","2020","10","27","301","15","55","2.744"
"2020-10-27 15:56:00","2020","10","27","301","15","56","1.666"
"2020-10-27 15:57:00","2020","10","27","301","15","57","1.993"
"2020-10-27 15:58:00","2020","10","27","301","15","58","2.646"
"2020-10-27 15:59:00","2020","10","27","301","15","59","2.189"
"2020-10-27 16:00:00","2020","10","27","301","16","0","4.443"
"2020-10-27 16:01:00","2020","10","27","301","16","1","3.626"
"2020-10-27 16:02:00","2020","10","27","301","16","2","2.973"
"2020-10-27 16:03:00","2020","10","27","301","16","3","2.907"
"2020-10-27 16:04:00","2020","10","27","301","16","4","2.94"
"2020-10-27 16:05:00","2020","10","27","301","16","5","2.515"
"2020-10-27 16:06:00","2020","10","27","301","16","6","1.731"
"2020-10-27 16:07:00","2020","10","27","301","16","7","2.189"
"2020-10-27 16:08:00","2020","10","27","301","16","8","3.365"
"2020-10-27 16:09:00","2020","10","27","301","16","9","2.711"
"2020-10-27 16:10:00","2020","10","27","301","16","10","3.071"
"2020-10-27 16:11:00","2020","10","27","301","16","11","3.038"
"2020-10-27 16:12:00","2020","10","27","301","16","12","3.201"
"2020-10-27 16:13:00","2020","10","27","301","16","13","3.561"
"2020-10-27 16:14:00","2020","10","27","301","16","14","3.332"
"2020-10-27 16:15:00","2020","10","27","301","16","15","3.528"
"2020-10-27 16:16:00","2020","10","27","301","16","16","2.842"
"2020-10-27 16:17:00","2020","10","27","301","16","17","2.646"
"2020-10-27 16:18:00","2020","10","27","301","16","18","2.156"
"2020-10-27 16:19:00","2020","10","27","301","16","19","2.744"
"2020-10-27 16:20:00","2020","10","27","301","16","20","3.463"
"2020-10-27 16:21:00","2020","10","27","301","16","21","2.417"
"2020-10-27 16:22:00","2020","10","27","301","16","22","2.091"
"2020-10-27 16:23:00","2020","10","27","301","16","23","4.051"
"2020-10-27 16:24:00","2020","10","27","301","16","24","4.149"
"2020-10-27 16:25:00","2020","10","27","301","16","25","3.659"
"2020-10-27 16:26:00","2020","10","27","301","16","26","3.757"
"2020-10-27 16:27:00","2020","10","27","301","16","27","3.136"
"2020-10-27 16:28:00","2020","10","27","301","16","28","3.659"
"2020-10-27 16:29:00","2020","10","27","301","16","29","3.005"
"2020-10-27 16:30:00","2020","10","27","301","16","30","2.287"
"2020-10-27 16:31:00","2020","10","27","301","16","31","2.581"
"2020-10-27 16:32:00","2020","10","27","301","16","32","2.417"
"2020-10-27 16:33:00","2020","10","27","301","16","33","1.601"
"2020-10-27 16:34:00","2020","10","27","301","16","34","2.45"
"2020-10-27 16:35:00","2020","10","27","301","16","35","2.287"
"2020-10-27 16:36:00","2020","10","27","301","16","36","1.764"
"2020-10-27 16:37:00","2020","10","27","301","16","37","1.731"
"2020-10-27 16:38:00","2020","10","27","301","16","38","1.372"
"2020-10-27 16:39:00","2020","10","27","301","16","39","1.372"
"2020-10-27 16:40:00","2020","10","27","301","16","40","1.307"
"2020-10-27 16:41:00","2020","10","27","301","16","41","0.196"
"2020-10-27 16:42:00","2020","10","27","301","16","42","1.111"
"2020-10-27 16:43:00","2020","10","27","301","16","43","1.078"
"2020-10-27 16:44:00","2020","10","27","301","16","44","1.568"
"2020-10-27 16:45:00","2020","10","27","301","16","45","1.241"
"2020-10-27 16:46:00","2020","10","27","301","16","46","0.523"
"2020-10-27 16:47:00","2020","10","27","301","16","47","0"
"2020-10-27 16:48:00","2020","10","27","301","16","48","0"
"2020-10-27 16:49:00","2020","10","27","301","16","49","1.568"
"2020-10-27 16:50:00","2020","10","27","301","16","50","2.319"
"2020-10-27 16:51:00","2020","10","27","301","16","51","2.189"
"2020-10-27 16:52:00","2020","10","27","301","16","52","2.319"
"2020-10-27 16:53:00","2020","10","27","301","16","53","3.038"
"2020-10-27 16:54:00","2020","10","27","301","16","54","3.789"
"2020-10-27 16:55:00","2020","10","27","301","16","55","2.94"
"2020-10-27 16:56:00","2020","10","27","301","16","56","3.528"
"2020-10-27 16:57:00","2020","10","27","301","16","57","3.169"
"2020-10-27 16:58:00","2020","10","27","301","16","58","3.038"
"2020-10-27 16:59:00","2020","10","27","301","16","59","3.071"
"2020-10-27 17:00:00","2020","10","27","301","17","0","2.287"
"2020-10-27 17:01:00","2020","10","27","301","17","1","2.679"
"2020-10-27 17:02:00","2020","10","27","301","17","2","2.744"
"2020-10-27 17:03:00","2020","10","27","301","17","3","2.94"
"2020-10-27 17:04:00","2020","10","27","301","17","4","3.136"
"2020-10-27 17:05:00","2020","10","27","301","17","5","2.973"
"2020-10-27 17:06:00","2020","10","27","301","17","6","2.352"
"2020-10-27 17:07:00","2020","10","27","301","17","7","2.254"
"2020-10-27 17:08:00","2020","10","27","301","17","8","2.45"
"2020-10-27 17:09:00","2020","10","27","301","17","9","3.267"
"2020-10-27 17:10:00","2020","10","27","301","17","10","2.352"
"2020-10-27 17:11:00","2020","10","27","301","17","11","2.809"
"2020-10-27 17:12:00","2020","10","27","301","17","12","2.777"
"2020-10-27 17:13:00","2020","10","27","301","17","13","2.091"
"2020-10-27 17:14:00","2020","10","27","301","17","14","3.365"
"2020-10-27 17:15:00","2020","10","27","301","17","15","2.548"
"2020-10-27 17:16:00","2020","10","27","301","17","16","3.43"
"2020-10-27 17:17:00","2020","10","27","301","17","17","2.842"
"2020-10-27 17:18:00","2020","10","27","301","17","18","3.463"
"2020-10-27 17:19:00","2020","10","27","301","17","19","4.214"
"2020-10-27 17:20:00","2020","10","27","301","17","20","3.855"
"2020-10-27 17:21:00","2020","10","27","301","17","21","3.071"
"2020-10-27 17:22:00","2020","10","27","301","17","22","3.463"
"2020-10-27 17:23:00","2020","10","27","301","17","23","2.352"
"2020-10-27 17:24:00","2020","10","27","301","17","24","2.45"
"2020-10-27 17:25:00","2020","10","27","301","17","25","3.169"
"2020-10-27 17:26:00","2020","10","27","301","17","26","2.515"
"2020-10-27 17:27:00","2020","10","27","301","17","27","1.927"
"2020-10-27 17:28:00","2020","10","27","301","17","28","2.221"
"2020-10-27 17:29:00","2020","10","27","301","17","29","2.352"
"2020-10-27 17:30:00","2020","10","27","301","17","30","2.581"
"2020-10-27 17:31:00","2020","10","27","301","17","31","1.862"
"2020-10-27 17:32:00","2020","10","27","301","17","32","1.895"
"2020-10-27 17:33:00","2020","10","27","301","17","33","2.189"
"2020-10-27 17:34:00","2020","10","27","301","17","34","2.189"
"2020-10-27 17:35:00","2020","10","27","301","17","35","1.731"
"2020-10-27 17:36:00","2020","10","27","301","17","36","1.209"
"2020-10-27 17:37:00","2020","10","27","301","17","37","1.307"
"2020-10-27 17:38:00","2020","10","27","301","17","38","2.156"
"2020-10-27 17:39:00","2020","10","27","301","17","39","1.666"
"2020-10-27 17:40:00","2020","10","27","301","17","40","2.025"
"2020-10-27 17:41:00","2020","10","27","301","17","41","2.091"
"2020-10-27 17:42:00","2020","10","27","301","17","42","2.123"
"2020-10-27 17:43:00","2020","10","27","301","17","43","2.058"
"2020-10-27 17:44:00","2020","10","27","301","17","44","2.156"
"2020-10-27 17:45:00","2020","10","27","301","17","45","1.96"
"2020-10-27 17:46:00","2020","10","27","301","17","46","1.993"
"2020-10-27 17:47:00","2020","10","27","301","17","47","1.666"
"2020-10-27 17:48:00","2020","10","27","301","17","48","2.025"
"2020-10-27 17:49:00","2020","10","27","301","17","49","1.797"
"2020-10-27 17:50:00","2020","10","27","301","17","50","1.829"
"2020-10-27 17:51:00","2020","10","27","301","17","51","2.842"
"2020-10-27 17:52:00","2020","10","27","301","17","52","2.319"
"2020-10-27 17:53:00","2020","10","27","301","17","53","2.189"
"2020-10-27 17:54:00","2020","10","27","301","17","54","2.091"
"2020-10-27 17:55:00","2020","10","27","301","17","55","1.797"
"2020-10-27 17:56:00","2020","10","27","301","17","56","1.895"
"2020-10-27 17:57:00","2020","10","27","301","17","57","1.503"
"2020-10-27 17:58:00","2020","10","27","301","17","58","1.601"
"2020-10-27 17:59:00","2020","10","27","301","17","59","2.058"
"2020-10-27 18:00:00","2020","10","27","301","18","0","1.927"
"2020-10-27 18:01:00","2020","10","27","301","18","1","1.895"
"2020-10-27 18:02:00","2020","10","27","301","18","2","1.633"
"2020-10-27 18:03:00","2020","10","27","301","18","3","1.274"
"2020-10-27 18:04:00","2020","10","27","301","18","4","1.372"
"2020-10-27 18:05:00","2020","10","27","301","18","5","1.372"
"2020-10-27 18:06:00","2020","10","27","301","18","6","1.143"
"2020-10-27 18:07:00","2020","10","27","301","18","7","1.274"
"2020-10-27 18:08:00","2020","10","27","301","18","8","1.013"
"2020-10-27 18:09:00","2020","10","27","301","18","9","1.045"
"2020-10-27 18:10:00","2020","10","27","301","18","10","1.764"
"2020-10-27 18:11:00","2020","10","27","301","18","11","1.405"
"2020-10-27 18:12:00","2020","10","27","301","18","12","1.503"
"2020-10-27 18:13:00","2020","10","27","301","18","13","1.764"
"2020-10-27 18:14:00","2020","10","27","301","18","14","1.405"
"2020-10-27 18:15:00","2020","10","27","301","18","15","1.731"
"2020-10-27 18:16:00","2020","10","27","301","18","16","1.568"
"2020-10-27 18:17:00","2020","10","27","301","18","17","1.372"
"2020-10-27 18:18:00","2020","10","27","301","18","18","1.895"
"2020-10-27 18:19:00","2020","10","27","301","18","19","1.829"
"2020-10-27 18:20:00","2020","10","27","301","18","20","1.143"
"2020-10-27 18:21:00","2020","10","27","301","18","21","1.437"
"2020-10-27 18:22:00","2020","10","27","301","18","22","0.98"
"2020-10-27 18:23:00","2020","10","27","301","18","23","1.568"
"2020-10-27 18:24:00","2020","10","27","301","18","24","1.862"
"2020-10-27 18:25:00","2020","10","27","301","18","25","1.731"
"2020-10-27 18:26:00","2020","10","27","301","18","26","1.96"
"2020-10-27 18:27:00","2020","10","27","301","18","27","1.927"
"2020-10-27 18:28:00","2020","10","27","301","18","28","1.699"
"2020-10-27 18:29:00","2020","10","27","301","18","29","1.764"
"2020-10-27 18:30:00","2020","10","27","301","18","30","1.829"
"2020-10-27 18:31:00","2020","10","27","301","18","31","1.993"
"2020-10-27 18:32:00","2020","10","27","301","18","32","1.927"
"2020-10-27 18:33:00","2020","10","27","301","18","33","1.797"
"2020-10-27 18:34:00","2020","10","27","301","18","34","1.47"
"2020-10-27 18:35:00","2020","10","27","301","18","35","1.437"
"2020-10-27 18:36:00","2020","10","27","301","18","36","1.797"
"2020-10-27 18:37:00","2020","10","27","301","18","37","1.764"
"2020-10-27 18:38:00","2020","10","27","301","18","38","1.535"
"2020-10-27 18:39:00","2020","10","27","301","18","39","1.568"
"2020-10-27 18:40:00","2020","10","27","301","18","40","1.731"
"2020-10-27 18:41:00","2020","10","27","301","18","41","1.405"
"2020-10-27 18:42:00","2020","10","27","301","18","42","1.339"
"2020-10-27 18:43:00","2020","10","27","301","18","43","1.241"
"2020-10-27 18:44:00","2020","10","27","301","18","44","1.764"
"2020-10-27 18:45:00","2020","10","27","301","18","45","0"
"2020-10-27 18:46:00","2020","10","27","301","18","46","1.96"
"2020-10-27 18:47:00","2020","10","27","301","18","47","1.731"
"2020-10-27 18:48:00","2020","10","27","301","18","48","1.731"
"2020-10-27 18:49:00","2020","10","27","301","18","49","1.405"
"2020-10-27 18:50:00","2020","10","27","301","18","50","1.895"
"2020-10-27 18:51:00","2020","10","27","301","18","51","1.829"
"2020-10-27 18:52:00","2020","10","27","301","18","52","1.405"
"2020-10-27 18:53:00","2020","10","27","301","18","53","1.731"
"2020-10-27 18:54:00","2020","10","27","301","18","54","1.797"
"2020-10-27 18:55:00","2020","10","27","301","18","55","1.568"
"2020-10-27 18:56:00","2020","10","27","301","18","56","1.862"
"2020-10-27 18:57:00","2020","10","27","301","18","57","1.666"
"2020-10-27 18:58:00","2020","10","27","301","18","58","1.47"
"2020-10-27 18:59:00","2020","10","27","301","18","59","1.699"
"2020-10-27 19:00:00","2020","10","27","301","19","0","1.764"
"2020-10-27 19:01:00","2020","10","27","301","19","1","2.646"
"2020-10-27 19:02:00","2020","10","27","301","19","2","2.091"
"2020-10-27 19:03:00","2020","10","27","301","19","3","1.96"
"2020-10-27 19:04:00","2020","10","27","301","19","4","2.45"
"2020-10-27 19:05:00","2020","10","27","301","19","5","2.679"
"2020-10-27 19:06:00","2020","10","27","301","19","6","2.417"
"2020-10-27 19:07:00","2020","10","27","301","19","7","1.699"
"2020-10-27 19:08:00","2020","10","27","301","19","8","1.405"
"2020-10-27 19:09:00","2020","10","27","301","19","9","1.503"
"2020-10-27 19:10:00","2020","10","27","301","19","10","2.94"
"2020-10-27 19:11:00","2020","10","27","301","19","11","2.646"
"2020-10-27 19:12:00","2020","10","27","301","19","12","2.842"
"2020-10-27 19:13:00","2020","10","27","301","19","13","2.646"
"2020-10-27 19:14:00","2020","10","27","301","19","14","1.797"
"2020-10-27 19:15:00","2020","10","27","301","19","15","1.862"
"2020-10-27 19:16:00","2020","10","27","301","19","16","2.156"
"2020-10-27 19:17:00","2020","10","27","301","19","17","1.731"
"2020-10-27 19:18:00","2020","10","27","301","19","18","1.96"
"2020-10-27 19:19:00","2020","10","27","301","19","19","1.633"
"2020-10-27 19:20:00","2020","10","27","301","19","20","1.372"
"2020-10-27 19:21:00","2020","10","27","301","19","21","2.058"
"2020-10-27 19:22:00","2020","10","27","301","19","22","2.319"
"2020-10-27 19:23:00","2020","10","27","301","19","23","2.221"
"2020-10-27 19:24:00","2020","10","27","301","19","24","2.254"
"2020-10-27 19:25:00","2020","10","27","301","19","25","1.96"
"2020-10-27 19:26:00","2020","10","27","301","19","26","2.679"
"2020-10-27 19:27:00","2020","10","27","301","19","27","2.646"
"2020-10-27 19:28:00","2020","10","27","301","19","28","1.829"
"2020-10-27 19:29:00","2020","10","27","301","19","29","1.209"
"2020-10-27 19:30:00","2020","10","27","301","19","30","0.98"
"2020-10-27 19:31:00","2020","10","27","301","19","31","2.123"
"2020-10-27 19:32:00","2020","10","27","301","19","32","2.483"
"2020-10-27 19:33:00","2020","10","27","301","19","33","3.234"
"2020-10-27 19:34:00","2020","10","27","301","19","34","2.842"
"2020-10-27 19:35:00","2020","10","27","301","19","35","2.875"
"2020-10-27 19:36:00","2020","10","27","301","19","36","2.287"
"2020-10-27 19:37:00","2020","10","27","301","19","37","3.103"
"2020-10-27 19:38:00","2020","10","27","301","19","38","4.149"
"2020-10-27 19:39:00","2020","10","27","301","19","39","2.875"
"2020-10-27 19:40:00","2020","10","27","301","19","40","2.483"
"2020-10-27 19:41:00","2020","10","27","301","19","41","4.051"
"2020-10-27 19:42:00","2020","10","27","301","19","42","3.169"
"2020-10-27 19:43:00","2020","10","27","301","19","43","1.993"
"2020-10-27 19:44:00","2020","10","27","301","19","44","3.299"
"2020-10-27 19:45:00","2020","10","27","301","19","45","3.005"
"2020-10-27 19:46:00","2020","10","27","301","19","46","4.018"
"2020-10-27 19:47:00","2020","10","27","301","19","47","2.973"
"2020-10-27 19:48:00","2020","10","27","301","19","48","2.646"
"2020-10-27 19:49:00","2020","10","27","301","19","49","2.613"
"2020-10-27 19:50:00","2020","10","27","301","19","50","2.809"
"2020-10-27 19:51:00","2020","10","27","301","19","51","2.973"
"2020-10-27 19:52:00","2020","10","27","301","19","52","2.973"
"2020-10-27 19:53:00","2020","10","27","301","19","53","2.613"
"2020-10-27 19:54:00","2020","10","27","301","19","54","2.613"
"2020-10-27 19:55:00","2020","10","27","301","19","55","2.189"
"2020-10-27 19:56:00","2020","10","27","301","19","56","1.535"
"2020-10-27 19:57:00","2020","10","27","301","19","57","2.483"
"2020-10-27 19:58:00","2020","10","27","301","19","58","2.581"
"2020-10-27 19:59:00","2020","10","27","301","19","59","2.417"
"2020-10-27 20:00:00","2020","10","27","301","20","0","2.287"
"2020-10-27 20:01:00","2020","10","27","301","20","1","2.385"
"2020-10-27 20:02:00","2020","10","27","301","20","2","2.058"
"2020-10-27 20:03:00","2020","10","27","301","20","3","1.601"
"2020-10-27 20:04:00","2020","10","27","301","20","4","3.201"
"2020-10-27 20:05:00","2020","10","27","301","20","5","3.659"
"2020-10-27 20:06:00","2020","10","27","301","20","6","2.352"
"2020-10-27 20:07:00","2020","10","27","301","20","7","2.45"
"2020-10-27 20:08:00","2020","10","27","301","20","8","2.156"
"2020-10-27 20:09:00","2020","10","27","301","20","9","2.385"
"2020-10-27 20:10:00","2020","10","27","301","20","10","2.025"
"2020-10-27 20:11:00","2020","10","27","301","20","11","2.777"
"2020-10-27 20:12:00","2020","10","27","301","20","12","3.397"
