"TS","Year","Month","DayOfMon","DayOfYear","Hour","Minute","WndDir_2m","WndDir_10m","WndSpd_2m","WndSpd_10m","WndSpd_Vert","WndSpd_2m_Std","WndSpd_10m_Std"
"2020-10-27 00:00:00","2020","10","27","301","0","0","45.1","24.13","0.849","1.143","0.002","0.267","0.261"
"2020-10-27 00:01:00","2020","10","27","301","0","1","38.16","36.81","1.078","1.96","0","0.185","0.269"
"2020-10-27 00:02:00","2020","10","27","301","0","2","31.54","38.58","1.535","1.895","-0.002","0.121","0.153"
"2020-10-27 00:03:00","2020","10","27","301","0","3","37.5","30.32","1.797","2.385","0","0.183","0.345"
"2020-10-27 00:04:00","2020","10","27","301","0","4","38.55","35.21","1.633","2.058","0","0.238","0.199"
"2020-10-27 00:05:00","2020","10","27","301","0","5","34.11","40.56","0.849","1.339","0","0.242","0.2"
"2020-10-27 00:06:00","2020","10","27","301","0","6","35.72","26.48","0.947","1.47","0.002","0.185","0.196"
"2020-10-27 00:07:00","2020","10","27","301","0","7","36.89","46.18","0.98","1.274","0","0.21","0.141"
"2020-10-27 00:08:00","2020","10","27","301","0","8","9.43","13.55","1.339","1.437","0","0.288","0.289"
"2020-10-27 00:09:00","2020","10","27","301","0","9","46.67","43.45","1.274","1.666","-0.005","0.111","0.194"
"2020-10-27 00:10:00","2020","10","27","301","0","10","42.93","46.13","0.849","1.405","0","0.203","0.301"
"2020-10-27 00:11:00","2020","10","27","301","0","11","18.25","35.7","0.98","1.437","0","0.251","0.246"
"2020-10-27 00:12:00","2020","10","27","301","0","12","29.06","37.11","1.241","1.895","-0.002","0.26","0.196"
"2020-10-27 00:13:00","2020","10","27","301","0","13","19.12","54.61","1.176","0.784","0","0.219","0.293"
"2020-10-27 00:14:00","2020","10","27","301","0","14","29.54","28.53","1.078","0.947","0","0.177","0.256"
"2020-10-27 00:15:00","2020","10","27","301","0","15","42.16","0.19","0.359","1.666","0","0.166","0.375"
"2020-10-27 00:16:00","2020","10","27","301","0","16","49.2","24.78","0.849","1.601","0.002","0.197","0.481"
"2020-10-27 00:17:00","2020","10","27","301","0","17","22.18","46.51","0.915","0.882","0","0.122","0.347"
"2020-10-27 00:18:00","2020","10","27","301","0","18","25.05","29.47","1.437","1.862","-0.002","0.161","0.264"
"2020-10-27 00:19:00","2020","10","27","301","0","19","34.49","31.98","0.686","1.47","0","0.276","0.268"
"2020-10-27 00:20:00","2020","10","27","301","0","20","19.11","33.18","0.686","1.405","0","0.073","0.109"
"2020-10-27 00:21:00","2020","10","27","301","0","21","26.91","37.69","0.751","0.947","0","0.162","0.167"
"2020-10-27 00:22:00","2020","10","27","301","0","22","25.02","13.45","1.078","1.078","-0.002","0.198","0.201"
"2020-10-27 00:23:00","2020","10","27","301","0","23","55.05","41.56","0.719","1.274","0","0.107","0.12"
"2020-10-27 00:24:00","2020","10","27","301","0","24","55.38","27.88","0.751","1.437","0.002","0.147","0.205"
"2020-10-27 00:25:00","2020","10","27","301","0","25","39.81","42.61","0.849","1.045","0","0.2","0.206"
"2020-10-27 00:26:00","2020","10","27","301","0","26","9.88","33.29","0.849","1.111","0.002","0.114","0.12"
"2020-10-27 00:27:00","2020","10","27","301","0","27","31.68","22.15","0.784","0.817","0","0.172","0.207"
"2020-10-27 00:28:00","2020","10","27","301","0","28","34.14","41.2","0.621","1.241","0.002","0.18","0.202"
"2020-10-27 00:29:00","2020","10","27","301","0","29","22.09","40.81","1.013","1.993","0.002","0.256","0.328"
"2020-10-27 00:30:00","2020","10","27","301","0","30","30.03","38.66","1.274","1.862","0","0.181","0.235"
"2020-10-27 00:31:00","2020","10","27","301","0","31","23.37","48.88","0.457","0.98","0","0.284","0.223"
"2020-10-27 00:32:00","2020","10","27","301","0","32","33.26","32.3","0.621","0.751","0","0.08","0.089"
"2020-10-27 00:33:00","2020","10","27","301","0","33","42.57","52.23","0.98","1.405","0","0.141","0.299"
"2020-10-27 00:34:00","2020","10","27","301","0","34","16.17","20.74","0.686","1.045","0.002","0.156","0.119"
"2020-10-27 00:35:00","2020","10","27","301","0","35","17.38","31.04","0.523","0.915","0","0.123","0.134"
"2020-10-27 00:36:00","2020","10","27","301","0","36","30.55","22.04","1.339","1.568","0","0.292","0.264"
"2020-10-27 00:37:00","2020","10","27","301","0","37","30.98","41.75","0.817","0.98","0","0.14","0.169"
"2020-10-27 00:38:00","2020","10","27","301","0","38","41.65","55.72","0.686","0.849","0","0.1","0.184"
"2020-10-27 00:39:00","2020","10","27","301","0","39","35.23","67.16","0.457","1.601","0","0.154","0.295"
"2020-10-27 00:40:00","2020","10","27","301","0","40","31","26.38","0.98","1.176","0","0.216","0.17"
"2020-10-27 00:41:00","2020","10","27","301","0","41","32.53","41.62","0.947","1.307","0","0.144","0.196"
"2020-10-27 00:42:00","2020","10","27","301","0","42","1.711","3.547","0.849","0.915","0","0.139","0.162"
"2020-10-27 00:43:00","2020","10","27","301","0","43","25.97","33.8","1.045","1.503","0","0.17","0.241"
"2020-10-27 00:44:00","2020","10","27","301","0","44","15.65","8.88","0.261","1.013","0.054","0.274","0.217"
"2020-10-27 00:45:00","2020","10","27","301","0","45","26.5","25.95","1.699","1.535","0","0.361","0.25"
"2020-10-27 00:46:00","2020","10","27","301","0","46","11.7","34.2","1.339","1.437","0","0.306","0.151"
"2020-10-27 00:47:00","2020","10","27","301","0","47","58.52","11.32","0.719","0.588","0","0.197","0.383"
"2020-10-27 00:48:00","2020","10","27","301","0","48","16.41","35.99","0.751","1.829","0.002","0.073","0.374"
"2020-10-27 00:49:00","2020","10","27","301","0","49","8.95","21.51","1.372","1.829","0","0.222","0.212"
"2020-10-27 00:50:00","2020","10","27","301","0","50","28.19","17.82","1.307","1.797","0","0.088","0.119"
"2020-10-27 00:51:00","2020","10","27","301","0","51","35.11","39.1","1.013","1.405","0.002","0.148","0.166"
"2020-10-27 00:52:00","2020","10","27","301","0","52","33.72","45.99","0.784","1.209","0.002","0.101","0.075"
"2020-10-27 00:53:00","2020","10","27","301","0","53","53.86","38.46","0.49","0.98","0","0.125","0.124"
"2020-10-27 00:54:00","2020","10","27","301","0","54","51.93","39.39","0.751","0.947","0","0.153","0.101"
"2020-10-27 00:55:00","2020","10","27","301","0","55","37.8","25.83","0.784","1.307","0","0.098","0.176"
"2020-10-27 00:56:00","2020","10","27","301","0","56","21.14","37.61","0.621","1.013","0","0.13","0.156"
"2020-10-27 00:57:00","2020","10","27","301","0","57","45.08","7.373","0.392","0.359","0.002","0.115","0.338"
"2020-10-27 00:58:00","2020","10","27","301","0","58","28.92","37.98","0.719","1.045","0","0.213","0.299"
"2020-10-27 00:59:00","2020","10","27","301","0","59","20.6","47.82","0","0.849","0","0.277","0.136"
"2020-10-27 01:00:00","2020","10","27","301","1","0","27.86","31.49","0.686","1.699","0","0.312","0.254"
"2020-10-27 01:01:00","2020","10","27","301","1","1","30.57","21.17","1.078","1.241","0","0.142","0.22"
"2020-10-27 01:02:00","2020","10","27","301","1","2","41.63","23.52","0.327","1.143","0","0.271","0.17"
"2020-10-27 01:03:00","2020","10","27","301","1","3","30.32","27.56","0.49","0.817","0","0.123","0.111"
"2020-10-27 01:04:00","2020","10","27","301","1","4","10.24","34.86","0.359","0.523","0","0.152","0.238"
"2020-10-27 01:05:00","2020","10","27","301","1","5","40.98","18.88","0.49","0.98","0","0.156","0.191"
"2020-10-27 01:06:00","2020","10","27","301","1","6","18.64","18.73","0.947","0.915","0","0.17","0.135"
"2020-10-27 01:07:00","2020","10","27","301","1","7","28.07","38.27","0.327","0.653","0","0.242","0.324"
"2020-10-27 01:08:00","2020","10","27","301","1","8","35.74","20.47","1.013","1.078","0","0.159","0.212"
"2020-10-27 01:09:00","2020","10","27","301","1","9","20.05","26.72","0.686","0.621","-0.002","0.131","0.126"
"2020-10-27 01:10:00","2020","10","27","301","1","10","21.3","24.3","0.686","1.274","0","0.121","0.143"
"2020-10-27 01:11:00","2020","10","27","301","1","11","15.48","31.6","0.784","1.339","0","0.109","0.102"
"2020-10-27 01:12:00","2020","10","27","301","1","12","21.77","30.48","0.751","1.241","0","0.1","0.144"
"2020-10-27 01:13:00","2020","10","27","301","1","13","19.68","26.35","1.013","1.176","0","0.14","0.116"
"2020-10-27 01:14:00","2020","10","27","301","1","14","14.15","36.07","0.523","0.621","0","0.324","0.332"
"2020-10-27 01:15:00","2020","10","27","301","1","15","11.48","0.273","0.294","0.49","0.002","0.194","0.07"
"2020-10-27 01:16:00","2020","10","27","301","1","16","3.868","2.299","0.392","0.719","0","0.078","0.128"
"2020-10-27 01:17:00","2020","10","27","301","1","17","0.059","43.55","0.359","1.078","0","0.089","0.217"
"2020-10-27 01:18:00","2020","10","27","301","1","18","38.64","32.1","0.425","0.555","0","0.153","0.333"
"2020-10-27 01:19:00","2020","10","27","301","1","19","37.1","0.125","0.196","0.392","0","0.147","0.232"
"2020-10-27 01:20:00","2020","10","27","301","1","20","37.27","20.91","0","0.196","0","0.038","0.225"
"2020-10-27 01:21:00","2020","10","27","301","1","21","40.51","39.95","0.523","0.523","-0.002","0.206","0.206"
"2020-10-27 01:22:00","2020","10","27","301","1","22","37.45","39.29","0.621","0.947","0","0.085","0.205"
"2020-10-27 01:23:00","2020","10","27","301","1","23","39.54","42.3","0","0.751","0","0.23","0.14"
"2020-10-27 01:24:00","2020","10","27","301","1","24","31.58","34.81","0.392","0.621","-0.002","0.21","0.122"
"2020-10-27 01:25:00","2020","10","27","301","1","25","38.83","45.24","0.523","0.817","0","0.047","0.147"
"2020-10-27 01:26:00","2020","10","27","301","1","26","19.68","38.41","0.49","0.817","0","0.072","0.081"
"2020-10-27 01:27:00","2020","10","27","301","1","27","25.9","10.85","0.196","0.261","0.002","0.172","0.199"
"2020-10-27 01:28:00","2020","10","27","301","1","28","12.47","1.355","0.523","0.882","0","0.134","0.169"
"2020-10-27 01:29:00","2020","10","27","301","1","29","17.32","38.07","0.294","0.588","0.002","0.101","0.19"
"2020-10-27 01:30:00","2020","10","27","301","1","30","16.8","31.91","0.327","0.555","0","0.082","0.085"
"2020-10-27 01:31:00","2020","10","27","301","1","31","18.39","21.14","0.229","0.523","0","0.14","0.095"
"2020-10-27 01:32:00","2020","10","27","301","1","32","27.26","35.31","0.751","0.817","-0.002","0.12","0.169"
"2020-10-27 01:33:00","2020","10","27","301","1","33","27.25","32.99","0.327","0.719","0","0.114","0.09"
"2020-10-27 01:34:00","2020","10","27","301","1","34","22.73","2.977","0.555","0.555","0","0.171","0.061"
"2020-10-27 01:35:00","2020","10","27","301","1","35","13.61","12.09","0.425","1.47","0.002","0.056","0.326"
"2020-10-27 01:36:00","2020","10","27","301","1","36","21.16","34.57","0.49","1.895","0","0.213","0.359"
"2020-10-27 01:37:00","2020","10","27","301","1","37","21.73","45.93","0.523","0.849","0.002","0.317","0.374"
"2020-10-27 01:38:00","2020","10","27","301","1","38","28.01","30.8","0.849","1.143","0.002","0.192","0.189"
"2020-10-27 01:39:00","2020","10","27","301","1","39","32.24","5.406","1.013","0.947","0","0.131","0.121"
"2020-10-27 01:40:00","2020","10","27","301","1","40","49.67","46.08","0.523","1.111","0","0.128","0.109"
"2020-10-27 01:41:00","2020","10","27","301","1","41","41.35","32.12","0.719","1.045","0.002","0.124","0.084"
"2020-10-27 01:42:00","2020","10","27","301","1","42","41.14","40.62","0.817","0.817","0","0.083","0.11"
"2020-10-27 01:43:00","2020","10","27","301","1","43","73.41","43.16","0.392","1.045","0","0.118","0.197"
"2020-10-27 01:44:00","2020","10","27","301","1","44","30.15","45.62","0.49","0.915","0.002","0.25","0.147"
"2020-10-27 01:45:00","2020","10","27","301","1","45","51.05","37.48","0.392","0.915","-0.002","0.125","0.132"
"2020-10-27 01:46:00","2020","10","27","301","1","46","54.94","29.43","0.817","1.143","0","0.102","0.197"
"2020-10-27 01:47:00","2020","10","27","301","1","47","40.02","52.97","0.457","0.523","0.002","0.113","0.283"
"2020-10-27 01:48:00","2020","10","27","301","1","48","46.5","64.27","0.196","0.196","0","0.156","0.255"
"2020-10-27 01:49:00","2020","10","27","301","1","49","44.9","54.36","0.359","0.784","0","0.133","0.296"
"2020-10-27 01:50:00","2020","10","27","301","1","50","61.36","66.42","0.817","1.013","0","0.1","0.097"
"2020-10-27 01:51:00","2020","10","27","301","1","51","63.09","29.55","0.457","0.947","0","0.221","0.128"
"2020-10-27 01:52:00","2020","10","27","301","1","52","56.96","55.51","0.392","0.817","0.002","0.08","0.097"
"2020-10-27 01:53:00","2020","10","27","301","1","53","22.67","34.23","0.653","0.882","0.002","0.126","0.169"
"2020-10-27 01:54:00","2020","10","27","301","1","54","26.55","29.86","0.359","0.784","0","0.109","0.142"
"2020-10-27 01:55:00","2020","10","27","301","1","55","44.2","49.66","0.555","0","0","0.072","0.275"
"2020-10-27 01:56:00","2020","10","27","301","1","56","27.08","30.69","0.751","1.045","0","0.149","0.302"
"2020-10-27 01:57:00","2020","10","27","301","1","57","36.47","28.7","0.719","1.209","0","0.123","0.09"
"2020-10-27 01:58:00","2020","10","27","301","1","58","51.91","31.49","0.98","1.045","0","0.098","0.183"
"2020-10-27 01:59:00","2020","10","27","301","1","59","38.74","35.06","0.98","1.47","-0.002","0.12","0.191"
"2020-10-27 02:00:00","2020","10","27","301","2","0","19.18","29.24","1.405","1.437","-0.006","0.161","0.195"
"2020-10-27 02:01:00","2020","10","27","301","2","1","26.63","34.98","1.209","1.372","-0.002","0.138","0.123"
"2020-10-27 02:02:00","2020","10","27","301","2","2","28.23","29.59","0.686","1.176","0.002","0.254","0.21"
"2020-10-27 02:03:00","2020","10","27","301","2","3","43.19","33.9","1.339","1.601","0","0.272","0.188"
"2020-10-27 02:04:00","2020","10","27","301","2","4","37.54","45.41","0.947","1.176","0","0.227","0.181"
"2020-10-27 02:05:00","2020","10","27","301","2","5","22.56","32.28","1.209","1.47","0","0.213","0.114"
"2020-10-27 02:06:00","2020","10","27","301","2","6","34.2","41.2","0.947","1.143","0","0.141","0.105"
"2020-10-27 02:07:00","2020","10","27","301","2","7","21.42","29.68","1.176","1.535","-0.002","0.299","0.17"
"2020-10-27 02:08:00","2020","10","27","301","2","8","17.57","32.15","0.784","1.633","0","0.212","0.167"
"2020-10-27 02:09:00","2020","10","27","301","2","9","47.97","41.06","1.045","1.601","0.002","0.118","0.22"
"2020-10-27 02:10:00","2020","10","27","301","2","10","49","20.84","0.751","1.045","0","0.216","0.367"
"2020-10-27 02:11:00","2020","10","27","301","2","11","37.56","13.22","0.359","0.98","0","0.18","0.149"
"2020-10-27 02:12:00","2020","10","27","301","2","12","3.612","28.85","0.686","1.209","0.002","0.233","0.311"
"2020-10-27 02:13:00","2020","10","27","301","2","13","25.88","12.71","0.784","1.241","0","0.176","0.145"
"2020-10-27 02:14:00","2020","10","27","301","2","14","51.12","24.01","1.013","1.241","0.002","0.197","0.249"
"2020-10-27 02:15:00","2020","10","27","301","2","15","19.71","47.25","0.457","1.307","0","0.156","0.131"
"2020-10-27 02:16:00","2020","10","27","301","2","16","23.03","16.27","0.751","1.372","0","0.179","0.235"
"2020-10-27 02:17:00","2020","10","27","301","2","17","29.72","16.56","1.176","2.058","0","0.199","0.275"
"2020-10-27 02:18:00","2020","10","27","301","2","18","6.696","12.71","0.621","0.98","0","0.314","0.456"
"2020-10-27 02:19:00","2020","10","27","301","2","19","27.51","38.99","0.751","2.352","0.009","0.18","0.474"
"2020-10-27 02:20:00","2020","10","27","301","2","20","23.66","18.45","0.849","1.176","0","0.167","0.243"
"2020-10-27 02:21:00","2020","10","27","301","2","21","28.27","40.35","1.372","1.699","0","0.186","0.357"
"2020-10-27 02:22:00","2020","10","27","301","2","22","32.65","26.69","0.751","1.666","0.002","0.162","0.195"
"2020-10-27 02:23:00","2020","10","27","301","2","23","27.7","25.14","1.143","1.764","0","0.183","0.086"
"2020-10-27 02:24:00","2020","10","27","301","2","24","39.12","33.81","0.915","1.339","0.002","0.098","0.128"
"2020-10-27 02:25:00","2020","10","27","301","2","25","31.35","16.5","1.274","2.025","-0.005","0.174","0.195"
"2020-10-27 02:26:00","2020","10","27","301","2","26","27.67","36.27","1.013","1.143","0","0.221","0.43"
"2020-10-27 02:27:00","2020","10","27","301","2","27","33.66","31.29","1.143","1.666","0","0.171","0.336"
"2020-10-27 02:28:00","2020","10","27","301","2","28","27.16","46.26","1.078","1.47","0","0.13","0.269"
"2020-10-27 02:29:00","2020","10","27","301","2","29","50.21","49.07","0.98","1.437","0","0.127","0.184"
"2020-10-27 02:30:00","2020","10","27","301","2","30","26.18","31.11","0.98","1.405","0","0.266","0.145"
"2020-10-27 02:31:00","2020","10","27","301","2","31","32.86","37.14","1.307","1.96","0","0.153","0.282"
"2020-10-27 02:32:00","2020","10","27","301","2","32","47.53","35.04","1.47","1.895","0","0.251","0.181"
"2020-10-27 02:33:00","2020","10","27","301","2","33","353.9","33.26","0.784","1.209","0","0.243","0.185"
"2020-10-27 02:34:00","2020","10","27","301","2","34","31.27","23.7","1.437","1.993","0","0.22","0.237"
"2020-10-27 02:35:00","2020","10","27","301","2","35","41.06","26.44","1.405","1.339","0","0.186","0.186"
"2020-10-27 02:36:00","2020","10","27","301","2","36","44.31","34.78","0.98","1.535","0","0.184","0.26"
"2020-10-27 02:37:00","2020","10","27","301","2","37","28.23","31.64","1.274","1.503","0","0.134","0.11"
"2020-10-27 02:38:00","2020","10","27","301","2","38","30.97","19.51","0.882","1.339","0","0.138","0.137"
"2020-10-27 02:39:00","2020","10","27","301","2","39","14.52","40.64","0.261","0.621","0","0.226","0.261"
"2020-10-27 02:40:00","2020","10","27","301","2","40","6.69","46.29","0.359","1.405","0","0.067","0.51"
"2020-10-27 02:41:00","2020","10","27","301","2","41","14.06","22.92","0.686","1.013","-0.002","0.362","0.147"
"2020-10-27 02:42:00","2020","10","27","301","2","42","27.24","57.18","1.078","0.686","-0.002","0.158","0.21"
"2020-10-27 02:43:00","2020","10","27","301","2","43","45.63","40.66","0.555","1.143","0","0.211","0.207"
"2020-10-27 02:44:00","2020","10","27","301","2","44","18.87","26.12","1.045","1.437","-0.002","0.246","0.08"
"2020-10-27 02:45:00","2020","10","27","301","2","45","31.71","32.88","0.653","1.209","0.002","0.122","0.204"
"2020-10-27 02:46:00","2020","10","27","301","2","46","5.145","20.57","0.686","1.143","-0.002","0.129","0.141"
"2020-10-27 02:47:00","2020","10","27","301","2","47","13.46","33.01","0.327","1.111","0","0.198","0.124"
"2020-10-27 02:48:00","2020","10","27","301","2","48","29.44","5.317","0.653","0.751","0","0.214","0.145"
"2020-10-27 02:49:00","2020","10","27","301","2","49","31.91","39.77","0.588","0.882","0","0.065","0.181"
"2020-10-27 02:50:00","2020","10","27","301","2","50","27.86","7.486","0.686","1.111","-0.002","0.176","0.171"
"2020-10-27 02:51:00","2020","10","27","301","2","51","37.75","9.74","0.784","0","0.002","0.177","0.54"
"2020-10-27 02:52:00","2020","10","27","301","2","52","13.75","51.2","0.261","0.98","-0.002","0.188","0.301"
"2020-10-27 02:53:00","2020","10","27","301","2","53","16.69","5.917","0.261","0.751","0.002","0.095","0.11"
"2020-10-27 02:54:00","2020","10","27","301","2","54","21.57","30.69","0.457","0.817","0.002","0.074","0.116"
"2020-10-27 02:55:00","2020","10","27","301","2","55","28.26","26.82","0.49","1.013","-0.002","0.051","0.155"
"2020-10-27 02:56:00","2020","10","27","301","2","56","347.4","31.21","0","0.294","0","0.139","0.363"
"2020-10-27 02:57:00","2020","10","27","301","2","57","34.1","35.66","0.686","0.98","-0.002","0.207","0.34"
"2020-10-27 02:58:00","2020","10","27","301","2","58","15.16","32.04","1.274","1.797","0","0.124","0.297"
"2020-10-27 02:59:00","2020","10","27","301","2","59","40.71","29.05","1.503","1.633","0","0.422","0.209"
"2020-10-27 03:00:00","2020","10","27","301","3","0","31.74","28.43","0.849","1.013","0","0.237","0.359"
"2020-10-27 03:01:00","2020","10","27","301","3","1","41.46","33.07","1.209","1.862","0","0.179","0.441"
"2020-10-27 03:02:00","2020","10","27","301","3","2","10.41","56.8","1.47","1.862","0","0.16","0.279"
"2020-10-27 03:03:00","2020","10","27","301","3","3","34.79","17.51","1.535","1.405","0.002","0.197","0.169"
"2020-10-27 03:04:00","2020","10","27","301","3","4","21.67","34.68","1.078","1.731","0","0.119","0.177"
"2020-10-27 03:05:00","2020","10","27","301","3","5","25.59","27.95","1.47","1.862","0","0.158","0.24"
"2020-10-27 03:06:00","2020","10","27","301","3","6","46.8","30.61","1.829","2.385","0.014","0.299","0.239"
"2020-10-27 03:07:00","2020","10","27","301","3","7","20.41","33.28","1.535","1.764","0","0.268","0.3"
"2020-10-27 03:08:00","2020","10","27","301","3","8","32.48","29.84","0.882","1.372","0","0.204","0.287"
"2020-10-27 03:09:00","2020","10","27","301","3","9","28.19","23.82","1.078","1.503","0","0.122","0.263"
"2020-10-27 03:10:00","2020","10","27","301","3","10","34.8","39.7","0.882","0.719","0","0.128","0.321"
"2020-10-27 03:11:00","2020","10","27","301","3","11","40.53","36.51","1.339","1.699","0","0.246","0.294"
"2020-10-27 03:12:00","2020","10","27","301","3","12","31.01","45.05","1.143","1.503","0.002","0.263","0.191"
"2020-10-27 03:13:00","2020","10","27","301","3","13","34.9","25.45","0.882","1.535","0.002","0.143","0.195"
"2020-10-27 03:14:00","2020","10","27","301","3","14","20.99","51.44","1.209","1.209","0","0.154","0.247"
"2020-10-27 03:15:00","2020","10","27","301","3","15","42.05","29.53","1.274","1.731","0","0.136","0.179"
"2020-10-27 03:16:00","2020","10","27","301","3","16","32.88","36.78","1.078","1.241","0","0.156","0.124"
"2020-10-27 03:17:00","2020","10","27","301","3","17","40.64","35.45","1.241","2.254","0.002","0.221","0.369"
"2020-10-27 03:18:00","2020","10","27","301","3","18","43.83","41.99","1.568","1.633","0","0.106","0.141"
"2020-10-27 03:19:00","2020","10","27","301","3","19","20.5","27.89","1.47","2.058","0","0.187","0.215"
"2020-10-27 03:20:00","2020","10","27","301","3","20","19.65","17.63","1.013","1.503","-0.002","0.216","0.203"
"2020-10-27 03:21:00","2020","10","27","301","3","21","45.92","23.96","0.947","1.143","-0.002","0.148","0.126"
"2020-10-27 03:22:00","2020","10","27","301","3","22","31.98","26.41","0.653","0.915","0","0.126","0.22"
"2020-10-27 03:23:00","2020","10","27","301","3","23","34.01","38.02","1.013","1.699","0.002","0.271","0.201"
"2020-10-27 03:24:00","2020","10","27","301","3","24","27.47","33.31","1.274","1.535","0","0.186","0.251"
"2020-10-27 03:25:00","2020","10","27","301","3","25","23.93","17.22","0.784","1.47","0","0.257","0.242"
"2020-10-27 03:26:00","2020","10","27","301","3","26","65.04","58.34","0.719","0.947","-0.002","0.197","0.2"
"2020-10-27 03:27:00","2020","10","27","301","3","27","35.48","9.65","2.025","1.699","0.017","0.49","0.512"
"2020-10-27 03:28:00","2020","10","27","301","3","28","27.28","28.2","1.437","1.699","0.002","0.236","0.231"
"2020-10-27 03:29:00","2020","10","27","301","3","29","36.9","24.54","1.47","1.633","0.002","0.155","0.23"
"2020-10-27 03:30:00","2020","10","27","301","3","30","33.01","23.44","1.601","1.895","0","0.291","0.397"
"2020-10-27 03:31:00","2020","10","27","301","3","31","32","32.74","1.078","1.731","0","0.229","0.169"
"2020-10-27 03:32:00","2020","10","27","301","3","32","30.35","33.28","1.535","1.764","0","0.247","0.154"
"2020-10-27 03:33:00","2020","10","27","301","3","33","34.26","31.7","1.47","1.535","0","0.183","0.172"
"2020-10-27 03:34:00","2020","10","27","301","3","34","20.37","40.2","0.98","1.47","0","0.157","0.154"
"2020-10-27 03:35:00","2020","10","27","301","3","35","24.28","27.95","0.849","0.915","-0.002","0.212","0.375"
"2020-10-27 03:36:00","2020","10","27","301","3","36","41.11","36.35","1.078","1.601","0","0.18","0.181"
"2020-10-27 03:37:00","2020","10","27","301","3","37","26.79","23.84","0.915","1.143","-0.002","0.165","0.217"
"2020-10-27 03:38:00","2020","10","27","301","3","38","36.5","14.24","1.143","1.013","0","0.164","0.159"
"2020-10-27 03:39:00","2020","10","27","301","3","39","27.35","22.35","1.339","1.503","0","0.223","0.236"
"2020-10-27 03:40:00","2020","10","27","301","3","40","41.77","39.35","1.209","1.241","0","0.187","0.232"
"2020-10-27 03:41:00","2020","10","27","301","3","41","40.8","37.2","1.437","1.601","0","0.356","0.311"
"2020-10-27 03:42:00","2020","10","27","301","3","42","20.87","37.92","1.078","1.666","0","0.265","0.137"
"2020-10-27 03:43:00","2020","10","27","301","3","43","25.27","18.61","1.96","1.699","0.006","0.374","0.266"
"2020-10-27 03:44:00","2020","10","27","301","3","44","39.17","44.76","1.601","2.221","0","0.261","0.263"
"2020-10-27 03:45:00","2020","10","27","301","3","45","10.23","30.06","1.601","1.535","0","0.216","0.182"
"2020-10-27 03:46:00","2020","10","27","301","3","46","53.82","35.86","1.437","1.927","0","0.181","0.158"
"2020-10-27 03:47:00","2020","10","27","301","3","47","36.26","52.21","1.176","1.405","0","0.206","0.118"
"2020-10-27 03:48:00","2020","10","27","301","3","48","19.68","27.49","1.045","1.601","0","0.169","0.161"
"2020-10-27 03:49:00","2020","10","27","301","3","49","44.54","27.23","1.176","1.503","-0.002","0.149","0.136"
"2020-10-27 03:50:00","2020","10","27","301","3","50","51.06","54.99","1.241","1.601","0","0.278","0.296"
"2020-10-27 03:51:00","2020","10","27","301","3","51","14.1","32.76","1.078","1.176","0","0.293","0.319"
"2020-10-27 03:52:00","2020","10","27","301","3","52","45.24","40.78","0.686","1.241","0.002","0.182","0.128"
"2020-10-27 03:53:00","2020","10","27","301","3","53","22.99","5.543","1.339","1.078","0","0.177","0.251"
"2020-10-27 03:54:00","2020","10","27","301","3","54","53.76","49.22","0.653","0.653","0","0.304","0.245"
"2020-10-27 03:55:00","2020","10","27","301","3","55","37.63","28.08","0.882","1.535","0","0.112","0.372"
"2020-10-27 03:56:00","2020","10","27","301","3","56","41.58","33.41","0.555","0.98","0","0.198","0.339"
"2020-10-27 03:57:00","2020","10","27","301","3","57","19.92","25.2","1.209","1.274","0.002","0.258","0.257"
"2020-10-27 03:58:00","2020","10","27","301","3","58","30.29","33.12","1.241","2.058","0","0.148","0.223"
"2020-10-27 03:59:00","2020","10","27","301","3","59","15.51","30.12","1.568","1.568","0","0.191","0.176"
"2020-10-27 04:00:00","2020","10","27","301","4","0","43.54","24.35","0.751","1.241","0","0.263","0.121"
"2020-10-27 04:01:00","2020","10","27","301","4","1","35.9","24.51","0.686","1.045","0","0.086","0.218"
"2020-10-27 04:02:00","2020","10","27","301","4","2","0.065","27.74","0.915","1.535","0","0.228","0.222"
"2020-10-27 04:03:00","2020","10","27","301","4","3","33.9","38.12","1.013","1.143","0","0.19","0.225"
"2020-10-27 04:04:00","2020","10","27","301","4","4","37.27","46.29","1.764","1.601","0","0.222","0.205"
"2020-10-27 04:05:00","2020","10","27","301","4","5","37.16","53.59","1.339","1.503","0","0.124","0.102"
"2020-10-27 04:06:00","2020","10","27","301","4","6","35.05","31.52","1.307","2.254","0","0.257","0.27"
"2020-10-27 04:07:00","2020","10","27","301","4","7","25.65","9.6","1.405","1.176","0.003","0.303","0.31"
"2020-10-27 04:08:00","2020","10","27","301","4","8","31.45","36.54","1.078","1.405","0","0.173","0.154"
"2020-10-27 04:09:00","2020","10","27","301","4","9","32.3","52.26","0.882","1.437","-0.002","0.181","0.273"
"2020-10-27 04:10:00","2020","10","27","301","4","10","46.96","21.21","1.078","0.817","0","0.135","0.309"
"2020-10-27 04:11:00","2020","10","27","301","4","11","48.66","56.74","0.686","0.882","0","0.161","0.132"
"2020-10-27 04:12:00","2020","10","27","301","4","12","49.23","31.25","0.817","1.045","0","0.102","0.226"
"2020-10-27 04:13:00","2020","10","27","301","4","13","43.68","42.16","0.621","1.176","0","0.128","0.173"
