"TS","Year","Month","DayOfMon","DayOfYear","Hour","Minute","WndDir_2m","WndDir_10m","WndSpd_2m","WndSpd_10m","WndSpd_Vert","WndSpd_2m_Std","WndSpd_10m_Std"
"2020-10-28 04:21:00","2020","10","28","302","4","21","106.7","128.5","2.287","3.136","0.008","0.712","0.675"
"2020-10-28 04:22:00","2020","10","28","302","4","22","128.8","117.2","2.352","3.43","0","0.496","0.444"
"2020-10-28 04:23:00","2020","10","28","302","4","23","115.3","120.9","2.352","2.809","-0.12","0.594","0.427"
"2020-10-28 04:24:00","2020","10","28","302","4","24","76.73","99.4","2.515","4.083","0.012","0.438","0.673"
"2020-10-28 04:25:00","2020","10","28","302","4","25","134.4","93.1","1.699","3.365","0.09","0.366","0.416"
"2020-10-28 04:26:00","2020","10","28","302","4","26","127.4","150.1","2.613","3.659","-0.002","0.746","0.763"
"2020-10-28 04:27:00","2020","10","28","302","4","27","167.8","130.4","2.679","2.875","0","0.504","0.468"
"2020-10-28 04:28:00","2020","10","28","302","4","28","118","110.8","1.339","3.071","0.005","0.523","0.638"
"2020-10-28 04:29:00","2020","10","28","302","4","29","120.6","120.5","2.156","3.071","0.032","0.621","0.427"
"2020-10-28 04:30:00","2020","10","28","302","4","30","113.5","111.6","1.764","2.809","0.083","0.384","0.583"
"2020-10-28 04:31:00","2020","10","28","302","4","31","84.2","99.5","2.319","2.515","0","0.36","0.331"
"2020-10-28 04:32:00","2020","10","28","302","4","32","87.9","106.1","1.307","1.895","0","0.361","0.374"
"2020-10-28 04:33:00","2020","10","28","302","4","33","139.9","128.2","1.241","1.829","0","0.333","0.275"
"2020-10-28 04:34:00","2020","10","28","302","4","34","114.1","116.7","0.882","1.699","0","0.449","0.44"
"2020-10-28 04:35:00","2020","10","28","302","4","35","100.4","121.2","2.613","3.136","-0.023","0.577","0.582"
"2020-10-28 04:36:00","2020","10","28","302","4","36","91.4","118.2","2.254","3.789","-0.048","0.388","0.737"
"2020-10-28 04:37:00","2020","10","28","302","4","37","105.9","118.4","2.319","2.711","0","0.461","0.402"
"2020-10-28 04:38:00","2020","10","28","302","4","38","75.94","88.5","1.437","3.005","0","0.415","0.57"
"2020-10-28 04:39:00","2020","10","28","302","4","39","121.5","91.3","2.319","2.875","0.009","0.349","0.395"
"2020-10-28 04:40:00","2020","10","28","302","4","40","142.6","124.8","2.254","3.267","0.026","0.492","1.005"
"2020-10-28 04:41:00","2020","10","28","302","4","41","155.5","142.6","2.744","3.038","-0.015","0.694","0.561"
"2020-10-28 04:42:00","2020","10","28","302","4","42","113.7","113.4","2.809","3.43","-0.053","0.482","0.4"
"2020-10-28 04:43:00","2020","10","28","302","4","43","75.91","102.7","2.483","3.822","0","0.419","0.946"
"2020-10-28 04:44:00","2020","10","28","302","4","44","100.2","121.2","1.862","2.352","0","0.404","0.623"
"2020-10-28 04:45:00","2020","10","28","302","4","45","119","141.3","1.437","2.581","0","0.465","0.461"
"2020-10-28 04:46:00","2020","10","28","302","4","46","133.4","135.4","1.078","3.463","-0.062","0.354","0.463"
"2020-10-28 04:47:00","2020","10","28","302","4","47","106.8","148.8","3.234","4.443","-0.149","0.887","0.395"
"2020-10-28 04:48:00","2020","10","28","302","4","48","103.1","123.9","1.078","1.829","0","0.744","1.413"
"2020-10-28 04:49:00","2020","10","28","302","4","49","80.2","88","1.045","2.221","0","0.353","0.645"
"2020-10-28 04:50:00","2020","10","28","302","4","50","92.2","125.7","1.731","3.495","-0.128","0.44","0.489"
"2020-10-28 04:51:00","2020","10","28","302","4","51","116.7","93.3","1.503","2.058","0","0.79","0.871"
"2020-10-28 04:52:00","2020","10","28","302","4","52","124.8","129","1.307","2.319","0","0.568","0.418"
"2020-10-28 04:53:00","2020","10","28","302","4","53","114.7","115.7","2.94","3.038","-0.018","0.428","0.511"
"2020-10-28 04:54:00","2020","10","28","302","4","54","105.8","107.7","1.307","2.156","0.101","0.557","0.532"
"2020-10-28 04:55:00","2020","10","28","302","4","55","106.5","133","0.915","1.372","0","0.396","0.403"
"2020-10-28 04:56:00","2020","10","28","302","4","56","134","135.5","2.875","3.659","-0.343","0.496","0.739"
"2020-10-28 04:57:00","2020","10","28","302","4","57","118.6","150.5","1.666","3.169","0","0.549","0.483"
"2020-10-28 04:58:00","2020","10","28","302","4","58","134","131.6","1.862","3.855","-0.018","0.471","0.679"
"2020-10-28 04:59:00","2020","10","28","302","4","59","137.5","107.1","2.025","2.973","0.008","0.375","0.444"
"2020-10-28 05:00:00","2020","10","28","302","5","0","116.1","136.3","1.274","2.385","0.038","0.292","0.461"
"2020-10-28 05:01:00","2020","10","28","302","5","1","107.6","110.8","2.156","3.757","-0.184","0.531","0.695"
"2020-10-28 05:02:00","2020","10","28","302","5","2","111.4","120.2","1.993","3.887","0","0.457","0.409"
"2020-10-28 05:03:00","2020","10","28","302","5","3","127","107.8","1.96","1.437","0.071","0.425","0.561"
"2020-10-28 05:04:00","2020","10","28","302","5","4","93.1","101.6","0.882","1.405","0","0.401","0.328"
"2020-10-28 05:05:00","2020","10","28","302","5","5","120.5","121.1","1.176","1.993","0.005","0.435","0.632"
"2020-10-28 05:06:00","2020","10","28","302","5","6","97.9","123.4","1.862","2.613","-0.006","0.384","0.511"
"2020-10-28 05:07:00","2020","10","28","302","5","7","41.43","115.4","0.49","0.457","0","0.385","0.54"
"2020-10-28 05:08:00","2020","10","28","302","5","8","104","110.1","1.111","1.731","0","0.675","1.313"
"2020-10-28 05:09:00","2020","10","28","302","5","9","154.9","150.6","2.417","3.822","-0.107","0.765","0.906"
"2020-10-28 05:10:00","2020","10","28","302","5","10","107.1","106.8","1.274","2.221","0","0.363","0.48"
"2020-10-28 05:11:00","2020","10","28","302","5","11","110.6","129.4","1.339","2.973","-0.003","0.301","0.654"
"2020-10-28 05:12:00","2020","10","28","302","5","12","112.1","135.2","2.744","3.201","-0.041","0.531","0.749"
"2020-10-28 05:13:00","2020","10","28","302","5","13","111.8","154.4","1.372","1.078","0","0.51","0.587"
"2020-10-28 05:14:00","2020","10","28","302","5","14","106.7","122.7","1.307","1.339","0","0.372","0.267"
"2020-10-28 05:15:00","2020","10","28","302","5","15","145.2","92.4","2.613","2.254","-0.184","0.544","0.629"
"2020-10-28 05:16:00","2020","10","28","302","5","16","129.5","139.4","2.287","3.038","-0.057","0.443","0.676"
"2020-10-28 05:17:00","2020","10","28","302","5","17","96.3","166.1","3.136","3.822","0.008","0.989","1.053"
"2020-10-28 05:18:00","2020","10","28","302","5","18","162.2","122.2","2.646","2.907","0.003","0.408","0.84"
"2020-10-28 05:19:00","2020","10","28","302","5","19","96.8","101.1","2.058","2.711","0.027","0.681","0.501"
"2020-10-28 05:20:00","2020","10","28","302","5","20","129.5","126.2","0.849","1.307","0","0.529","0.791"
"2020-10-28 05:21:00","2020","10","28","302","5","21","78.54","125.1","1.111","2.613","0","0.304","0.829"
"2020-10-28 05:22:00","2020","10","28","302","5","22","125.6","144.8","2.907","2.875","0","0.724","0.495"
"2020-10-28 05:23:00","2020","10","28","302","5","23","112.2","121.4","1.503","3.985","0.033","0.626","0.77"
"2020-10-28 05:24:00","2020","10","28","302","5","24","102.7","129.7","2.156","3.267","0.018","0.549","0.71"
"2020-10-28 05:25:00","2020","10","28","302","5","25","133.9","92.6","2.287","3.234","0.011","0.55","0.715"
"2020-10-28 05:26:00","2020","10","28","302","5","26","163.5","118.4","1.013","1.143","0","0.516","0.493"
"2020-10-28 05:27:00","2020","10","28","302","5","27","79.82","103.7","1.045","2.025","0.102","0.35","0.406"
"2020-10-28 05:28:00","2020","10","28","302","5","28","103.5","135","1.503","2.711","-0.145","0.478","0.921"
"2020-10-28 05:29:00","2020","10","28","302","5","29","135.9","138.5","2.875","5.031","-0.124","0.446","1.142"
"2020-10-28 05:30:00","2020","10","28","302","5","30","127.9","177.3","2.613","1.045","0","0.471","0.908"
"2020-10-28 05:31:00","2020","10","28","302","5","31","130.8","146.2","2.483","2.646","-0.045","0.519","0.826"
"2020-10-28 05:32:00","2020","10","28","302","5","32","112.3","101.3","1.241","3.005","0.017","0.473","0.592"
"2020-10-28 05:33:00","2020","10","28","302","5","33","134.4","107.4","1.699","2.352","-0.062","0.445","0.793"
"2020-10-28 05:34:00","2020","10","28","302","5","34","108.7","117.2","2.581","2.973","-0.105","0.569","0.655"
"2020-10-28 05:35:00","2020","10","28","302","5","35","101.2","131","1.503","2.287","0.038","0.439","0.43"
"2020-10-28 05:36:00","2020","10","28","302","5","36","131.2","158.5","0.947","2.352","0","0.298","0.284"
"2020-10-28 05:37:00","2020","10","28","302","5","37","110.8","124.8","1.927","2.842","0","0.747","0.947"
"2020-10-28 05:38:00","2020","10","28","302","5","38","135.9","115.3","2.156","2.646","0","0.394","0.564"
"2020-10-28 05:39:00","2020","10","28","302","5","39","133.9","141","3.626","4.541","-0.277","0.545","0.954"
"2020-10-28 05:40:00","2020","10","28","302","5","40","118.2","127.8","2.254","3.92","-0.224","0.632","0.593"
"2020-10-28 05:41:00","2020","10","28","302","5","41","105.9","103.5","2.319","3.038","0","0.344","0.609"
"2020-10-28 05:42:00","2020","10","28","302","5","42","81.7","107.4","1.47","1.699","0","0.615","0.725"
"2020-10-28 05:43:00","2020","10","28","302","5","43","86.3","120.1","2.352","3.528","-0.005","0.289","0.65"
"2020-10-28 05:44:00","2020","10","28","302","5","44","103.6","135.7","1.731","1.47","0.038","0.259","0.515"
"2020-10-28 05:45:00","2020","10","28","302","5","45","130.6","135.2","2.091","3.724","0","0.479","0.623"
"2020-10-28 05:46:00","2020","10","28","302","5","46","105.6","112","1.797","2.352","-0.009","0.701","0.505"
"2020-10-28 05:47:00","2020","10","28","302","5","47","125.4","113.7","1.797","3.463","0.008","0.17","0.657"
"2020-10-28 05:48:00","2020","10","28","302","5","48","100.1","118.5","2.581","3.169","0.005","0.775","0.711"
"2020-10-28 05:49:00","2020","10","28","302","5","49","118.2","137.9","1.927","2.352","-0.009","0.351","0.342"
"2020-10-28 05:50:00","2020","10","28","302","5","50","123.1","140.6","3.855","4.9","-0.25","0.651","1.195"
"2020-10-28 05:51:00","2020","10","28","302","5","51","120","119.3","2.45","2.254","-0.012","0.531","0.858"
"2020-10-28 05:52:00","2020","10","28","302","5","52","107.5","112.9","1.797","2.581","0.032","0.228","0.298"
"2020-10-28 05:53:00","2020","10","28","302","5","53","131.6","148.2","1.601","2.254","0","0.402","0.553"
"2020-10-28 05:54:00","2020","10","28","302","5","54","99.6","117.9","2.319","2.875","0","0.492","0.734"
"2020-10-28 05:55:00","2020","10","28","302","5","55","98.7","100","2.254","3.201","0.032","0.36","0.346"
"2020-10-28 05:56:00","2020","10","28","302","5","56","118.8","122","1.633","2.091","0","0.399","0.526"
"2020-10-28 05:57:00","2020","10","28","302","5","57","167.7","139.7","2.221","2.646","-0.014","0.394","0.609"
"2020-10-28 05:58:00","2020","10","28","302","5","58","114.6","136.5","1.503","1.731","0.06","0.552","0.691"
"2020-10-28 05:59:00","2020","10","28","302","5","59","78.05","131.6","1.666","2.385","-0.024","0.316","0.507"
"2020-10-28 06:00:00","2020","10","28","302","6","0","119.4","130.9","1.568","3.724","-0.253","0.64","0.977"
"2020-10-28 06:01:00","2020","10","28","302","6","1","112.2","132.6","2.156","3.071","0","0.503","0.432"
"2020-10-28 06:02:00","2020","10","28","302","6","2","103.9","97.4","3.071","4.639","-0.062","0.555","0.605"
"2020-10-28 06:03:00","2020","10","28","302","6","3","101.7","116.6","2.842","3.201","0","0.447","0.553"
"2020-10-28 06:04:00","2020","10","28","302","6","4","149.3","139.8","1.764","2.156","-0.038","0.312","0.747"
"2020-10-28 06:05:00","2020","10","28","302","6","5","111.5","138.9","2.45","2.842","0.018","0.49","0.79"
"2020-10-28 06:06:00","2020","10","28","302","6","6","122.6","100.3","1.633","2.156","0.002","0.366","0.278"
"2020-10-28 06:07:00","2020","10","28","302","6","7","94.9","111.6","2.45","3.822","0.032","0.457","0.508"
"2020-10-28 06:08:00","2020","10","28","302","6","8","103.9","127.2","1.862","2.385","0","0.673","0.543"
"2020-10-28 06:09:00","2020","10","28","302","6","9","111.8","120.3","2.058","3.593","0.145","0.52","1.325"
"2020-10-28 06:10:00","2020","10","28","302","6","10","99","133.9","3.626","3.757","-0.065","0.521","0.583"
"2020-10-28 06:11:00","2020","10","28","302","6","11","100.5","122.1","1.405","1.797","0","0.426","0.62"
"2020-10-28 06:12:00","2020","10","28","302","6","12","90.8","97.3","1.927","2.352","-0.041","0.424","0.536"
"2020-10-28 06:13:00","2020","10","28","302","6","13","120.2","107","1.829","3.789","0","0.416","0.684"
"2020-10-28 06:14:00","2020","10","28","302","6","14","119.3","109.9","1.699","2.091","0","0.506","0.515"
"2020-10-28 06:15:00","2020","10","28","302","6","15","120.1","110.1","1.797","2.221","0","0.511","0.709"
"2020-10-28 06:16:00","2020","10","28","302","6","16","108.6","128.4","3.365","3.332","0.027","0.714","0.531"
"2020-10-28 06:17:00","2020","10","28","302","6","17","111.2","113.7","2.744","3.92","0.03","0.576","1.059"
"2020-10-28 06:18:00","2020","10","28","302","6","18","98.2","76.42","1.829","3.724","-0.027","0.706","0.941"
"2020-10-28 06:19:00","2020","10","28","302","6","19","96.6","109.1","1.666","2.581","0.024","0.403","0.574"
"2020-10-28 06:20:00","2020","10","28","302","6","20","63.24","89.1","1.568","3.43","0.011","0.337","0.314"
"2020-10-28 06:21:00","2020","10","28","302","6","21","113.5","100.4","5.031","6.37","-0.057","0.778","1.146"
"2020-10-28 06:22:00","2020","10","28","302","6","22","90.5","119.6","2.483","3.103","0","0.772","1.191"
"2020-10-28 06:23:00","2020","10","28","302","6","23","154.9","103.2","2.711","3.299","-0.023","0.449","0.46"
"2020-10-28 06:24:00","2020","10","28","302","6","24","132.9","111.2","1.633","3.038","-0.018","0.804","0.83"
"2020-10-28 06:25:00","2020","10","28","302","6","25","88.8","147.7","3.267","4.083","-0.265","0.696","0.79"
"2020-10-28 06:26:00","2020","10","28","302","6","26","136.5","128.7","1.895","2.875","0","0.413","0.483"
"2020-10-28 06:27:00","2020","10","28","302","6","27","100.4","146.3","1.339","2.385","0","0.682","0.637"
"2020-10-28 06:28:00","2020","10","28","302","6","28","123.7","162.8","1.633","1.568","0.002","0.386","0.835"
"2020-10-28 06:29:00","2020","10","28","302","6","29","122","119.1","1.731","2.385","0.011","0.328","0.651"
"2020-10-28 06:30:00","2020","10","28","302","6","30","140.4","169.4","1.731","2.646","-0.002","0.418","0.717"
"2020-10-28 06:31:00","2020","10","28","302","6","31","118.8","167.6","1.666","3.071","0.059","0.257","0.713"
"2020-10-28 06:32:00","2020","10","28","302","6","32","92.5","165.5","1.045","2.352","-0.024","0.989","0.507"
"2020-10-28 06:33:00","2020","10","28","302","6","33","238","156.7","0","1.013","0","0.622","0.381"
"2020-10-28 06:34:00","2020","10","28","302","6","34","199.7","200.5","0.621","1.176","-0.017","0.36","0.65"
"2020-10-28 06:35:00","2020","10","28","302","6","35","94.9","189.3","1.078","1.372","0.053","0.867","0.839"
"2020-10-28 06:36:00","2020","10","28","302","6","36","174.7","190.9","2.319","2.352","-0.098","1.002","1.158"
"2020-10-28 06:37:00","2020","10","28","302","6","37","180.5","187.2","1.47","6.925","-0.236","0.483","1.218"
"2020-10-28 06:38:00","2020","10","28","302","6","38","123.1","143.4","1.209","0.98","0.176","0.841","1.261"
"2020-10-28 06:39:00","2020","10","28","302","6","39","157","161.5","1.731","2.45","0.06","0.546","1.074"
"2020-10-28 06:40:00","2020","10","28","302","6","40","133.1","119.6","1.633","4.998","0.417","0.353","0.926"
"2020-10-28 06:41:00","2020","10","28","302","6","41","154.5","92.5","1.535","4.867","0.111","0.877","1.449"
"2020-10-28 06:42:00","2020","10","28","302","6","42","79.95","101.4","3.299","5.586","0.408","0.985","1.422"
"2020-10-28 06:43:00","2020","10","28","302","6","43","120.1","107.9","5.749","6.599","-0.018","0.747","1.088"
"2020-10-28 06:44:00","2020","10","28","302","6","44","122.1","160.8","1.176","3.397","-0.13","1.3","1.43"
"2020-10-28 06:45:00","2020","10","28","302","6","45","132.2","96.7","4.508","3.691","0.078","1.087","0.822"
"2020-10-28 06:46:00","2020","10","28","302","6","46","106.1","112.1","2.581","3.103","-0.015","1.01","1.459"
"2020-10-28 06:47:00","2020","10","28","302","6","47","112.3","134.9","3.789","4.769","0.033","1.179","1.431"
"2020-10-28 06:48:00","2020","10","28","302","6","48","144.4","123.4","0.947","2.613","0","0.718","0.976"
"2020-10-28 06:49:00","2020","10","28","302","6","49","62.45","125","1.176","2.875","0.386","0.869","1.148"
"2020-10-28 06:50:00","2020","10","28","302","6","50","105.9","118.2","0.882","1.437","0","0.348","0.655"
"2020-10-28 06:51:00","2020","10","28","302","6","51","76.65","92.7","1.078","1.993","0","0.567","0.5"
"2020-10-28 06:52:00","2020","10","28","302","6","52","215.3","148.8","1.372","1.862","0.006","0.39","0.401"
"2020-10-28 06:53:00","2020","10","28","302","6","53","162.9","142.6","1.339","2.581","0.014","0.829","0.83"
"2020-10-28 06:54:00","2020","10","28","302","6","54","110.6","185.8","1.143","2.515","-0.134","0.269","0.729"
"2020-10-28 06:55:00","2020","10","28","302","6","55","138.4","166.7","1.437","4.508","-0.34","0.705","1.202"
"2020-10-28 06:56:00","2020","10","28","302","6","56","133","134.4","1.307","1.437","0.066","0.623","0.968"
"2020-10-28 06:57:00","2020","10","28","302","6","57","111.3","136","1.111","3.561","-0.077","0.396","0.569"
"2020-10-28 06:58:00","2020","10","28","302","6","58","153","157.3","1.699","3.757","-0.081","0.485","0.784"
"2020-10-28 06:59:00","2020","10","28","302","6","59","117.5","137.3","2.385","3.397","0.089","0.866","1.281"
"2020-10-28 07:00:00","2020","10","28","302","7","0","77.37","107.8","2.744","3.495","0.02","0.606","0.618"
"2020-10-28 07:01:00","2020","10","28","302","7","1","157.2","95.1","0.751","1.568","0.068","0.903","0.855"
"2020-10-28 07:02:00","2020","10","28","302","7","2","124.3","107.6","1.339","1.699","0","0.52","0.408"
"2020-10-28 07:03:00","2020","10","28","302","7","3","149.8","128.3","2.417","5.129","-0.023","0.632","0.872"
"2020-10-28 07:04:00","2020","10","28","302","7","4","114","112.8","1.209","1.568","0","0.678","1.071"
"2020-10-28 07:05:00","2020","10","28","302","7","5","106.7","111.4","1.405","3.92","0","0.608","0.652"
"2020-10-28 07:06:00","2020","10","28","302","7","6","121.4","160.2","1.503","2.123","0","0.547","0.552"
"2020-10-28 07:07:00","2020","10","28","302","7","7","116.2","112.7","1.209","1.993","0","0.589","0.719"
"2020-10-28 07:08:00","2020","10","28","302","7","8","121.2","172","1.437","2.156","-0.05","0.73","1.029"
"2020-10-28 07:09:00","2020","10","28","302","7","9","130.5","112.7","1.895","2.352","0","0.435","0.505"
"2020-10-28 07:10:00","2020","10","28","302","7","10","111.6","147.6","0.947","1.143","0","0.326","0.286"
"2020-10-28 07:11:00","2020","10","28","302","7","11","124.3","100.9","0.915","1.503","0.009","0.241","0.315"
"2020-10-28 07:12:00","2020","10","28","302","7","12","139.5","139.5","2.189","3.953","0","0.361","0.938"
"2020-10-28 07:13:00","2020","10","28","302","7","13","122.9","139.1","2.515","2.744","-0.066","0.416","0.589"
"2020-10-28 07:14:00","2020","10","28","302","7","14","98.9","124.7","2.025","2.483","0","0.738","0.796"
"2020-10-28 07:15:00","2020","10","28","302","7","15","101.9","117.6","1.209","1.731","0.012","0.35","0.507"
"2020-10-28 07:16:00","2020","10","28","302","7","16","120.8","119.3","1.927","3.593","0","0.548","0.763"
"2020-10-28 07:17:00","2020","10","28","302","7","17","123","142.5","2.025","3.103","-0.104","0.401","0.563"
"2020-10-28 07:18:00","2020","10","28","302","7","18","97.5","90.1","1.47","1.633","0","0.41","0.544"
"2020-10-28 07:19:00","2020","10","28","302","7","19","128","140.4","2.515","3.43","-0.3","0.502","0.721"
"2020-10-28 07:20:00","2020","10","28","302","7","20","114.2","122.3","1.111","2.809","-0.017","0.343","0.33"
"2020-10-28 07:21:00","2020","10","28","302","7","21","139.2","136.6","1.045","1.209","0","0.276","0.457"
"2020-10-28 07:22:00","2020","10","28","302","7","22","135.2","133.1","3.038","3.463","-0.456","0.748","0.824"
"2020-10-28 07:23:00","2020","10","28","302","7","23","117","126.5","2.287","3.299","0","0.651","0.44"
"2020-10-28 07:24:00","2020","10","28","302","7","24","128.6","114","1.829","3.005","0","0.463","0.452"
"2020-10-28 07:25:00","2020","10","28","302","7","25","95.5","107.4","1.143","1.927","0","0.649","0.683"
"2020-10-28 07:26:00","2020","10","28","302","7","26","135.9","111.1","1.927","4.377","-0.339","0.583","0.478"
"2020-10-28 07:27:00","2020","10","28","302","7","27","99.2","109.1","2.123","2.319","0","0.291","0.737"
"2020-10-28 07:28:00","2020","10","28","302","7","28","132.2","129","1.764","2.875","-0.111","0.371","0.404"
"2020-10-28 07:29:00","2020","10","28","302","7","29","112.8","121.1","1.437","2.189","-0.047","0.324","0.401"
"2020-10-28 07:30:00","2020","10","28","302","7","30","106.5","124.2","0.882","1.535","0","0.219","0.33"
"2020-10-28 07:31:00","2020","10","28","302","7","31","118.4","90.9","2.123","3.397","-0.092","0.521","0.652"
"2020-10-28 07:32:00","2020","10","28","302","7","32","110","114.5","2.058","2.907","0","0.749","0.853"
"2020-10-28 07:33:00","2020","10","28","302","7","33","127.7","113.6","3.136","4.051","-0.035","0.596","0.647"
"2020-10-28 07:34:00","2020","10","28","302","7","34","106.8","129.5","1.535","2.123","0","0.658","0.967"
"2020-10-28 07:35:00","2020","10","28","302","7","35","108.4","117.8","2.058","2.319","0","0.527","0.771"
"2020-10-28 07:36:00","2020","10","28","302","7","36","99.6","165.4","1.241","1.111","0","0.595","0.486"
"2020-10-28 07:37:00","2020","10","28","302","7","37","181.5","156.2","0.621","1.503","-0.006","0.42","0.59"
"2020-10-28 07:38:00","2020","10","28","302","7","38","91.7","78.71","1.535","2.875","0","0.345","0.644"
"2020-10-28 07:39:00","2020","10","28","302","7","39","81.7","126.5","0.588","1.797","0.267","1.062","1.339"
"2020-10-28 07:40:00","2020","10","28","302","7","40","99.1","129.2","2.025","2.483","0","0.628","0.734"
"2020-10-28 07:41:00","2020","10","28","302","7","41","146.2","137.8","2.907","6.468","-0.05","0.806","1.433"
"2020-10-28 07:42:00","2020","10","28","302","7","42","144.6","89.5","1.927","2.646","-0.093","0.843","1.338"
"2020-10-28 07:43:00","2020","10","28","302","7","43","168.9","149.9","3.136","2.352","-0.033","0.938","1.033"
"2020-10-28 07:44:00","2020","10","28","302","7","44","135.8","134.3","0.686","2.483","0","0.668","0.784"
"2020-10-28 07:45:00","2020","10","28","302","7","45","79.77","99.2","0.751","3.005","-0.027","0.351","0.457"
"2020-10-28 07:46:00","2020","10","28","302","7","46","221.2","207.7","1.045","2.025","-0.008","0.615","0.588"
"2020-10-28 07:47:00","2020","10","28","302","7","47","133.4","136.8","4.247","4.312","-0.078","1.462","1.89"
"2020-10-28 07:48:00","2020","10","28","302","7","48","155.3","158.9","3.626","5.39","-0.087","0.598","1.058"
"2020-10-28 07:49:00","2020","10","28","302","7","49","99.6","146.3","3.169","4.769","0","1.049","1.319"
"2020-10-28 07:50:00","2020","10","28","302","7","50","135.9","139.9","1.895","3.103","0.017","1.28","1.038"
"2020-10-28 07:51:00","2020","10","28","302","7","51","102.6","122.4","1.895","3.103","0","0.58","0.707"
"2020-10-28 07:52:00","2020","10","28","302","7","52","272.2","187.4","1.437","3.169","0","0.373","0.816"
"2020-10-28 07:53:00","2020","10","28","302","7","53","132.2","145.2","3.495","5.88","-0.339","0.648","0.991"
"2020-10-28 07:54:00","2020","10","28","302","7","54","136","143.2","2.907","5.782","-0.136","0.974","1.128"
"2020-10-28 07:55:00","2020","10","28","302","7","55","137.1","113","1.666","2.058","0.102","0.444","0.805"
"2020-10-28 07:56:00","2020","10","28","302","7","56","107.3","165.2","3.789","3.561","0.113","0.628","1.013"
"2020-10-28 07:57:00","2020","10","28","302","7","57","120.7","217.7","1.045","2.581","0","1.273","1.526"
"2020-10-28 07:58:00","2020","10","28","302","7","58","120.9","120.5","0.457","1.764","0.098","0.71","0.493"
"2020-10-28 07:59:00","2020","10","28","302","7","59","120.9","123.9","2.189","6.468","-0.054","1.301","1.485"
"2020-10-28 08:00:00","2020","10","28","302","8","0","105","113.2","0.784","1.045","0.002","0.833","1.268"
"2020-10-28 08:01:00","2020","10","28","302","8","1","167.5","147.7","1.405","2.842","0.023","0.587","0.761"
"2020-10-28 08:02:00","2020","10","28","302","8","2","151.5","182.7","1.339","1.797","-0.02","0.461","0.837"
"2020-10-28 08:03:00","2020","10","28","302","8","3","117.3","127.6","1.993","2.646","0.054","0.3","0.558"
"2020-10-28 08:04:00","2020","10","28","302","8","4","140.1","124","1.405","2.025","-0.078","0.749","0.812"
"2020-10-28 08:05:00","2020","10","28","302","8","5","118.7","149.2","4.018","4.867","-0.232","0.901","0.717"
"2020-10-28 08:06:00","2020","10","28","302","8","6","103.7","100.9","2.679","2.809","-0.057","0.703","1.258"
"2020-10-28 08:07:00","2020","10","28","302","8","7","186.5","79.06","0.359","1.47","0.002","1.151","1.059"
"2020-10-28 08:08:00","2020","10","28","302","8","8","47.93","277.6","0.588","0.621","0","0.371","1.071"
"2020-10-28 08:09:00","2020","10","28","302","8","9","93.6","97.4","1.568","3.234","-0.173","0.953","1.191"
"2020-10-28 08:10:00","2020","10","28","302","8","10","113.2","92.4","1.241","2.515","0.065","0.349","0.684"
"2020-10-28 08:11:00","2020","10","28","302","8","11","143.3","195.5","0.49","0.915","0","0.841","0.47"
"2020-10-28 08:12:00","2020","10","28","302","8","12","234.2","234.9","0.229","0.751","0.273","0.43","0.62"
"2020-10-28 08:13:00","2020","10","28","302","8","13","104.7","152.8","1.111","2.287","-0.182","0.325","0.725"
"2020-10-28 08:14:00","2020","10","28","302","8","14","147.1","120.5","1.666","2.385","-0.131","0.32","0.362"
"2020-10-28 08:15:00","2020","10","28","302","8","15","161.4","214.8","0.947","2.744","-0.005","0.538","0.721"
"2020-10-28 08:16:00","2020","10","28","302","8","16","147.2","105.1","0.849","1.601","0","0.29","0.58"
"2020-10-28 08:17:00","2020","10","28","302","8","17","97.9","108.5","2.189","2.025","0","0.731","0.54"
"2020-10-28 08:18:00","2020","10","28","302","8","18","119.6","108.2","0.915","0.915","0","0.412","0.443"
"2020-10-28 08:19:00","2020","10","28","302","8","19","94.9","109.4","1.176","2.809","-0.015","0.318","0.55"
"2020-10-28 08:20:00","2020","10","28","302","8","20","114.3","136.7","1.764","2.515","0","0.672","0.506"
"2020-10-28 08:21:00","2020","10","28","302","8","21","94.5","129.1","1.241","1.96","0","0.447","0.641"
"2020-10-28 08:22:00","2020","10","28","302","8","22","155.9","117","1.503","2.711","-0.066","0.359","0.745"
"2020-10-28 08:23:00","2020","10","28","302","8","23","120.7","118.4","1.927","2.646","-0.029","0.606","0.829"
"2020-10-28 08:24:00","2020","10","28","302","8","24","110.6","131.1","1.535","1.993","-0.003","0.359","0.406"
"2020-10-28 08:25:00","2020","10","28","302","8","25","112.7","103.8","1.568","3.136","-0.134","0.195","0.566"
"2020-10-28 08:26:00","2020","10","28","302","8","26","125.5","153.5","1.535","1.372","0","0.288","0.55"
"2020-10-28 08:27:00","2020","10","28","302","8","27","129.1","133.6","1.895","1.895","0","0.269","0.51"
"2020-10-28 08:28:00","2020","10","28","302","8","28","106.6","121.9","2.515","3.299","-0.015","0.309","0.743"
"2020-10-28 08:29:00","2020","10","28","302","8","29","102.2","136.6","1.829","4.704","-0.158","0.662","1.236"
"2020-10-28 08:30:00","2020","10","28","302","8","30","124.1","139.3","1.241","2.613","0","0.531","0.641"
"2020-10-28 08:31:00","2020","10","28","302","8","31","66.31","94.1","1.111","3.201","0.021","0.54","0.654"
