34.969, -0.264133, -0.218686
35.073, -0.264133, -0.227776
35.176, -0.14922, -0.212064
35.28, -0.0343056, -0.176513
35.3829, 0.195522, -0.102106
35.4869, -0.14922, -0.111528
35.59, 0.118912, -0.0654403
35.694, -0.0343056, -0.0592133
35.797, -0.14922, -0.0772145
35.901, -0.264133, -0.114598
36.004, -0.264133, -0.144505
36.108, -0.379047, -0.191414
36.2109, -0.302437, -0.213618
36.3149, -0.14922, -0.200738
36.418, -0.187523, -0.198095
36.522, -0.0726089, -0.172998
36.625, 0.387047, -0.060989
36.729, 0.0806084, -0.0326695
36.832, 0.042305, -0.0176746
36.936, -0.379047, -0.0899491
37.04, 0.0039978, -0.0711597
37.1429, -0.14922, -0.0867717
37.2469, -0.187523, -0.106922
37.35, -0.264133, -0.138364
37.454, -0.302437, -0.171179
37.557, -0.264133, -0.18977
37.661, -0.340744, -0.219964
37.764, -0.0343056, -0.182833
37.868, 0.157219, -0.114822
37.9709, 0.0806084, -0.0757361
38.075, 0.042305, -0.0521278
38.178, 0.0806084, -0.0255806
38.282, 0.272133, 0.0339621
38.385, 0.118912, 0.050952
38.489, -0.187523, 0.00325702
38.592, 0.0039978, 0.00340518
38.696, -0.379047, -0.0730853
38.799, -0.22583, -0.103634
38.902, -0.22583, -0.128073
39.005, -0.0343056, -0.10932
39.109, 0.0806084, -0.0713341
39.212, 0.118912, -0.0332849
39.3149, 0.157219, 0.00481585
39.418, 0.118912, 0.027635
39.522, 0.118912, 0.0458904
39.625, 0.0039978, 0.0375118
39.729, -0.187523, -0.00749513
39.832, 0.195522, 0.0331084
39.936, -0.22583, -0.0186793
40.04, 0.157219, 0.0165003
40.1429, -0.187523, -0.0243043
40.2469, -0.14922, -0.0492873
40.349, 0.042305, -0.0309689
40.453, 0.0806084, -0.00865342
40.556, 0.042305, 0.00153827
40.66, 0.0039978, 0.00203017
40.7629, 0.042305, 0.0100851
40.8669, -0.110916, -0.0141151
40.97, 0.0039978, -0.0104925
41.074, 0.0039978, -0.00759446
41.177, 0.0039978, -0.00527601
41.281, -0.22583, -0.0493868
41.384, -0.187523, -0.077014
41.488, -0.14922, -0.0914551
41.5909, -0.379047, -0.148974
41.694, -0.455658, -0.21031
41.797, 0.157219, -0.136804
41.901, 0.578571, 0.00627074
42.004, 0.042305, 0.0134776
42.108, 0.118912, 0.0345644
42.2109, -0.110916, 0.00546829
42.3149, 0.042305, 0.0128356
42.418, -0.0726089, -0.00425329
42.522, 0.042305, 0.00505836
42.625, -0.187523, -0.0334579
42.729, -0.187523, -0.0642709
42.832, -0.22583, -0.0965827
42.936, -0.532265, -0.183719
43.04, -0.0726089, -0.161497
43.1429, -0.22583, -0.174364
43.247, 0.118912, -0.115708
43.349, -0.14922, -0.122411
43.453, 0.118912, -0.0741461
43.556, -0.0726089, -0.0738387
43.66, 0.0039978, -0.0582714
43.762, 0.042305, -0.0381561
43.866, -0.22583, -0.0756909
43.969, -0.187523, -0.0980573
44.073, -0.0343056, -0.0853069
44.176, -0.187523, -0.10575
44.28, -0.14922, -0.114444
44.3829, 0.157219, -0.0601114
44.4869, 0.0039978, -0.0472895
44.59, 0.195522, 0.00127287
44.694, 0.118912, 0.0248006
44.797, 0.233826, 0.0666057
44.901, -0.0726089, 0.0387627
45.004, -0.14922, 0.00116627
45.108, -0.22583, -0.044233
45.2109, -0.0726089, -0.0499082
45.3149, -0.532265, -0.146379
45.418, -0.302437, -0.177591
45.522, -0.22583, -0.187239
45.625, 0.0039978, -0.148991
45.729, 0.042305, -0.110732
45.832, -0.0343056, -0.0954467
45.936, 0.042305, -0.0678963
46.0389, 0.118912, -0.0305347
46.142, 0.042305, -0.0159668
46.246, 0.0039978, -0.0119738
46.349, -0.0343056, -0.0164402
46.453, -0.14922, -0.042996
46.556, -0.0726089, -0.0489186
46.66, 0.0039978, -0.0383353
46.7629, -0.187523, -0.0681728
46.8669, -0.379047, -0.130348
46.97, -0.110916, -0.126461
47.074, -0.264133, -0.153996
47.177, -0.187523, -0.160701
47.281, 0.0039978, -0.127761
47.384, 0.0039978, -0.101409
47.488, 0.0806084, -0.0650059
47.5909, 0.387047, 0.0254047
47.6949, 0.0039978, 0.0211233
47.7979, 0.310436, 0.0789859
47.9019, -0.417351, -0.0202815
48.0049, -0.0726089, -0.030747
48.1089, 0.118912, -0.000815228
48.2119, -0.0726089, -0.015174
