81.943	51728
82.043	51616
82.142	51664
82.241	51600
82.34	51648
82.439	51648
82.538	51728
82.637	51648
82.736	51648
82.835	51664
82.934	51760
83.033	51664
83.132	51712
83.231	51648
83.33	51664
83.429	51616
83.528	51648
83.627	51680
83.726	51632
83.825	51696
83.924	51664
84.023	51568
84.122	51648
84.221	51664
84.32	51664
84.419	51632
84.518	51568
84.617	51696
84.716	51648
84.815	51632
84.914	51664
85.013	51648
85.112	51680
85.211	51648
85.31	51648
85.409	51648
85.508	51648
85.607	51680
85.706	51648
85.805	51680
85.904	51648
86.003	51696
86.102	51632
86.201	51600
86.3	51600
86.399	51760
86.498	51664
86.597	51664
86.696	51664
86.795	51648
86.894	51680
86.993	51712
87.092	51664
87.191	51584
87.29	51680
87.389	51568
87.488	51664
87.587	51632
87.686	51648
87.785	51648
87.884	51696
87.983	51616
88.082	51616
88.181	51696
88.28	51648
88.379	51648
88.478	51584
88.577	51600
88.676	51632
88.775	51664
88.874	51680
88.973	51648
89.072	51648
89.171	51664
89.27	51648
89.369	51648
89.468	51648
89.567	51680
89.666	51616
89.765	51632
89.864	51632
89.963	51696
90.062	51632
90.161	51632
90.26	51664
90.359	51696
90.458	51664
90.557	51632
90.656	51648
90.755	51664
90.854	51616
90.953	51664
91.052	51648
91.151	51648
91.25	51648
91.349	51664
91.448	51680
91.547	51824
91.646	51680
91.745	51664
91.844	51712
91.943	51728
92.042	51680
92.141	51648
92.24	51744
92.339	51712
92.438	51712
92.537	51728
92.636	51648
92.735	51584
92.834	51712
92.933	51616
93.032	51680
93.131	51776
93.23	51776
93.329	51728
93.428	51664
93.527	51728
93.626	51648
93.725	51696
93.824	51664
93.923	51664
94.022	51584
94.121	51632
94.22	51680
94.319	51664
94.418	51632
94.517	51648
94.616	51632
94.715	51616
94.814	51664
94.913	51648
95.012	51712
95.111	51632
95.21	51600
95.309	51648
95.408	51632
95.507	51648
95.606	51600
95.705	51616
95.804	51616
95.903	51664
96.002	51680
96.101	51632
96.2	51632
96.299	51664
96.398	51680
96.497	51648
96.596	51712
96.695	51648
96.794	51552
96.893	51504
96.992	51472
97.091	51680
97.19	51376
97.289	51520
97.388	51200
97.487	51104
97.586	51584
97.685	51344
97.784	51904
97.883	51568
97.982	51296
98.081	51776
98.18	51552
98.279	51536
98.378	51392
98.477	51936
98.576	51488
98.675	51840
98.774	51744
98.873	51536
98.972	51552
99.071	51552
99.17	51776
99.269	51184
99.368	51856
99.467	51440
99.566	51488
99.665	51760
99.764	51328
99.863	51520
99.962	51664
100.061	51552
100.16	51504
100.259	52480
100.358	51456
100.457	51792
100.556	51392
100.655	50880
100.754	51648
100.853	51376
100.952	51472
101.051	51936
101.15	51680
101.249	51280
101.348	51808
101.447	51616
101.546	51744
101.645	51936
101.744	51584
101.843	50864
101.942	51456
102.041	51280
102.14	51648
102.239	51360
102.338	51408
102.437	51568
102.536	51824
102.635	51488
102.734	51728
102.833	51680
102.932	50928
103.031	51728
103.13	51552
103.229	51536
103.328	51472
103.427	51552
103.526	51856
103.625	51472
103.724	52064
103.823	51504
103.922	51728
104.021	51616
104.12	51136
104.219	51312
104.318	51712
104.417	51360
104.516	51216
104.615	50736
104.714	51680
104.813	51840
104.912	51456
105.011	51312
105.11	51504
105.209	52080
105.308	51632
105.407	51184
105.506	51648
105.605	51664
105.704	51456
105.803	51344
105.902	51744
106.001	51632
106.1	51072
106.199	51568
106.298	51232
106.397	51072
106.496	51776
106.595	51632
106.694	51088
106.793	51824
106.892	51648
106.991	51376
107.09	51440
107.189	52240
107.288	51440
107.387	51504
107.486	51360
107.585	51072
107.684	51888
107.783	51712
107.882	51152
107.981	51456
108.08	51376
108.179	50832
108.278	51904
108.377	51184
108.476	51872
108.575	51424
108.674	51488
108.773	51312
108.872	51600
108.971	51728
109.07	51904
109.169	51920
109.268	51664
109.367	51648
109.466	51728
109.565	51680
109.664	51792
109.763	51456
109.862	51696
109.961	51360
110.06	50992
110.159	51824
110.258	51840
110.357	51552
110.456	51920
110.555	52016
110.654	51328
110.753	51936
110.852	51904
110.951	51664
111.05	51712
111.149	51296
111.248	51936
111.347	51296
111.446	51520
111.545	51584
111.644	51504
111.743	51520
111.842	51488
111.941	51488
112.04	51472
112.139	51456
112.238	51472
112.337	51472
112.436	51488
112.535	51520
112.634	51520
112.733	51504
112.832	51520
112.931	51504
113.03	51504
113.129	51536
113.228	51520
113.327	51488
113.426	51472
113.525	51456
113.624	51488
113.723	51520
113.822	51536
113.921	51520
114.02	51536
114.119	51520
114.218	51536
114.317	51488
114.416	51520
114.515	51520
114.614	51440
114.713	51520
114.812	51504
114.911	51504
115.01	51504
115.109	51536
115.208	51520
115.307	51472
115.406	51536
115.505	51472
115.604	51488
115.703	51472
115.802	51504
115.901	51488
116	51504
116.099	51552
116.198	51488
116.297	51504
116.396	51504
116.495	51488
116.594	51456
116.693	51488
116.792	51488
116.891	51488
116.99	51504
117.089	51488
117.188	51504
117.287	51472
117.386	51520
117.485	51552
117.584	51520
117.683	51472
117.782	51488
117.881	51552
117.98	51472
118.079	51488
118.178	51472
118.277	51520
118.376	51472
118.475	51536
118.574	51520
118.673	51488
118.772	51488
118.871	51504
118.97	51472
119.069	51504
119.168	51504
119.267	51536
119.366	51568
119.465	51520
119.564	51520
119.663	51520
119.762	51520
119.861	51472
119.96	51456
120.059	51536
120.158	51456
120.257	51504
120.356	51456
120.455	51456
120.554	51536
120.653	51488
120.752	51472
120.851	51520
120.95	51504
121.049	51504
121.148	51456
121.247	51488
121.346	51488
121.445	51456
121.544	51536
121.643	51456
121.742	51520
121.841	51536
121.94	51504
122.039	51520
122.138	51488
122.237	51472
122.336	51504
122.435	51536
122.534	51504
122.633	51504
122.732	51536
122.831	51536
122.93	51488
123.029	51504
123.128	51488
123.227	51536
123.326	51520
123.425	51472
123.524	51520
123.623	51504
123.722	51520
123.821	51520
123.92	51536
124.019	51504
124.118	51424
124.217	51520
124.316	51568
124.415	51472
124.514	51536
124.613	51504
124.712	51456
124.811	51504
124.91	51472
125.009	51456
125.108	51536
125.207	51520
125.306	51520
125.405	51488
125.504	51520
125.603	51520
125.702	51536
125.801	51520
125.9	51536
125.999	51456
126.098	51488
126.197	51456
126.296	51504
