"TS","Year","Month","DayOfMon","Hour","Minute","Lat","Lon","Elev","WndSpd_2m_WVc_1","WndSpd_2m_WVc_3","WndSpd_10m_WVc_1","WndSpd_10m_WVc_3"
"2016-11-29 00:00:00","2016","11","29","0","0","30.69","-88.2","56.1","1.41","125.8","1.673","151.1"
"2016-11-29 00:01:00","2016","11","29","0","1","30.69","-88.2","56.1","1.54","355.4","0.939","77.59"
"2016-11-29 00:02:00","2016","11","29","0","2","30.69","-88.2","56.1","1.15","47.55","1.225","166.6"
"2016-11-29 00:03:00","2016","11","29","0","3","30.69","-88.2","56.1","2.035","91.1","1.633","190.3"
"2016-11-29 00:04:00","2016","11","29","0","4","30.69","-88.2","56.1","1.052","47.83","1.718","174.9"
"2016-11-29 00:05:00","2016","11","29","0","5","30.69","-88.2","56.1","1.761","151.5","3.528","138"
"2016-11-29 00:06:00","2016","11","29","0","6","30.69","-88.2","56.1","1.271","112.5","2.35","165"
"2016-11-29 00:07:00","2016","11","29","0","7","30.69","-88.2","56.1","1.944","178.7","3.254","188.1"
"2016-11-29 00:08:00","2016","11","29","0","8","30.69","-88.2","56.1","1.334","120.8","1.573","196"
"2016-11-29 00:09:00","2016","11","29","0","9","30.69","-88.2","56.1","1.111","319.9","1.481","104.7"
"2016-11-29 00:10:00","2016","11","29","0","10","30.69","-88.2","56.1","1.292","19.63","1.256","333"
"2016-11-29 00:11:00","2016","11","29","0","11","30.69","-88.2","56.1","0.916","351.1","0.934","84.2"
"2016-11-29 00:12:00","2016","11","29","0","12","30.69","-88.2","56.1","0.725","317.7","2.094","186.7"
"2016-11-29 00:13:00","2016","11","29","0","13","30.69","-88.2","56.1","1.179","107.3","1.8","152"
"2016-11-29 00:14:00","2016","11","29","0","14","30.69","-88.2","56.1","1.681","146.4","2.13","159.2"
"2016-11-29 00:15:00","2016","11","29","0","15","30.69","-88.2","56.1","0.936","68.86","0.9","211.3"
"2016-11-29 00:16:00","2016","11","29","0","16","30.69","-88.2","56.1","1.401","47.08","1.367","133.3"
"2016-11-29 00:17:00","2016","11","29","0","17","30.69","-88.2","56.1","1.561","50.09","1.395","169.5"
"2016-11-29 00:18:00","2016","11","29","0","18","30.69","-88.2","56.1","2.143","118.3","1.968","168.3"
"2016-11-29 00:19:00","2016","11","29","0","19","30.69","-88.2","56.1","1.013","16.01","2.104","165.8"
"2016-11-29 00:20:00","2016","11","29","0","20","30.69","-88.2","56.1","2.02","47.18","2.156","165.8"
"2016-11-29 00:21:00","2016","11","29","0","21","30.69","-88.2","56.1","1.197","48.63","1.615","113.2"
"2016-11-29 00:22:00","2016","11","29","0","22","30.69","-88.2","56.1","1.658","24.31","1.782","42.24"
"2016-11-29 00:23:00","2016","11","29","0","23","30.69","-88.2","56.1","2.179","58.8","1.775","163.2"
"2016-11-29 00:24:00","2016","11","29","0","24","30.69","-88.2","56.1","1.713","89.9","2.427","163.9"
"2016-11-29 00:25:00","2016","11","29","0","25","30.69","-88.2","56.1","0.977","96.3","1.679","171.7"
"2016-11-29 00:26:00","2016","11","29","0","26","30.69","-88.2","56.1","1.72","310.1","2.711","186.8"
"2016-11-29 00:27:00","2016","11","29","0","27","30.69","-88.2","56.1","2.012","84.7","2.612","141.7"
"2016-11-29 00:28:00","2016","11","29","0","28","30.69","-88.2","56.1","1.441","86.4","2.154","180.7"
"2016-11-29 00:29:00","2016","11","29","0","29","30.69","-88.2","56.1","1.733","108.1","2.677","164.9"
"2016-11-29 00:30:00","2016","11","29","0","30","30.69","-88.2","56.1","1.659","310.1","1.354","62.18"
"2016-11-29 00:31:00","2016","11","29","0","31","30.69","-88.2","56.1","1.715","111.1","2.174","176.4"
"2016-11-29 00:32:00","2016","11","29","0","32","30.69","-88.2","56.1","1.94","136.9","2.068","152.1"
"2016-11-29 00:33:00","2016","11","29","0","33","30.69","-88.2","56.1","0.846","91.2","1.191","205.3"
"2016-11-29 00:34:00","2016","11","29","0","34","30.69","-88.2","56.1","2.28","177.3","3.009","150.7"
"2016-11-29 00:35:00","2016","11","29","0","35","30.69","-88.2","56.1","1.736","150.8","2.207","175.7"
"2016-11-29 00:36:00","2016","11","29","0","36","30.69","-88.2","56.1","0.916","258.7","1.671","209.3"
"2016-11-29 00:37:00","2016","11","29","0","37","30.69","-88.2","56.1","1.147","58.18","1.539","135.3"
"2016-11-29 00:38:00","2016","11","29","0","38","30.69","-88.2","56.1","1.934","149.1","2.068","193.2"
"2016-11-29 00:39:00","2016","11","29","0","39","30.69","-88.2","56.1","1.071","311","1.589","191.4"
"2016-11-29 00:40:00","2016","11","29","0","40","30.69","-88.2","56.1","1.579","114.3","1.396","172.6"
"2016-11-29 00:41:00","2016","11","29","0","41","30.69","-88.2","56.1","2.102","268.8","2.14","162.4"
"2016-11-29 00:42:00","2016","11","29","0","42","30.69","-88.2","56.1","1.988","120.3","2.445","150.2"
"2016-11-29 00:43:00","2016","11","29","0","43","30.69","-88.2","56.1","1.075","333.1","1.958","202.7"
"2016-11-29 00:44:00","2016","11","29","0","44","30.69","-88.2","56.1","1.039","13.74","1.692","30.55"
"2016-11-29 00:45:00","2016","11","29","0","45","30.69","-88.2","56.1","3.477","101.8","3.12","138.6"
"2016-11-29 00:46:00","2016","11","29","0","46","30.69","-88.2","56.1","1.818","184.6","2.319","208.7"
"2016-11-29 00:47:00","2016","11","29","0","47","30.69","-88.2","56.1","0.817","170.5","2.256","217.5"
"2016-11-29 00:48:00","2016","11","29","0","48","30.69","-88.2","56.1","1.339","111.4","2.365","156.2"
"2016-11-29 00:49:00","2016","11","29","0","49","30.69","-88.2","56.1","1.73","52.94","1.561","132.9"
"2016-11-29 00:50:00","2016","11","29","0","50","30.69","-88.2","56.1","1.705","102.5","1.684","153.6"
"2016-11-29 00:51:00","2016","11","29","0","51","30.69","-88.2","56.1","1.986","134.1","2.519","163.7"
"2016-11-29 00:52:00","2016","11","29","0","52","30.69","-88.2","56.1","1.73","250.3","3.549","197.4"
"2016-11-29 00:53:00","2016","11","29","0","53","30.69","-88.2","56.1","2.136","92.2","2.272","162.1"
"2016-11-29 00:54:00","2016","11","29","0","54","30.69","-88.2","56.1","1.47","23.22","0.911","70.66"
"2016-11-29 00:55:00","2016","11","29","0","55","30.69","-88.2","56.1","1.53","350.3","0.983","205.5"
"2016-11-29 00:56:00","2016","11","29","0","56","30.69","-88.2","56.1","1.788","101.9","2.001","155.8"
"2016-11-29 00:57:00","2016","11","29","0","57","30.69","-88.2","56.1","1.793","55.72","1.292","148.5"
"2016-11-29 00:58:00","2016","11","29","0","58","30.69","-88.2","56.1","1.919","114.3","1.684","125"
"2016-11-29 00:59:00","2016","11","29","0","59","30.69","-88.2","56.1","1.571","67.47","1.579","101.6"
"2016-11-29 01:00:00","2016","11","29","1","0","30.69","-88.2","56.1","0.911","106.1","1.532","156.8"
