"TS","Year","Month","DayOfMon","Hour","Minute","Lat","Lon","Elev","WndSpd_2m_WVc_1","WndSpd_2m_WVc_3","WndSpd_10m_WVc_1","WndSpd_10m_WVc_3"
"2016-11-01 00:00:00","2016","11","1","0","0","30.69","-88.2","56.1","0.042","303.3","0.296","254.1"
"2016-11-01 00:01:00","2016","11","1","0","1","30.69","-88.2","56.1","0.503","303.2","0.604","266.5"
"2016-11-01 00:02:00","2016","11","1","0","2","30.69","-88.2","56.1","0.658","303","0.684","269.9"
"2016-11-01 00:03:00","2016","11","1","0","3","30.69","-88.2","56.1","0.505","302.8","0.585","268.5"
"2016-11-01 00:04:00","2016","11","1","0","4","30.69","-88.2","56.1","0.477","302.8","0.433","268.4"
"2016-11-01 00:05:00","2016","11","1","0","5","30.69","-88.2","56.1","0.299","302.9","0.279","269.5"
"2016-11-01 00:06:00","2016","11","1","0","6","30.69","-88.2","56.1","0.199","303.4","0.346","272.6"
"2016-11-01 00:07:00","2016","11","1","0","7","30.69","-88.2","56.1","0.002","303.6","0.002","272.6"
"2016-11-01 00:08:00","2016","11","1","0","8","30.69","-88.2","56.1","0.095","27.79","0.002","272.6"
"2016-11-01 00:09:00","2016","11","1","0","9","30.69","-88.2","56.1","0.152","57.57","0.047","47.97"
"2016-11-01 00:10:00","2016","11","1","0","10","30.69","-88.2","56.1","0.371","73.99","0.492","61.98"
"2016-11-01 00:11:00","2016","11","1","0","11","30.69","-88.2","56.1","0.519","73.54","0.532","65.8"
"2016-11-01 00:12:00","2016","11","1","0","12","30.69","-88.2","56.1","0.417","71.45","0.434","66.42"
"2016-11-01 00:13:00","2016","11","1","0","13","30.69","-88.2","56.1","0.036","72.03","0.185","65.37"
"2016-11-01 00:14:00","2016","11","1","0","14","30.69","-88.2","56.1","0.002","72.14","0.002","65.14"
"2016-11-01 00:15:00","2016","11","1","0","15","30.69","-88.2","56.1","0.002","72.29","0.002","65.22"
"2016-11-01 00:16:00","2016","11","1","0","16","30.69","-88.2","56.1","0.002","72.23","0.002","64.96"
"2016-11-01 00:17:00","2016","11","1","0","17","30.69","-88.2","56.1","0.002","72.23","0.002","346.9"
"2016-11-01 00:18:00","2016","11","1","0","18","30.69","-88.2","56.1","0.002","72.23","0.002","319.7"
"2016-11-01 00:19:00","2016","11","1","0","19","30.69","-88.2","56.1","0.002","72.2","0.002","319.6"
"2016-11-01 00:20:00","2016","11","1","0","20","30.69","-88.2","56.1","0.002","72.2","0.002","319.6"
"2016-11-01 00:21:00","2016","11","1","0","21","30.69","-88.2","56.1","0.002","72.21","0.002","319.6"
"2016-11-01 00:22:00","2016","11","1","0","22","30.69","-88.2","56.1","0.002","72.2","0.002","319.6"
"2016-11-01 00:23:00","2016","11","1","0","23","30.69","-88.2","56.1","0.002","72.21","0.002","319.6"
"2016-11-01 00:24:00","2016","11","1","0","24","30.69","-88.2","56.1","0.002","72.2","0.002","319.6"
"2016-11-01 00:25:00","2016","11","1","0","25","30.69","-88.2","56.1","0.002","72.21","0.002","319.6"
"2016-11-01 00:26:00","2016","11","1","0","26","30.69","-88.2","56.1","0.002","72.21","0.002","319.6"
"2016-11-01 00:27:00","2016","11","1","0","27","30.69","-88.2","56.1","0.002","72.14","0.002","319.6"
"2016-11-01 00:28:00","2016","11","1","0","28","30.69","-88.2","56.1","0.002","71.81","0.042","286"
"2016-11-01 00:29:00","2016","11","1","0","29","30.69","-88.2","56.1","0.154","324.7","0.408","278.2"
"2016-11-01 00:30:00","2016","11","1","0","30","30.69","-88.2","56.1","0.204","324.1","0.385","278"
"2016-11-01 00:31:00","2016","11","1","0","31","30.69","-88.2","56.1","0.002","324.2","0.136","278"
"2016-11-01 00:32:00","2016","11","1","0","32","30.69","-88.2","56.1","0.002","324.5","0.002","278"
"2016-11-01 00:33:00","2016","11","1","0","33","30.69","-88.2","56.1","0.002","324.8","0.002","278"
"2016-11-01 00:34:00","2016","11","1","0","34","30.69","-88.2","56.1","0.002","324.8","0.002","278"
"2016-11-01 00:35:00","2016","11","1","0","35","30.69","-88.2","56.1","0.002","324.8","0.002","278"
"2016-11-01 00:36:00","2016","11","1","0","36","30.69","-88.2","56.1","0.002","324.8","0.074","278.1"
"2016-11-01 00:37:00","2016","11","1","0","37","30.69","-88.2","56.1","0.002","324.9","0.181","278.1"
"2016-11-01 00:38:00","2016","11","1","0","38","30.69","-88.2","56.1","0.002","324.9","0.247","278.1"
"2016-11-01 00:39:00","2016","11","1","0","39","30.69","-88.2","56.1","0.002","324.9","0.206","278.1"
"2016-11-01 00:40:00","2016","11","1","0","40","30.69","-88.2","56.1","0.002","324.9","0.002","278.1"
"2016-11-01 00:41:00","2016","11","1","0","41","30.69","-88.2","56.1","0.002","324.9","0.002","278.1"
"2016-11-01 00:42:00","2016","11","1","0","42","30.69","-88.2","56.1","0.002","324.9","0.002","278.1"
"2016-11-01 00:43:00","2016","11","1","0","43","30.69","-88.2","56.1","0.002","324.9","0.002","278.1"
"2016-11-01 00:44:00","2016","11","1","0","44","30.69","-88.2","56.1","0.002","324.9","0.002","278.1"
"2016-11-01 00:45:00","2016","11","1","0","45","30.69","-88.2","56.1","0.002","325","0.002","278.1"
"2016-11-01 00:46:00","2016","11","1","0","46","30.69","-88.2","56.1","0.002","325.8","0.002","278.1"
"2016-11-01 00:47:00","2016","11","1","0","47","30.69","-88.2","56.1","0.002","326.4","0.002","278.1"
"2016-11-01 00:48:00","2016","11","1","0","48","30.69","-88.2","56.1","0.002","326.5","0.002","278.1"
"2016-11-01 00:49:00","2016","11","1","0","49","30.69","-88.2","56.1","0.002","326.5","0.002","281.9"
"2016-11-01 00:50:00","2016","11","1","0","50","30.69","-88.2","56.1","0.002","326.5","0.002","281.9"
"2016-11-01 00:51:00","2016","11","1","0","51","30.69","-88.2","56.1","0.002","326.5","0.002","281.9"
"2016-11-01 00:52:00","2016","11","1","0","52","30.69","-88.2","56.1","0.002","326.5","0.002","281.9"
"2016-11-01 00:53:00","2016","11","1","0","53","30.69","-88.2","56.1","0.002","326.5","0.002","281.9"
"2016-11-01 00:54:00","2016","11","1","0","54","30.69","-88.2","56.1","0.002","326.5","0.002","281.9"
"2016-11-01 00:55:00","2016","11","1","0","55","30.69","-88.2","56.1","0.002","326.5","0.002","281.9"
"2016-11-01 00:56:00","2016","11","1","0","56","30.69","-88.2","56.1","0.002","326.5","0.002","281.9"
"2016-11-01 00:57:00","2016","11","1","0","57","30.69","-88.2","56.1","0.002","326.5","0.002","281.9"
"2016-11-01 00:58:00","2016","11","1","0","58","30.69","-88.2","56.1","0.002","326.5","0.002","281.9"
"2016-11-01 00:59:00","2016","11","1","0","59","30.69","-88.2","56.1","0.002","326.5","0.002","281.9"
"2016-11-01 01:00:00","2016","11","1","1","0","30.69","-88.2","56.1","0.008","326.5","0.002","281.9"
"2016-11-01 01:01:00","2016","11","1","1","1","30.69","-88.2","56.1","0.098","326.6","0.002","281.9"
"2016-11-01 01:02:00","2016","11","1","1","2","30.69","-88.2","56.1","0.002","326.6","0.002","281.9"
"2016-11-01 01:03:00","2016","11","1","1","3","30.69","-88.2","56.1","0.002","326.6","0.002","281.9"
"2016-11-01 01:04:00","2016","11","1","1","4","30.69","-88.2","56.1","0.002","326.5","0.105","281.9"
