"TS","Year","Month","DayOfMon","Hour","Minute","Lat","Lon","Elev","WndSpd_2m_WVc_1","WndSpd_2m_WVc_3","WndSpd_10m_WVc_1","WndSpd_10m_WVc_3"
"2016-10-04 00:00:00","2016","10","4","0","0","30.69","-88.2","56.1","0.08","283.3","0.002","275.6"
"2016-10-04 00:01:00","2016","10","4","0","1","30.69","-88.2","56.1","0.158","283.3","0.002","275.6"
"2016-10-04 00:02:00","2016","10","4","0","2","30.69","-88.2","56.1","0.198","283.3","0.002","275.6"
"2016-10-04 00:03:00","2016","10","4","0","3","30.69","-88.2","56.1","0.248","283.3","0.002","275.6"
"2016-10-04 00:04:00","2016","10","4","0","4","30.69","-88.2","56.1","0.147","283.3","0.002","275.6"
"2016-10-04 00:05:00","2016","10","4","0","5","30.69","-88.2","56.1","0.118","283.3","0.002","275.6"
"2016-10-04 00:06:00","2016","10","4","0","6","30.69","-88.2","56.1","0.127","283.3","0.002","275.6"
"2016-10-04 00:07:00","2016","10","4","0","7","30.69","-88.2","56.1","0.078","283.2","0.002","275.6"
"2016-10-04 00:08:00","2016","10","4","0","8","30.69","-88.2","56.1","0.002","283.2","0.002","275.6"
"2016-10-04 00:09:00","2016","10","4","0","9","30.69","-88.2","56.1","0.002","283.2","0.002","275.6"
"2016-10-04 00:10:00","2016","10","4","0","10","30.69","-88.2","56.1","0.002","283.2","0.002","275.6"
"2016-10-04 00:11:00","2016","10","4","0","11","30.69","-88.2","56.1","0.085","283.3","0.013","275.6"
"2016-10-04 00:12:00","2016","10","4","0","12","30.69","-88.2","56.1","0.214","283.3","0.002","275.6"
"2016-10-04 00:13:00","2016","10","4","0","13","30.69","-88.2","56.1","0.381","283.3","0.265","275.6"
"2016-10-04 00:14:00","2016","10","4","0","14","30.69","-88.2","56.1","0.374","283.4","0.325","275.6"
"2016-10-04 00:15:00","2016","10","4","0","15","30.69","-88.2","56.1","0.333","283.4","0.309","275.6"
"2016-10-04 00:16:00","2016","10","4","0","16","30.69","-88.2","56.1","0.274","283.4","0.273","275.6"
"2016-10-04 00:17:00","2016","10","4","0","17","30.69","-88.2","56.1","0.274","283.4","0.185","275.7"
"2016-10-04 00:18:00","2016","10","4","0","18","30.69","-88.2","56.1","0.137","283.4","0.111","275.7"
"2016-10-04 00:19:00","2016","10","4","0","19","30.69","-88.2","56.1","0.002","283.4","0.002","275.7"
"2016-10-04 00:20:00","2016","10","4","0","20","30.69","-88.2","56.1","0.002","283.4","0.002","275.7"
"2016-10-04 00:21:00","2016","10","4","0","21","30.69","-88.2","56.1","0.002","283.4","0.002","275.7"
"2016-10-04 00:22:00","2016","10","4","0","22","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:23:00","2016","10","4","0","23","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:24:00","2016","10","4","0","24","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:25:00","2016","10","4","0","25","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:26:00","2016","10","4","0","26","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:27:00","2016","10","4","0","27","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:28:00","2016","10","4","0","28","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:29:00","2016","10","4","0","29","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:30:00","2016","10","4","0","30","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:31:00","2016","10","4","0","31","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:32:00","2016","10","4","0","32","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:33:00","2016","10","4","0","33","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:34:00","2016","10","4","0","34","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:35:00","2016","10","4","0","35","30.69","-88.2","56.1","0.002","283.3","0.002","275.7"
"2016-10-04 00:36:00","2016","10","4","0","36","30.69","-88.2","56.1","0.007","283.3","0.002","275.7"
"2016-10-04 00:37:00","2016","10","4","0","37","30.69","-88.2","56.1","0.23","283.3","0.002","275.7"
"2016-10-04 00:38:00","2016","10","4","0","38","30.69","-88.2","56.1","0.199","283.3","0.042","275.7"
"2016-10-04 00:39:00","2016","10","4","0","39","30.69","-88.2","56.1","0.263","283.3","0.1","275.7"
"2016-10-04 00:40:00","2016","10","4","0","40","30.69","-88.2","56.1","0.413","283.3","0.284","274.4"
"2016-10-04 00:41:00","2016","10","4","0","41","30.69","-88.2","56.1","0.483","283.4","0.428","269.7"
"2016-10-04 00:42:00","2016","10","4","0","42","30.69","-88.2","56.1","0.343","283.4","0.412","266.8"
"2016-10-04 00:43:00","2016","10","4","0","43","30.69","-88.2","56.1","0.222","283.4","0.278","266.8"
"2016-10-04 00:44:00","2016","10","4","0","44","30.69","-88.2","56.1","0.15","283.4","0.067","266.8"
"2016-10-04 00:45:00","2016","10","4","0","45","30.69","-88.2","56.1","0.002","283.4","0.002","266.8"
"2016-10-04 00:46:00","2016","10","4","0","46","30.69","-88.2","56.1","0.002","283.4","0.002","266.8"
"2016-10-04 00:47:00","2016","10","4","0","47","30.69","-88.2","56.1","0.002","283.4","0.002","266.8"
"2016-10-04 00:48:00","2016","10","4","0","48","30.69","-88.2","56.1","0.002","283.4","0.002","266.8"
"2016-10-04 00:49:00","2016","10","4","0","49","30.69","-88.2","56.1","0.002","283.4","0.002","266.8"
"2016-10-04 00:50:00","2016","10","4","0","50","30.69","-88.2","56.1","0.002","283.4","0.002","266.8"
"2016-10-04 00:51:00","2016","10","4","0","51","30.69","-88.2","56.1","0.002","283.4","0.002","266.8"
"2016-10-04 00:52:00","2016","10","4","0","52","30.69","-88.2","56.1","0.002","283.4","0.002","266.8"
"2016-10-04 00:53:00","2016","10","4","0","53","30.69","-88.2","56.1","0.002","283.4","0.002","269.8"
"2016-10-04 00:54:00","2016","10","4","0","54","30.69","-88.2","56.1","0.002","283.4","0.002","269.8"
"2016-10-04 00:55:00","2016","10","4","0","55","30.69","-88.2","56.1","0.002","283.2","0.002","269.8"
"2016-10-04 00:56:00","2016","10","4","0","56","30.69","-88.2","56.1","0.002","283.2","0.002","269.8"
"2016-10-04 00:57:00","2016","10","4","0","57","30.69","-88.2","56.1","0.002","283.2","0.002","269.8"
"2016-10-04 00:58:00","2016","10","4","0","58","30.69","-88.2","56.1","0.002","283.1","0.002","269.8"
"2016-10-04 00:59:00","2016","10","4","0","59","30.69","-88.2","56.1","0.002","282.7","0.002","269.8"
"2016-10-04 01:00:00","2016","10","4","1","0","30.69","-88.2","56.1","0.002","282.7","0.002","269.8"
"2016-10-04 01:01:00","2016","10","4","1","1","30.69","-88.2","56.1","0.002","282.7","0.002","269.8"
"2016-10-04 01:02:00","2016","10","4","1","2","30.69","-88.2","56.1","0.078","282.9","0.002","269.8"
"2016-10-04 01:03:00","2016","10","4","1","3","30.69","-88.2","56.1","0.217","282.9","0.002","269.8"
"2016-10-04 01:04:00","2016","10","4","1","4","30.69","-88.2","56.1","0.091","282.9","0.002","269.8"
"2016-10-04 01:05:00","2016","10","4","1","5","30.69","-88.2","56.1","0.074","282.9","0.002","269.8"
"2016-10-04 01:06:00","2016","10","4","1","6","30.69","-88.2","56.1","0.029","282.9","0.002","269.8"
"2016-10-04 01:07:00","2016","10","4","1","7","30.69","-88.2","56.1","0.002","282.9","0.002","269.8"
"2016-10-04 01:08:00","2016","10","4","1","8","30.69","-88.2","56.1","0.002","282.9","0.002","269.8"
"2016-10-04 01:09:00","2016","10","4","1","9","30.69","-88.2","56.1","0.002","282.9","0.002","269.8"
"2016-10-04 01:10:00","2016","10","4","1","10","30.69","-88.2","56.1","0.144","283","0.002","269.8"
"2016-10-04 01:11:00","2016","10","4","1","11","30.69","-88.2","56.1","0.253","283","0.002","269.8"
"2016-10-04 01:12:00","2016","10","4","1","12","30.69","-88.2","56.1","0.377","283.2","0.002","269.8"
"2016-10-04 01:13:00","2016","10","4","1","13","30.69","-88.2","56.1","0.413","283.5","0.181","269.8"
"2016-10-04 01:14:00","2016","10","4","1","14","30.69","-88.2","56.1","0.345","283.5","0.255","269.8"
"2016-10-04 01:15:00","2016","10","4","1","15","30.69","-88.2","56.1","0.22","283.5","0.029","269.8"
"2016-10-04 01:16:00","2016","10","4","1","16","30.69","-88.2","56.1","0.273","283.5","0.002","269.8"
"2016-10-04 01:17:00","2016","10","4","1","17","30.69","-88.2","56.1","0.389","283.4","0.1","269.7"
"2016-10-04 01:18:00","2016","10","4","1","18","30.69","-88.2","56.1","0.312","283.7","0.145","269.8"
"2016-10-04 01:19:00","2016","10","4","1","19","30.69","-88.2","56.1","0.222","284.4","0.036","269.8"
"2016-10-04 01:20:00","2016","10","4","1","20","30.69","-88.2","56.1","0.003","284.4","0.002","269.8"
"2016-10-04 01:21:00","2016","10","4","1","21","30.69","-88.2","56.1","0.002","284.4","0.002","269.8"
"2016-10-04 01:22:00","2016","10","4","1","22","30.69","-88.2","56.1","0.002","284.4","0.002","269.8"
"2016-10-04 01:23:00","2016","10","4","1","23","30.69","-88.2","56.1","0.002","284.4","0.002","269.8"
"2016-10-04 01:24:00","2016","10","4","1","24","30.69","-88.2","56.1","0.002","284.4","0.002","269.8"
"2016-10-04 01:25:00","2016","10","4","1","25","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:26:00","2016","10","4","1","26","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:27:00","2016","10","4","1","27","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:28:00","2016","10","4","1","28","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:29:00","2016","10","4","1","29","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:30:00","2016","10","4","1","30","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:31:00","2016","10","4","1","31","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:32:00","2016","10","4","1","32","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:33:00","2016","10","4","1","33","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:34:00","2016","10","4","1","34","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:35:00","2016","10","4","1","35","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:36:00","2016","10","4","1","36","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:37:00","2016","10","4","1","37","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:38:00","2016","10","4","1","38","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:39:00","2016","10","4","1","39","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:40:00","2016","10","4","1","40","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:41:00","2016","10","4","1","41","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:42:00","2016","10","4","1","42","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:43:00","2016","10","4","1","43","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:44:00","2016","10","4","1","44","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:45:00","2016","10","4","1","45","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:46:00","2016","10","4","1","46","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:47:00","2016","10","4","1","47","30.69","-88.2","56.1","0.002","284.3","0.002","269.8"
"2016-10-04 01:48:00","2016","10","4","1","48","30.69","-88.2","56.1","0.255","284.3","0.002","269.8"
"2016-10-04 01:49:00","2016","10","4","1","49","30.69","-88.2","56.1","0.335","284.3","0.002","269.8"
"2016-10-04 01:50:00","2016","10","4","1","50","30.69","-88.2","56.1","0.222","284.3","0.002","269.8"
"2016-10-04 01:51:00","2016","10","4","1","51","30.69","-88.2","56.1","0.127","284.3","0.002","269.7"
"2016-10-04 01:52:00","2016","10","4","1","52","30.69","-88.2","56.1","0.049","284.3","0.002","269.7"
"2016-10-04 01:53:00","2016","10","4","1","53","30.69","-88.2","56.1","0.002","284.3","0.002","269.7"
"2016-10-04 01:54:00","2016","10","4","1","54","30.69","-88.2","56.1","0.002","284.3","0.002","269.7"
