"TS","Year","Month","DayOfMon","Hour","Minute","Lat","Lon","Elev","AirT_1pt5m","AirT_2m","AirT_9pt5m","AirT_10m","RH_2m","RH_10m","Pressure_1","Pressure_2","WndSpd_2m_WVc_1","WndSpd_2m_WVc_3","WndSpd_10m_WVc_1","WndSpd_10m_WVc_3"
"2017-06-07 00:00:00","2017","6","7","0","0","30.69","-88.2","56.1","21.23","20.84","21.14","21.53","95.6","98","998.9929","999.0531","0.24","75.32","0.779","58.62"
"2017-06-07 00:01:00","2017","6","7","0","1","30.69","-88.2","56.1","21.22","20.83","21.14","21.55","95.6","98","998.9689","999.0492","0.056","74.04","0.686","37.45"
"2017-06-07 00:02:00","2017","6","7","0","2","30.69","-88.2","56.1","21.22","20.84","21.13","21.55","95.6","98","998.989","999.0492","0.892","42.22","1.104","55.2"
"2017-06-07 00:03:00","2017","6","7","0","3","30.69","-88.2","56.1","21.2","20.85","21.12","21.53","95.6","98","998.9922","999.0323","0.426","56.82","0.898","49.81"
"2017-06-07 00:04:00","2017","6","7","0","4","30.69","-88.2","56.1","21.19","20.83","21.14","21.53","95.5","98.1","998.9926","999.0729","0.154","20.1","0.438","75.34"
"2017-06-07 00:05:00","2017","6","7","0","5","30.69","-88.2","56.1","21.22","20.82","21.15","21.54","95.6","98.1","998.9908","999.0511","0.142","59.59","0.632","49.46"
"2017-06-07 00:06:00","2017","6","7","0","6","30.69","-88.2","56.1","21.21","20.83","21.13","21.52","95.6","98","998.9507","999.0109","0.791","84.1","1.624","68.15"
"2017-06-07 00:07:00","2017","6","7","0","7","30.69","-88.2","56.1","21.22","20.83","21.14","21.53","95.6","98","998.9514","999.0117","0.614","60.56","0.622","42.35"
"2017-06-07 00:08:00","2017","6","7","0","8","30.69","-88.2","56.1","21.2","20.84","21.12","21.52","95.6","98","998.9319","998.9922","0.056","350.4","0.203","46.2"
"2017-06-07 00:09:00","2017","6","7","0","9","30.69","-88.2","56.1","21.18","20.82","21.11","21.49","95.5","98","998.9123","998.9725","0.423","67.82","1.021","54.4"
