"TS","Year","Month","DayOfMon","Hour","Minute","Lat","Lon","Elev","WndSpd_2m_WVc_1","WndSpd_2m_WVc_3","WndSpd_10m_WVc_1","WndSpd_10m_WVc_3"
"2016-09-06 00:00:00","2016","9","6","0","0","30.69","-88.2","56.1","0.054","290.2","0","0"
"2016-09-06 00:01:00","2016","9","6","0","1","30.69","-88.2","56.1","0","0","0","0"
"2016-09-06 00:02:00","2016","9","6","0","2","30.69","-88.2","56.1","0.229","290.3","0","0"
"2016-09-06 00:03:00","2016","9","6","0","3","30.69","-88.2","56.1","0.333","290.3","0","0"
"2016-09-06 00:04:00","2016","9","6","0","4","30.69","-88.2","56.1","0.301","290.2","0","0"
"2016-09-06 00:05:00","2016","9","6","0","5","30.69","-88.2","56.1","0.168","290.2","0","0"
"2016-09-06 00:06:00","2016","9","6","0","6","30.69","-88.2","56.1","0.268","290.8","0","0"
"2016-09-06 00:07:00","2016","9","6","0","7","30.69","-88.2","56.1","0.132","290.7","0","0"
"2016-09-06 00:08:00","2016","9","6","0","8","30.69","-88.2","56.1","0","0","0","0"
"2016-09-06 00:09:00","2016","9","6","0","9","30.69","-88.2","56.1","0","0","0","0"
"2016-09-06 00:10:00","2016","9","6","0","10","30.69","-88.2","56.1","0.17","289.9","0","0"
"2016-09-06 00:11:00","2016","9","6","0","11","30.69","-88.2","56.1","0.299","289.9","0","0"
"2016-09-06 00:12:00","2016","9","6","0","12","30.69","-88.2","56.1","0.075","289.9","0","0"
"2016-09-06 00:13:00","2016","9","6","0","13","30.69","-88.2","56.1","0.301","289.9","0","0"
"2016-09-06 00:14:00","2016","9","6","0","14","30.69","-88.2","56.1","0.235","290.2","0","0"
"2016-09-06 00:15:00","2016","9","6","0","15","30.69","-88.2","56.1","0.221","290.5","0","0"
"2016-09-06 00:16:00","2016","9","6","0","16","30.69","-88.2","56.1","0.183","290.7","0","0"
"2016-09-06 00:17:00","2016","9","6","0","17","30.69","-88.2","56.1","0.09","290.4","0","0"
"2016-09-06 00:18:00","2016","9","6","0","18","30.69","-88.2","56.1","0.27","290.5","0","0"
"2016-09-06 00:19:00","2016","9","6","0","19","30.69","-88.2","56.1","0.379","290.5","0.116","283.6"
"2016-09-06 00:20:00","2016","9","6","0","20","30.69","-88.2","56.1","0.392","290.3","0.212","273.2"
"2016-09-06 00:21:00","2016","9","6","0","21","30.69","-88.2","56.1","0.098","288.2","0.319","256.3"
"2016-09-06 00:22:00","2016","9","6","0","22","30.69","-88.2","56.1","0.274","288","0.273","256.4"
"2016-09-06 00:23:00","2016","9","6","0","23","30.69","-88.2","56.1","0.407","288.5","0.338","256.4"
"2016-09-06 00:24:00","2016","9","6","0","24","30.69","-88.2","56.1","0.18","288.7","0.297","256.4"
"2016-09-06 00:25:00","2016","9","6","0","25","30.69","-88.2","56.1","0.369","289.6","0.216","257.6"
"2016-09-06 00:26:00","2016","9","6","0","26","30.69","-88.2","56.1","0.185","290","0.003","259.5"
"2016-09-06 00:27:00","2016","9","6","0","27","30.69","-88.2","56.1","0","0","0","0"
"2016-09-06 00:28:00","2016","9","6","0","28","30.69","-88.2","56.1","0","0","0","0"
"2016-09-06 00:29:00","2016","9","6","0","29","30.69","-88.2","56.1","0","0","0","0"
"2016-09-06 00:30:00","2016","9","6","0","30","30.69","-88.2","56.1","0","0","0","0"
"2016-09-06 00:31:00","2016","9","6","0","31","30.69","-88.2","56.1","0","0","0","0"
"2016-09-06 00:32:00","2016","9","6","0","32","30.69","-88.2","56.1","0","0","0","0"
"2016-09-06 00:33:00","2016","9","6","0","33","30.69","-88.2","56.1","0","0","0","0"
"2016-09-06 00:34:00","2016","9","6","0","34","30.69","-88.2","56.1","0","0","0","0"
