"TS","Year","Month","DayOfMon","Hour","Minute","Lat","Lon","Elev","AirT_1pt5m","AirT_2m","AirT_9pt5m","AirT_10m","RH_2m","RH_10m","Pressure_1","Pressure_2","WndSpd_2m_WVc_1","WndSpd_2m_WVc_3","WndSpd_10m_WVc_1","WndSpd_10m_WVc_3"
"2017-03-02 00:00:00","2017","3","2","0","0","30.69","-88.2","56.1","16.26","16.23","16.3","16.63","92","90.4","1012.004","1012.064","0.322","17.14","1.302","0.448"
"2017-03-02 00:01:00","2017","3","2","0","1","30.69","-88.2","56.1","16.28","16.23","16.33","16.68","92","90.2","1012.028","1012.028","0.577","12.48","1.849","352"
"2017-03-02 00:02:00","2017","3","2","0","2","30.69","-88.2","56.1","16.29","16.24","16.34","16.72","92","90","1012.027","1012.047","0.281","334","1.496","348"
"2017-03-02 00:03:00","2017","3","2","0","3","30.69","-88.2","56.1","16.26","16.24","16.34","16.71","91.7","89.6","1012.007","1012.027","0.234","233","1.034","357.8"
"2017-03-02 00:04:00","2017","3","2","0","4","30.69","-88.2","56.1","16.27","16.24","16.33","16.68","91.9","89.7","1012.026","1012.066","0.532","41.19","1.169","326.5"
"2017-03-02 00:05:00","2017","3","2","0","5","30.69","-88.2","56.1","16.25","16.22","16.31","16.68","91.6","89.5","1012.045","1012.066","0.036","110.6","0.434","277.8"
"2017-03-02 00:06:00","2017","3","2","0","6","30.69","-88.2","56.1","16.24","16.19","16.32","16.67","91.4","89","1012.063","1012.083","0.441","194.4","1.442","343.9"
"2017-03-02 00:07:00","2017","3","2","0","7","30.69","-88.2","56.1","16.25","16.2","16.34","16.7","91.4","88.8","1012.083","1012.103","0.464","16.37","0.771","358.5"
"2017-03-02 00:08:00","2017","3","2","0","8","30.69","-88.2","56.1","16.26","16.18","16.34","16.66","91.1","89","1012.101","1012.141","0.964","266.9","0.977","348.8"
"2017-03-02 00:09:00","2017","3","2","0","9","30.69","-88.2","56.1","16.23","16.21","16.32","16.61","91","88.1","1012.083","1012.103","0.464","3.533","1.034","329.9"
"2017-03-02 00:10:00","2017","3","2","0","10","30.69","-88.2","56.1","16.3","16.16","16.36","16.72","90.2","87.1","1012.123","1012.143","0.929","47.11","1.445","6.844"
"2017-03-02 00:11:00","2017","3","2","0","11","30.69","-88.2","56.1","16.29","16.15","16.36","16.71","89.7","86.2","1012.083","1012.103","0.609","333.2","1.937","346.9"
"2017-03-02 00:12:00","2017","3","2","0","12","30.69","-88.2","56.1","16.3","16.17","16.39","16.75","89.4","85","1012.081","1012.101","0.652","247.6","1.72","340.2"
"2017-03-02 00:13:00","2017","3","2","0","13","30.69","-88.2","56.1","16.29","16.19","16.4","16.76","88.7","84.2","1012.064","1012.084","0.578","353.5","1.173","35.61"
"2017-03-02 00:14:00","2017","3","2","0","14","30.69","-88.2","56.1","16.33","16.17","16.4","16.78","88.1","84.6","1012.121","1012.142","1.351","311.2","2.002","353.4"
"2017-03-02 00:15:00","2017","3","2","0","15","30.69","-88.2","56.1","16.31","16.2","16.38","16.81","87.8","84.6","1012.162","1012.202","0.843","9.53","1.463","0.267"
"2017-03-02 00:16:00","2017","3","2","0","16","30.69","-88.2","56.1","16.34","16.16","16.41","16.71","86.2","82.1","1012.164","1012.184","1.472","15.92","1.847","4.528"
"2017-03-02 00:17:00","2017","3","2","0","17","30.69","-88.2","56.1","16.27","16.18","16.34","16.7","85.9","82.6","1012.164","1012.184","0.702","227.6","0.936","34.29"
"2017-03-02 00:18:00","2017","3","2","0","18","30.69","-88.2","56.1","16.24","16.18","16.31","16.67","86.1","83.3","1012.164","1012.204","0.479","133.7","0.412","336.4"
"2017-03-02 00:19:00","2017","3","2","0","19","30.69","-88.2","56.1","16.22","16.19","16.32","16.68","86.4","82.5","1012.164","1012.144","1.25","21.44","1.89","357.2"
"2017-03-02 00:20:00","2017","3","2","0","20","30.69","-88.2","56.1","16.14","16.14","16.23","16.55","85.9","82.9","1012.144","1012.144","0.346","302.9","0.877","359.9"
"2017-03-02 00:21:00","2017","3","2","0","21","30.69","-88.2","56.1","16.22","16.05","16.37","16.71","82.6","76.93","1012.126","1012.146","1.648","42.59","2.871","12.19"
"2017-03-02 00:22:00","2017","3","2","0","22","30.69","-88.2","56.1","16.15","16.11","16.28","16.68","84.3","79.68","1012.165","1012.185","0.521","275.3","1.292","333"
"2017-03-02 00:23:00","2017","3","2","0","23","30.69","-88.2","56.1","16.11","16.04","16.29","16.65","81.3","76.44","1012.205","1012.225","0.903","83.1","1.365","46.83"
"2017-03-02 00:24:00","2017","3","2","0","24","30.69","-88.2","56.1","16.13","16.04","16.29","16.65","81.5","76.19","1012.205","1012.225","1.218","24.3","1.968","0.534"
"2017-03-02 00:25:00","2017","3","2","0","25","30.69","-88.2","56.1","16","16.02","16.24","16.62","81.5","76.86","1012.205","1012.245","0.464","273.5","1.132","19.52"
"2017-03-02 00:26:00","2017","3","2","0","26","30.69","-88.2","56.1","15.96","16","16.21","16.61","82.1","77.85","1012.24","1012.26","0.611","11.22","1.612","9.76"
"2017-03-02 00:27:00","2017","3","2","0","27","30.69","-88.2","56.1","15.87","15.93","16.19","16.55","81.2","75.05","1012.22","1012.22","0.441","358.8","1.588","358.3"
"2017-03-02 00:28:00","2017","3","2","0","28","30.69","-88.2","56.1","15.87","15.89","16.17","16.56","80.9","75.63","1012.283","1012.303","0.794","52.87","0.711","4.209"
"2017-03-02 00:29:00","2017","3","2","0","29","30.69","-88.2","56.1","15.84","15.88","16.17","16.61","80.7","75.14","1012.265","1012.285","0.947","51.04","1.504","16.52"
"2017-03-02 00:30:00","2017","3","2","0","30","30.69","-88.2","56.1","15.79","15.86","16.1","16.48","81.2","75.79","1012.285","1012.265","0.364","42.84","0.851","343.7"
"2017-03-02 00:31:00","2017","3","2","0","31","30.69","-88.2","56.1","15.72","15.84","16.05","16.44","82","76.82","1012.345","1012.365","0.008","274.7","0.219","264.2"
"2017-03-02 00:32:00","2017","3","2","0","32","30.69","-88.2","56.1","15.72","15.77","16.04","16.45","81.1","75.55","1012.367","1012.407","0.176","151.3","0.384","343"
"2017-03-02 00:33:00","2017","3","2","0","33","30.69","-88.2","56.1","15.74","15.74","16.11","16.51","79.35","73.46","1012.371","1012.391","0.773","298.5","1.937","357.4"
"2017-03-02 00:34:00","2017","3","2","0","34","30.69","-88.2","56.1","15.79","15.79","16.07","16.5","78.84","74.09","1012.41","1012.43","0.546","34.91","0.604","41.57"
"2017-03-02 00:35:00","2017","3","2","0","35","30.69","-88.2","56.1","15.79","15.82","16.04","16.41","79.27","73.56","1012.39","1012.43","0.381","27.1","0.678","8.3"
"2017-03-02 00:36:00","2017","3","2","0","36","30.69","-88.2","56.1","15.82","15.82","16.04","16.46","78.54","74.37","1012.409","1012.429","0.59","177.6","0.663","113.3"
"2017-03-02 00:37:00","2017","3","2","0","37","30.69","-88.2","56.1","15.85","15.79","16.1","16.44","76.06","71.41","1012.41","1012.43","0.57","265.6","1.646","339.3"
"2017-03-02 00:38:00","2017","3","2","0","38","30.69","-88.2","56.1","15.83","15.87","16.1","16.49","77.31","72.45","1012.449","1012.489","0.583","21.3","1.008","323.5"
"2017-03-02 00:39:00","2017","3","2","0","39","30.69","-88.2","56.1","15.76","15.85","16.06","16.43","78.76","73.53","1012.449","1012.489","0.096","23.64","0.338","316.6"
"2017-03-02 00:40:00","2017","3","2","0","40","30.69","-88.2","56.1","15.7","15.77","16.01","16.34","77.59","72.33","1012.488","1012.508","0.216","171","0.885","39.64"
"2017-03-02 00:41:00","2017","3","2","0","41","30.69","-88.2","56.1","15.76","15.75","15.98","16.31","75.91","72.4","1012.469","1012.49","1.232","75.42","1.014","21.29"
"2017-03-02 00:42:00","2017","3","2","0","42","30.69","-88.2","56.1","15.78","15.81","15.99","16.37","77.56","72.39","1012.507","1012.527","0.712","40.38","1.37","4.739"
"2017-03-02 00:43:00","2017","3","2","0","43","30.69","-88.2","56.1","15.77","15.7","16.03","16.37","73.99","69.4","1012.446","1012.466","0.737","258.5","1.715","356"
"2017-03-02 00:44:00","2017","3","2","0","44","30.69","-88.2","56.1","15.85","15.8","16.02","16.4","74.85","70.66","1012.488","1012.488","0.742","347.6","0.962","2.951"
