"TS","Year","Month","DayOfMon","Hour","Minute","Lat","Lon","Elev","WndSpd_2m_WVc_1","WndSpd_2m_WVc_3","WndSpd_10m_WVc_1","WndSpd_10m_WVc_3"
"2016-11-22 00:00:00","2016","11","22","0","0","30.69","-88.2","56.1","0.002","66.47","0.002","262.4"
"2016-11-22 00:01:00","2016","11","22","0","1","30.69","-88.2","56.1","0.002","66.47","0.002","262.4"
"2016-11-22 00:02:00","2016","11","22","0","2","30.69","-88.2","56.1","0.002","66.47","0.002","262.4"
"2016-11-22 00:03:00","2016","11","22","0","3","30.69","-88.2","56.1","0.002","66.48","0.002","262.4"
"2016-11-22 00:04:00","2016","11","22","0","4","30.69","-88.2","56.1","0.002","66.48","0.002","262.4"
"2016-11-22 00:05:00","2016","11","22","0","5","30.69","-88.2","56.1","0.002","66.47","0.002","262.4"
"2016-11-22 00:06:00","2016","11","22","0","6","30.69","-88.2","56.1","0.002","66.48","0.002","262.4"
"2016-11-22 00:07:00","2016","11","22","0","7","30.69","-88.2","56.1","0.002","66.48","0.002","262.4"
"2016-11-22 00:08:00","2016","11","22","0","8","30.69","-88.2","56.1","0.002","66.48","0.002","262.4"
"2016-11-22 00:09:00","2016","11","22","0","9","30.69","-88.2","56.1","0.002","66.48","0.002","262.4"
"2016-11-22 00:10:00","2016","11","22","0","10","30.69","-88.2","56.1","0.002","66.48","0.002","262.4"
"2016-11-22 00:11:00","2016","11","22","0","11","30.69","-88.2","56.1","0.002","66.48","0.002","262.4"
"2016-11-22 00:12:00","2016","11","22","0","12","30.69","-88.2","56.1","0.002","66.46","0.09","262.4"
"2016-11-22 00:13:00","2016","11","22","0","13","30.69","-88.2","56.1","0.002","66.46","0.103","262.4"
"2016-11-22 00:14:00","2016","11","22","0","14","30.69","-88.2","56.1","0.002","66.45","0.002","262.4"
"2016-11-22 00:15:00","2016","11","22","0","15","30.69","-88.2","56.1","0.002","66.46","0.002","262.4"
"2016-11-22 00:16:00","2016","11","22","0","16","30.69","-88.2","56.1","0.002","66.46","0.002","262.4"
"2016-11-22 00:17:00","2016","11","22","0","17","30.69","-88.2","56.1","0.002","66.46","0.002","262.4"
"2016-11-22 00:18:00","2016","11","22","0","18","30.69","-88.2","56.1","0.002","66.44","0.002","262.4"
"2016-11-22 00:19:00","2016","11","22","0","19","30.69","-88.2","56.1","0.002","66.43","0.002","262.4"
"2016-11-22 00:20:00","2016","11","22","0","20","30.69","-88.2","56.1","0.002","66.44","0.002","262.4"
"2016-11-22 00:21:00","2016","11","22","0","21","30.69","-88.2","56.1","0.002","66.45","0.002","262.4"
"2016-11-22 00:22:00","2016","11","22","0","22","30.69","-88.2","56.1","0.054","66.46","0.002","262.4"
"2016-11-22 00:23:00","2016","11","22","0","23","30.69","-88.2","56.1","0.002","66.46","0.002","262.4"
"2016-11-22 00:24:00","2016","11","22","0","24","30.69","-88.2","56.1","0.002","66.46","0.002","262.4"
"2016-11-22 00:25:00","2016","11","22","0","25","30.69","-88.2","56.1","0.002","66.47","0.002","262.4"
"2016-11-22 00:26:00","2016","11","22","0","26","30.69","-88.2","56.1","0.002","66.48","0.002","262.4"
"2016-11-22 00:27:00","2016","11","22","0","27","30.69","-88.2","56.1","0.002","66.48","0.002","262.4"
"2016-11-22 00:28:00","2016","11","22","0","28","30.69","-88.2","56.1","0.002","66.48","0.002","262.4"
"2016-11-22 00:29:00","2016","11","22","0","29","30.69","-88.2","56.1","0.002","66.49","0.002","262.4"
