"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
8.226104643E0,-3.728319931E1,-5.831599712E0,-4.071139908E1
8.236104643E0,-3.729539871E1,-5.721799850E0,-4.071139908E1
8.246104643E0,-3.731979752E1,-5.709599972E0,-4.074800110E1
8.256104643E0,-3.733200073E1,-5.758399963E0,-4.067480087E1
8.266104643E0,-3.733200073E1,-5.819399834E0,-4.065039825E1
8.276104643E0,-3.733200073E1,-5.831599712E0,-4.067480087E1
8.286104643E0,-3.733200073E1,-5.782799721E0,-4.072359848E1
8.296104643E0,-3.729539871E1,-5.795000076E0,-4.068700027E1
8.306104643E0,-3.730759811E1,-5.795000076E0,-4.071139908E1
8.316104643E0,-3.733200073E1,-5.746200085E0,-4.076020050E1
8.326104643E0,-3.739299774E1,-5.672999859E0,-4.068700027E1
8.336104643E0,-3.744179916E1,-5.551000118E0,-4.077239990E1
8.346104643E0,-3.747840118E1,-5.404599667E0,-4.086999893E1
8.356104643E0,-3.751499939E1,-5.306999683E0,-4.095539856E1
8.366104643E0,-3.755159760E1,-5.294799805E0,-4.091880035E1
8.376104643E0,-3.757600021E1,-5.270400047E0,-4.089439774E1
8.386104643E0,-3.757600021E1,-5.245999813E0,-4.084560013E1
8.396104643E0,-3.760039902E1,-5.233799934E0,-4.085779953E1
8.406104643E0,-3.756380081E1,-5.209399700E0,-4.089439774E1
8.416104643E0,-3.760039902E1,-5.233799934E0,-4.088219833E1
8.426104643E0,-3.755159760E1,-5.331399918E0,-4.079679871E1
8.436104643E0,-3.753939819E1,-5.404599667E0,-4.072359848E1
8.446104643E0,-3.747840118E1,-5.380199909E0,-4.072359848E1
8.456104643E0,-3.746619797E1,-5.477799892E0,-4.071139908E1
8.466104643E0,-3.746619797E1,-5.502200127E0,-4.067480087E1
8.476104643E0,-3.735639954E1,-5.575399876E0,-4.060160065E1
8.486104643E0,-3.735639954E1,-5.660799980E0,-4.061380005E1
8.496104643E0,-3.729539871E1,-5.721799850E0,-4.052840042E1
8.506104643E0,-3.735639954E1,-5.685199738E0,-4.051620102E1
8.516104643E0,-3.738079834E1,-5.660799980E0,-4.043079758E1
8.526104643E0,-3.741740036E1,-5.709599972E0,-4.040639877E1
8.536104643E0,-3.739299774E1,-5.770599842E0,-4.032099915E1
8.546104643E0,-3.735639954E1,-5.819399834E0,-4.034539795E1
8.556104643E0,-3.740520096E1,-5.868199825E0,-4.032099915E1
8.566104643E0,-3.741740036E1,-5.868199825E0,-4.025999832E1
8.576104643E0,-3.742959976E1,-5.855999947E0,-4.028440094E1
8.586104643E0,-3.733200073E1,-5.929199696E0,-4.021120071E1
8.596104643E0,-3.728319931E1,-5.916999817E0,-4.027219772E1
8.606104643E0,-3.729539871E1,-5.929199696E0,-4.023559952E1
8.616104643E0,-3.731979752E1,-5.807199955E0,-4.028440094E1
8.626104643E0,-3.738079834E1,-5.758399963E0,-4.032099915E1
8.636104643E0,-3.739299774E1,-5.672999859E0,-4.035759735E1
8.646104643E0,-3.738079834E1,-5.672999859E0,-4.034539795E1
8.656104643E0,-3.736859894E1,-5.697400093E0,-4.029660034E1
8.666104643E0,-3.746619797E1,-5.660799980E0,-4.032099915E1
8.676104643E0,-3.749060059E1,-5.685199738E0,-4.033319855E1
8.686104643E0,-3.746619797E1,-5.697400093E0,-4.027219772E1
8.696104643E0,-3.747840118E1,-5.733999729E0,-4.023559952E1
8.706104643E0,-3.750279999E1,-5.758399963E0,-4.025999832E1
8.716104643E0,-3.749060059E1,-5.819399834E0,-4.019899750E1
8.726104643E0,-3.750279999E1,-5.758399963E0,-4.018679810E1
8.736104643E0,-3.751499939E1,-5.660799980E0,-4.018679810E1
8.746104643E0,-3.745399857E1,-5.624199867E0,-4.017459869E1
8.756104643E0,-3.740520096E1,-5.685199738E0,-4.004039764E1
8.766104643E0,-3.740520096E1,-5.733999729E0,-4.006480026E1
8.776104643E0,-3.741740036E1,-5.770599842E0,-4.011359787E1
8.786104643E0,-3.736859894E1,-5.733999729E0,-4.004039764E1
8.796104643E0,-3.741740036E1,-5.660799980E0,-4.011359787E1
8.806104643E0,-3.745399857E1,-5.709599972E0,-4.015019989E1
8.816104643E0,-3.741740036E1,-5.782799721E0,-4.016239929E1
8.826104643E0,-3.749060059E1,-5.733999729E0,-4.027219772E1
8.836104643E0,-3.755159760E1,-5.685199738E0,-4.030879974E1
8.846104643E0,-3.755159760E1,-5.636399746E0,-4.033319855E1
8.856104643E0,-3.760039902E1,-5.587599754E0,-4.032099915E1
8.866104643E0,-3.761259842E1,-5.587599754E0,-4.029660034E1
8.876104643E0,-3.762479782E1,-5.624199867E0,-4.022340012E1
8.886104643E0,-3.761259842E1,-5.624199867E0,-4.027219772E1
8.896104643E0,-3.767359924E1,-5.575399876E0,-4.029660034E1
8.906104643E0,-3.764920044E1,-5.575399876E0,-4.025999832E1
8.916104643E0,-3.767359924E1,-5.526599884E0,-4.027219772E1
8.926104643E0,-3.769799805E1,-5.526599884E0,-4.018679810E1
8.936104643E0,-3.768579865E1,-5.502200127E0,-4.019899750E1
8.946104643E0,-3.772240067E1,-5.514400005E0,-4.027219772E1
8.956104643E0,-3.775899887E1,-5.477799892E0,-4.034539795E1
8.966104643E0,-3.769799805E1,-5.416800022E0,-4.029660034E1
8.976104643E0,-3.766139984E1,-5.441199780E0,-4.024779892E1
8.986104643E0,-3.767359924E1,-5.441199780E0,-4.015019989E1
8.996104643E0,-3.761259842E1,-5.465600014E0,-4.025999832E1
9.006104643E0,-3.761259842E1,-5.465600014E0,-4.030879974E1
9.016104643E0,-3.753939819E1,-5.502200127E0,-4.022340012E1
9.026104643E0,-3.751499939E1,-5.465600014E0,-4.021120071E1
9.036104643E0,-3.741740036E1,-5.465600014E0,-4.013800049E1
9.046104643E0,-3.738079834E1,-5.441199780E0,-4.012580109E1
9.056104643E0,-3.733200073E1,-5.404599667E0,-4.016239929E1
9.066104643E0,-3.722219849E1,-5.416800022E0,-4.018679810E1
9.076104643E0,-3.722219849E1,-5.392399788E0,-4.011359787E1
9.086104643E0,-3.718560028E1,-5.331399918E0,-4.011359787E1
9.096104643E0,-3.725880051E1,-5.233799934E0,-4.018679810E1
9.106104643E0,-3.730759811E1,-5.172800064E0,-4.016239929E1
9.116104643E0,-3.736859894E1,-5.099599838E0,-4.025999832E1
9.126104643E0,-3.745399857E1,-5.038599968E0,-4.027219772E1
9.136104643E0,-3.752719879E1,-4.989799976E0,-4.032099915E1
9.146104643E0,-3.766139984E1,-4.965399742E0,-4.032099915E1
9.156104643E0,-3.769799805E1,-4.904399872E0,-4.030879974E1
9.166104643E0,-3.774679947E1,-4.928800106E0,-4.028440094E1
9.176104643E0,-3.773460007E1,-4.892199993E0,-4.027219772E1
9.186104643E0,-3.771019745E1,-4.940999985E0,-4.024779892E1
9.196104643E0,-3.768579865E1,-4.953199863E0,-4.017459869E1
9.206104643E0,-3.772240067E1,-5.014199734E0,-4.021120071E1
9.216104643E0,-3.769799805E1,-5.014199734E0,-4.011359787E1
9.226104643E0,-3.769799805E1,-5.050799847E0,-4.008919907E1
9.236104643E0,-3.767359924E1,-5.124000072E0,-4.006480026E1
9.246104643E0,-3.768579865E1,-5.124000072E0,-4.004039764E1
9.256104643E0,-3.764920044E1,-5.209399700E0,-4.002819824E1
9.266104643E0,-3.764920044E1,-5.245999813E0,-4.004039764E1
9.276104643E0,-3.764920044E1,-5.331399918E0,-4.005260086E1
9.286104643E0,-3.758819962E1,-5.331399918E0,-3.999160004E1
9.296104643E0,-3.760039902E1,-5.404599667E0,-4.005260086E1
9.306104643E0,-3.752719879E1,-5.404599667E0,-4.006480026E1
9.316104643E0,-3.753939819E1,-5.404599667E0,-4.007699966E1
9.326104643E0,-3.753939819E1,-5.416800022E0,-4.007699966E1
9.336104643E0,-3.749060059E1,-5.465600014E0,-4.006480026E1
9.346104643E0,-3.753939819E1,-5.489999771E0,-4.008919907E1
9.356104643E0,-3.756380081E1,-5.502200127E0,-4.007699966E1
9.366104643E0,-3.760039902E1,-5.599800110E0,-4.010139847E1
9.376104643E0,-3.768579865E1,-5.611999989E0,-4.010139847E1
9.386104643E0,-3.771019745E1,-5.587599754E0,-4.017459869E1
9.396104643E0,-3.767359924E1,-5.611999989E0,-4.023559952E1
9.406104643E0,-3.764920044E1,-5.587599754E0,-4.030879974E1
9.416104643E0,-3.763700104E1,-5.538799763E0,-4.032099915E1
9.426104643E0,-3.756380081E1,-5.538799763E0,-4.029660034E1
9.436104643E0,-3.749060059E1,-5.502200127E0,-4.027219772E1
9.446104643E0,-3.750279999E1,-5.465600014E0,-4.016239929E1
9.456104643E0,-3.736859894E1,-5.502200127E0,-4.012580109E1
9.466104643E0,-3.730759811E1,-5.538799763E0,-4.008919907E1
9.476104643E0,-3.729539871E1,-5.538799763E0,-4.004039764E1
9.486104643E0,-3.728319931E1,-5.563199997E0,-3.997940063E1
9.496104643E0,-3.734420013E1,-5.599800110E0,-3.994279861E1
9.506104643E0,-3.731979752E1,-5.624199867E0,-3.993059921E1
9.516104643E0,-3.733200073E1,-5.660799980E0,-3.995499802E1
9.526104643E0,-3.730759811E1,-5.660799980E0,-4.006480026E1
9.536104643E0,-3.734420013E1,-5.624199867E0,-4.008919907E1
9.546104643E0,-3.744179916E1,-5.563199997E0,-4.019899750E1
9.556104643E0,-3.746619797E1,-5.538799763E0,-4.019899750E1
9.566104643E0,-3.747840118E1,-5.575399876E0,-4.024779892E1
9.576104643E0,-3.747840118E1,-5.599800110E0,-4.033319855E1
9.586104643E0,-3.740520096E1,-5.563199997E0,-4.038199997E1
9.596104643E0,-3.744179916E1,-5.563199997E0,-4.039419937E1
9.606104643E0,-3.746619797E1,-5.599800110E0,-4.039419937E1
9.616104643E0,-3.744179916E1,-5.624199867E0,-4.040639877E1
9.626104643E0,-3.744179916E1,-5.709599972E0,-4.030879974E1
9.636104643E0,-3.740520096E1,-5.733999729E0,-4.032099915E1
9.646104643E0,-3.736859894E1,-5.697400093E0,-4.033319855E1
9.656104643E0,-3.728319931E1,-5.685199738E0,-4.033319855E1
9.666104643E0,-3.735639954E1,-5.685199738E0,-4.038199997E1
9.676104643E0,-3.733200073E1,-5.672999859E0,-4.050399780E1
9.686104643E0,-3.724660110E1,-5.660799980E0,-4.052840042E1
9.696104643E0,-3.724660110E1,-5.660799980E0,-4.054059982E1
9.706104643E0,-3.718560028E1,-5.660799980E0,-4.060160065E1
9.716104643E0,-3.717340088E1,-5.636399746E0,-4.060160065E1
9.726104643E0,-3.713679886E1,-5.648600101E0,-4.060160065E1
9.736104643E0,-3.713679886E1,-5.636399746E0,-4.052840042E1
9.746104643E0,-3.707579803E1,-5.636399746E0,-4.046739960E1
9.756104643E0,-3.708799744E1,-5.636399746E0,-4.033319855E1
9.766106598E0,-3.705139923E1,-5.624199867E0,-4.038199997E1
9.776106598E0,-3.700259781E1,-5.624199867E0,-4.039419937E1
9.786106598E0,-3.697819901E1,-5.660799980E0,-4.041859818E1
9.796106598E0,-3.701480103E1,-5.721799850E0,-4.051620102E1
9.806106598E0,-3.697819901E1,-5.721799850E0,-4.051620102E1
9.816106598E0,-3.695380020E1,-5.746200085E0,-4.056499863E1
9.826106598E0,-3.694160080E1,-5.770599842E0,-4.051620102E1
9.836106598E0,-3.685620117E1,-5.807199955E0,-4.058939743E1
9.846106598E0,-3.686840057E1,-5.880399704E0,-4.052840042E1
9.856106598E0,-3.686840057E1,-5.904799938E0,-4.061380005E1
9.866106598E0,-3.683179855E1,-5.990200043E0,-4.058939743E1
9.876106598E0,-3.670980072E1,-6.014599800E0,-4.055279922E1
9.886106598E0,-3.667319870E1,-6.112199783E0,-4.049179840E1
9.896106598E0,-3.666099930E1,-6.136600018E0,-4.049179840E1
9.906106598E0,-3.663660049E1,-6.197599888E0,-4.050399780E1
9.916106598E0,-3.657559967E1,-6.258599758E0,-4.044300079E1
9.926106598E0,-3.650239944E1,-6.258599758E0,-4.049179840E1
9.936106598E0,-3.645359802E1,-6.343999863E0,-4.034539795E1
9.946106598E0,-3.649020004E1,-6.307399750E0,-4.032099915E1
9.956106598E0,-3.656340027E1,-6.319600105E0,-4.032099915E1
9.966106598E0,-3.655120087E1,-6.331799984E0,-4.034539795E1
9.976106598E0,-3.653899765E1,-6.356199741E0,-4.035759735E1
9.986106598E0,-3.650239944E1,-6.441599846E0,-4.029660034E1
9.996106598E0,-3.655120087E1,-6.466000080E0,-4.032099915E1
1.000610660E1,-3.662440109E1,-6.502599716E0,-4.024779892E1
1.001610660E1,-3.663660049E1,-6.502599716E0,-4.021120071E1
1.002610660E1,-3.668539810E1,-6.526999950E0,-4.016239929E1
1.003610660E1,-3.681959915E1,-6.587999821E0,-4.011359787E1
1.004610660E1,-3.685620117E1,-6.600199699E0,-4.017459869E1
1.005610660E1,-3.689279938E1,-6.648999691E0,-4.013800049E1
1.006610660E1,-3.694160080E1,-6.600199699E0,-4.018679810E1
1.007610660E1,-3.694160080E1,-6.575799942E0,-4.016239929E1
1.008610660E1,-3.692939758E1,-6.526999950E0,-4.013800049E1
1.009610660E1,-3.697819901E1,-6.502599716E0,-4.015019989E1
1.010610660E1,-3.686840057E1,-6.490399837E0,-4.016239929E1
1.011610660E1,-3.674639893E1,-6.441599846E0,-4.017459869E1
1.012610660E1,-3.679520035E1,-6.417200089E0,-4.010139847E1
1.013610660E1,-3.679520035E1,-6.429399967E0,-4.002819824E1
1.014610660E1,-3.680739975E1,-6.441599846E0,-4.002819824E1
1.015610660E1,-3.685620117E1,-6.502599716E0,-4.004039764E1
1.016610660E1,-3.697819901E1,-6.490399837E0,-4.008919907E1
1.017610660E1,-3.695380020E1,-6.502599716E0,-4.011359787E1
1.018610660E1,-3.706359863E1,-6.490399837E0,-4.012580109E1
1.019610660E1,-3.703919983E1,-6.514800072E0,-4.002819824E1
1.020610660E1,-3.710020065E1,-6.526999950E0,-4.006480026E1
1.021610660E1,-3.716119766E1,-6.478199959E0,-4.008919907E1
1.022610660E1,-3.716119766E1,-6.466000080E0,-4.006480026E1
1.023610660E1,-3.713679886E1,-6.404999733E0,-4.002819824E1
1.024610660E1,-3.711240005E1,-6.392799854E0,-3.999160004E1
1.025610660E1,-3.711240005E1,-6.380599976E0,-3.995499802E1
1.026610660E1,-3.701480103E1,-6.331799984E0,-3.994279861E1
1.027610660E1,-3.710020065E1,-6.246399879E0,-4.002819824E1
1.028610660E1,-3.701480103E1,-6.160999775E0,-3.997940063E1
1.029610660E1,-3.696599960E1,-6.124399662E0,-4.007699966E1
1.030610660E1,-3.702700043E1,-6.063399792E0,-4.010139847E1
1.031610660E1,-3.711240005E1,-6.063399792E0,-4.012580109E1
1.032610660E1,-3.706359863E1,-6.112199783E0,-4.016239929E1
1.033610660E1,-3.708799744E1,-6.051199913E0,-4.027219772E1
1.034610660E1,-3.707579803E1,-6.075599670E0,-4.028440094E1
1.035610660E1,-3.700259781E1,-6.112199783E0,-4.029660034E1
1.036610660E1,-3.707579803E1,-6.099999905E0,-4.043079758E1
1.037610660E1,-3.702700043E1,-6.063399792E0,-4.038199997E1
1.038610660E1,-3.699039841E1,-6.063399792E0,-4.051620102E1
1.039610660E1,-3.694160080E1,-6.014599800E0,-4.052840042E1
1.040610660E1,-3.690499878E1,-5.916999817E0,-4.030879974E1
1.041610660E1,-3.692939758E1,-5.941400051E0,-4.022340012E1
1.042610660E1,-3.699039841E1,-5.843800068E0,-4.024779892E1
1.043610660E1,-3.702700043E1,-5.819399834E0,-4.028440094E1
1.044610660E1,-3.697819901E1,-5.807199955E0,-4.004039764E1
1.045610660E1,-3.706359863E1,-5.795000076E0,-4.006480026E1
1.046610660E1,-3.702700043E1,-5.758399963E0,-4.001599884E1
1.047610660E1,-3.701480103E1,-5.746200085E0,-3.999160004E1
1.048610660E1,-3.706359863E1,-5.831599712E0,-4.023559952E1
1.049610660E1,-3.705139923E1,-5.843800068E0,-4.023559952E1
1.050610660E1,-3.706359863E1,-5.941400051E0,-4.016239929E1
1.051610660E1,-3.710020065E1,-5.916999817E0,-4.016239929E1
1.052610660E1,-3.710020065E1,-5.965799809E0,-4.038199997E1
1.053610660E1,-3.713679886E1,-6.014599800E0,-4.041859818E1
1.054610660E1,-3.708799744E1,-6.124399662E0,-4.039419937E1
1.055610660E1,-3.710020065E1,-6.148799896E0,-4.044300079E1
1.056610660E1,-3.708799744E1,-6.099999905E0,-4.043079758E1
1.057610660E1,-3.712459946E1,-6.063399792E0,-4.052840042E1
1.058610660E1,-3.710020065E1,-6.039000034E0,-4.066259766E1
1.059610660E1,-3.708799744E1,-6.075599670E0,-4.068700027E1
1.060610660E1,-3.708799744E1,-6.026799679E0,-4.067480087E1
1.061610660E1,-3.699039841E1,-6.002399921E0,-4.063819885E1
1.062610660E1,-3.707579803E1,-5.916999817E0,-4.065039825E1
1.063610660E1,-3.703919983E1,-5.916999817E0,-4.065039825E1
1.064610660E1,-3.705139923E1,-5.916999817E0,-4.072359848E1
1.065610660E1,-3.705139923E1,-5.929199696E0,-4.077239990E1
1.066610660E1,-3.708799744E1,-5.916999817E0,-4.067480087E1
1.067610660E1,-3.708799744E1,-5.880399704E0,-4.041859818E1
1.068610660E1,-3.713679886E1,-5.953599930E0,-4.032099915E1
1.069610660E1,-3.723439789E1,-5.990200043E0,-4.029660034E1
1.070610660E1,-3.722219849E1,-6.063399792E0,-4.034539795E1
1.071610660E1,-3.731979752E1,-6.099999905E0,-4.034539795E1
1.072610660E1,-3.736859894E1,-6.136600018E0,-4.023559952E1
1.073610660E1,-3.736859894E1,-6.124399662E0,-4.010139847E1
1.074610660E1,-3.739299774E1,-6.124399662E0,-4.018679810E1
1.075610660E1,-3.744179916E1,-6.197599888E0,-4.034539795E1
1.076610660E1,-3.749060059E1,-6.221999645E0,-4.039419937E1
1.077610660E1,-3.752719879E1,-6.173199654E0,-4.036980057E1
1.078610660E1,-3.760039902E1,-6.160999775E0,-4.024779892E1
1.079610660E1,-3.756380081E1,-6.148799896E0,-4.018679810E1
1.080610660E1,-3.756380081E1,-6.112199783E0,-4.022340012E1
1.081610660E1,-3.752719879E1,-6.173199654E0,-4.019899750E1
1.082610660E1,-3.753939819E1,-6.197599888E0,-4.010139847E1
1.083610660E1,-3.756380081E1,-6.124399662E0,-4.007699966E1
1.084610660E1,-3.753939819E1,-6.075599670E0,-4.005260086E1
1.085610660E1,-3.753939819E1,-6.112199783E0,-4.008919907E1
1.086610660E1,-3.751499939E1,-6.075599670E0,-4.011359787E1
1.087610660E1,-3.755159760E1,-6.099999905E0,-4.015019989E1
1.088610660E1,-3.758819962E1,-6.124399662E0,-4.012580109E1
1.089610660E1,-3.762479782E1,-6.087800026E0,-4.011359787E1
1.090610660E1,-3.766139984E1,-6.099999905E0,-4.017459869E1
1.091610660E1,-3.760039902E1,-6.148799896E0,-4.018679810E1
1.092610660E1,-3.753939819E1,-6.185400009E0,-4.016239929E1
1.093610660E1,-3.760039902E1,-6.221999645E0,-4.015019989E1
1.094610660E1,-3.757600021E1,-6.258599758E0,-4.012580109E1
1.095610660E1,-3.752719879E1,-6.270800114E0,-4.006480026E1
1.096610660E1,-3.741740036E1,-6.307399750E0,-4.006480026E1
1.097610660E1,-3.758819962E1,-6.209799767E0,-4.015019989E1
1.098610660E1,-3.756380081E1,-6.160999775E0,-4.012580109E1
1.099610660E1,-3.760039902E1,-6.160999775E0,-4.012580109E1
1.100610660E1,-3.768579865E1,-6.087800026E0,-4.018679810E1
1.101610660E1,-3.764920044E1,-6.039000034E0,-4.019899750E1
1.102610660E1,-3.769799805E1,-5.965799809E0,-4.028440094E1
1.103610660E1,-3.773460007E1,-5.880399704E0,-4.034539795E1
1.104610660E1,-3.773460007E1,-5.843800068E0,-4.038199997E1
1.105610660E1,-3.756380081E1,-5.941400051E0,-4.038199997E1
1.106610660E1,-3.757600021E1,-6.026799679E0,-4.029660034E1
1.107610660E1,-3.757600021E1,-6.051199913E0,-4.028440094E1
1.108610660E1,-3.760039902E1,-6.063399792E0,-4.030879974E1
1.109610660E1,-3.753939819E1,-6.075599670E0,-4.033319855E1
1.110610660E1,-3.750279999E1,-6.112199783E0,-4.022340012E1
1.111610660E1,-3.747840118E1,-6.136600018E0,-4.017459869E1
1.112610660E1,-3.751499939E1,-6.124399662E0,-4.006480026E1
1.113610660E1,-3.751499939E1,-6.099999905E0,-3.999160004E1
1.114610660E1,-3.749060059E1,-6.026799679E0,-4.007699966E1
1.115610660E1,-3.742959976E1,-6.051199913E0,-4.006480026E1
1.116610660E1,-3.744179916E1,-6.063399792E0,-4.006480026E1
1.117610660E1,-3.739299774E1,-6.051199913E0,-4.007699966E1
1.118610660E1,-3.741740036E1,-6.002399921E0,-4.015019989E1
1.119610660E1,-3.745399857E1,-6.014599800E0,-4.013800049E1
1.120610660E1,-3.747840118E1,-5.977999687E0,-4.029660034E1
1.121610660E1,-3.742959976E1,-5.953599930E0,-4.038199997E1
1.122610660E1,-3.740520096E1,-5.977999687E0,-4.038199997E1
1.123610660E1,-3.744179916E1,-5.916999817E0,-4.041859818E1
1.124610660E1,-3.736859894E1,-5.929199696E0,-4.032099915E1
1.125610660E1,-3.744179916E1,-5.953599930E0,-4.027219772E1
1.126610660E1,-3.742959976E1,-6.014599800E0,-4.015019989E1
1.127610660E1,-3.738079834E1,-6.014599800E0,-4.017459869E1
1.128610660E1,-3.749060059E1,-6.026799679E0,-4.007699966E1
1.129610660E1,-3.758819962E1,-6.051199913E0,-3.999160004E1
1.130610660E1,-3.756380081E1,-6.039000034E0,-3.995499802E1
1.131610660E1,-3.760039902E1,-6.051199913E0,-3.993059921E1
1.132610660E1,-3.761259842E1,-6.051199913E0,-3.999160004E1
1.133610660E1,-3.761259842E1,-6.026799679E0,-3.995499802E1
1.134610660E1,-3.763700104E1,-6.026799679E0,-4.002819824E1
1.135610660E1,-3.767359924E1,-6.002399921E0,-4.002819824E1
1.136610660E1,-3.761259842E1,-5.965799809E0,-4.012580109E1
1.137610660E1,-3.757600021E1,-5.904799938E0,-4.013800049E1
1.138610660E1,-3.763700104E1,-5.880399704E0,-4.013800049E1
1.139610660E1,-3.758819962E1,-5.831599712E0,-4.018679810E1
1.140610660E1,-3.760039902E1,-5.819399834E0,-4.022340012E1
1.141610660E1,-3.756380081E1,-5.795000076E0,-4.025999832E1
1.142610660E1,-3.758819962E1,-5.746200085E0,-4.030879974E1
1.143610660E1,-3.756380081E1,-5.733999729E0,-4.035759735E1
1.144610660E1,-3.753939819E1,-5.746200085E0,-4.029660034E1
1.145610660E1,-3.749060059E1,-5.831599712E0,-4.032099915E1
1.146610660E1,-3.739299774E1,-5.855999947E0,-4.032099915E1
1.147610660E1,-3.740520096E1,-5.855999947E0,-4.029660034E1
1.148610660E1,-3.735639954E1,-5.819399834E0,-4.021120071E1
1.149610660E1,-3.736859894E1,-5.843800068E0,-4.016239929E1
1.150610660E1,-3.730759811E1,-5.855999947E0,-4.007699966E1
1.151610660E1,-3.731979752E1,-5.819399834E0,-4.004039764E1
1.152610660E1,-3.724660110E1,-5.880399704E0,-3.995499802E1
1.153610660E1,-3.729539871E1,-5.868199825E0,-3.994279861E1
1.154610660E1,-3.731979752E1,-5.819399834E0,-4.000379944E1
1.155610660E1,-3.731979752E1,-5.819399834E0,-4.002819824E1
1.156610660E1,-3.731979752E1,-5.843800068E0,-4.001599884E1
1.157610660E1,-3.731979752E1,-5.843800068E0,-4.002819824E1
1.158610660E1,-3.731979752E1,-5.819399834E0,-4.017459869E1
1.159610660E1,-3.741740036E1,-5.868199825E0,-4.023559952E1
1.160610660E1,-3.741740036E1,-5.855999947E0,-4.028440094E1
1.161610660E1,-3.740520096E1,-5.855999947E0,-4.027219772E1
1.162610660E1,-3.746619797E1,-5.868199825E0,-4.022340012E1
1.163610660E1,-3.749060059E1,-5.868199825E0,-4.023559952E1
1.164610660E1,-3.746619797E1,-5.880399704E0,-4.022340012E1
1.165610660E1,-3.749060059E1,-5.855999947E0,-4.023559952E1
1.166610660E1,-3.751499939E1,-5.892600060E0,-4.015019989E1
1.167610660E1,-3.745399857E1,-5.868199825E0,-4.010139847E1
1.168610660E1,-3.751499939E1,-5.782799721E0,-4.017459869E1
1.169610660E1,-3.753939819E1,-5.709599972E0,-4.022340012E1
1.170610660E1,-3.749060059E1,-5.758399963E0,-4.024779892E1
1.171610660E1,-3.742959976E1,-5.843800068E0,-4.016239929E1
1.172610660E1,-3.746619797E1,-5.807199955E0,-4.022340012E1
1.173610660E1,-3.746619797E1,-5.807199955E0,-4.022340012E1
1.174610660E1,-3.745399857E1,-5.782799721E0,-4.023559952E1
1.175610660E1,-3.744179916E1,-5.807199955E0,-4.023559952E1
1.176610660E1,-3.742959976E1,-5.929199696E0,-4.017459869E1
1.177610660E1,-3.738079834E1,-5.977999687E0,-4.017459869E1
1.178610660E1,-3.745399857E1,-6.039000034E0,-4.013800049E1
1.179610660E1,-3.753939819E1,-5.977999687E0,-4.017459869E1
1.180610660E1,-3.758819962E1,-6.039000034E0,-4.010139847E1
1.181610660E1,-3.752719879E1,-6.112199783E0,-4.006480026E1
1.182610660E1,-3.758819962E1,-6.160999775E0,-4.007699966E1
1.183610660E1,-3.752719879E1,-6.173199654E0,-4.006480026E1
1.184610660E1,-3.746619797E1,-6.124399662E0,-4.006480026E1
1.185610660E1,-3.755159760E1,-6.099999905E0,-4.002819824E1
1.186610660E1,-3.751499939E1,-6.014599800E0,-4.004039764E1
1.187610660E1,-3.741740036E1,-6.002399921E0,-4.006480026E1
1.188610660E1,-3.736859894E1,-5.990200043E0,-4.017459869E1
1.189610660E1,-3.738079834E1,-5.916999817E0,-4.035759735E1
1.190610660E1,-3.729539871E1,-5.880399704E0,-4.040639877E1
1.191610660E1,-3.736859894E1,-5.892600060E0,-4.047959900E1
1.192610660E1,-3.745399857E1,-5.941400051E0,-4.044300079E1
1.193610660E1,-3.739299774E1,-5.953599930E0,-4.055279922E1
1.194610660E1,-3.745399857E1,-5.904799938E0,-4.067480087E1
1.195610660E1,-3.752719879E1,-5.868199825E0,-4.069919968E1
1.196610660E1,-3.755159760E1,-5.819399834E0,-4.069919968E1
1.197610660E1,-3.766139984E1,-5.770599842E0,-4.066259766E1
1.198610660E1,-3.772240067E1,-5.746200085E0,-4.066259766E1
1.199610660E1,-3.771019745E1,-5.672999859E0,-4.060160065E1
1.200610660E1,-3.775899887E1,-5.538799763E0,-4.074800110E1
1.201610660E1,-3.777119827E1,-5.514400005E0,-4.072359848E1
1.202610660E1,-3.779560089E1,-5.514400005E0,-4.062599945E1
1.203610660E1,-3.781999969E1,-5.526599884E0,-4.066259766E1
1.204610660E1,-3.785659790E1,-5.563199997E0,-4.061380005E1
1.205610660E1,-3.779560089E1,-5.624199867E0,-4.057719803E1
1.206610660E1,-3.779560089E1,-5.672999859E0,-4.050399780E1
1.207610660E1,-3.779560089E1,-5.721799850E0,-4.058939743E1
1.208610660E1,-3.773460007E1,-5.831599712E0,-4.051620102E1
1.209610660E1,-3.774679947E1,-5.868199825E0,-4.049179840E1
1.210610660E1,-3.769799805E1,-5.868199825E0,-4.054059982E1
1.211610660E1,-3.766139984E1,-5.880399704E0,-4.049179840E1
1.212610660E1,-3.764920044E1,-5.892600060E0,-4.055279922E1
1.213610660E1,-3.766139984E1,-5.941400051E0,-4.056499863E1
1.214610660E1,-3.758819962E1,-5.965799809E0,-4.060160065E1
1.215610660E1,-3.758819962E1,-5.965799809E0,-4.058939743E1
1.216610660E1,-3.751499939E1,-5.941400051E0,-4.054059982E1
1.217610660E1,-3.749060059E1,-5.965799809E0,-4.054059982E1
1.218610660E1,-3.742959976E1,-6.026799679E0,-4.050399780E1
1.219610660E1,-3.742959976E1,-6.063399792E0,-4.046739960E1
