"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.683610660E1,-3.580699921E1,-9.869799614E0,-4.019899750E1
1.684610660E1,-3.586800003E1,-9.967399597E0,-4.025999832E1
1.685610660E1,-3.588019943E1,-9.979599953E0,-4.022340012E1
1.686610660E1,-3.589239883E1,-9.991799355E0,-4.025999832E1
1.687610660E1,-3.596559906E1,-9.979599953E0,-4.022340012E1
1.688610660E1,-3.603879929E1,-1.002839947E1,-4.011359787E1
1.689610660E1,-3.605099869E1,-1.002839947E1,-4.010139847E1
1.690610660E1,-3.608760071E1,-9.955200195E0,-4.010139847E1
1.691610660E1,-3.614859772E1,-1.000399971E1,-4.004039764E1
1.692610660E1,-3.618519974E1,-9.942999840E0,-3.993059921E1
1.693610660E1,-3.624620056E1,-9.930799484E0,-3.984519958E1
1.694610660E1,-3.630719757E1,-9.942999840E0,-3.974760056E1
1.695610660E1,-3.636819839E1,-9.942999840E0,-3.961339951E1
1.696610660E1,-3.642919922E1,-9.906399727E0,-3.961339951E1
1.697610660E1,-3.644139862E1,-9.894199371E0,-3.960120010E1
1.698610660E1,-3.649020004E1,-9.930799484E0,-3.962559891E1
1.699610660E1,-3.647800064E1,-9.930799484E0,-3.958900070E1
1.700610660E1,-3.646579742E1,-9.967399597E0,-3.960120010E1
1.701610660E1,-3.641699982E1,-9.991799355E0,-3.960120010E1
1.702610660E1,-3.636819839E1,-1.002839947E1,-3.958900070E1
1.703610660E1,-3.635599899E1,-1.005280018E1,-3.960120010E1
1.704610660E1,-3.631940079E1,-1.010159969E1,-3.958900070E1
1.705610660E1,-3.634379959E1,-1.012599945E1,-3.955239868E1
1.706610660E1,-3.633160019E1,-1.016259956E1,-3.938159943E1
1.707610660E1,-3.634379959E1,-1.018700027E1,-3.936940002E1
1.708610660E1,-3.635599899E1,-1.017479992E1,-3.934499741E1
1.709610660E1,-3.642919922E1,-1.012599945E1,-3.940599823E1
1.710610660E1,-3.656340027E1,-1.010159969E1,-3.933279800E1
1.711610660E1,-3.658779907E1,-1.008939934E1,-3.935720062E1
1.712610660E1,-3.662440109E1,-1.000399971E1,-3.939379883E1
1.713610660E1,-3.662440109E1,-1.001620007E1,-3.930839920E1
1.714610660E1,-3.664879990E1,-9.979599953E0,-3.938159943E1
1.715610660E1,-3.666099930E1,-9.930799484E0,-3.939379883E1
1.716610660E1,-3.669759750E1,-9.894199371E0,-3.949139786E1
1.717610660E1,-3.674639893E1,-9.942999840E0,-3.935720062E1
1.718610660E1,-3.672200012E1,-9.942999840E0,-3.940599823E1
1.719610660E1,-3.673419952E1,-9.955200195E0,-3.944260025E1
1.720610660E1,-3.667319870E1,-9.955200195E0,-3.939379883E1
1.721610660E1,-3.667319870E1,-9.857600212E0,-3.950360107E1
1.722610660E1,-3.678300095E1,-9.796599388E0,-3.958900070E1
1.723610660E1,-3.678300095E1,-9.760000229E0,-3.969879913E1
1.724610660E1,-3.683179855E1,-9.772199631E0,-3.962559891E1
1.725610660E1,-3.685620117E1,-9.784399986E0,-3.973539734E1
1.726610660E1,-3.688059998E1,-9.735599518E0,-3.978419876E1
1.727610660E1,-3.689279938E1,-9.674599648E0,-3.980859756E1
1.728610660E1,-3.701480103E1,-9.711199760E0,-3.982080078E1
1.729610660E1,-3.706359863E1,-9.723400116E0,-3.979639816E1
1.730610660E1,-3.696599960E1,-9.735599518E0,-3.977199936E1
1.731610660E1,-3.707579803E1,-9.747799873E0,-3.966220093E1
1.732610660E1,-3.706359863E1,-9.625800133E0,-3.972319794E1
1.733610660E1,-3.707579803E1,-9.491600037E0,-3.985739899E1
1.734610660E1,-3.706359863E1,-9.454999924E0,-3.991839981E1
1.735610660E1,-3.713679886E1,-9.467200279E0,-3.991839981E1
1.736610660E1,-3.710020065E1,-9.394000053E0,-3.995499802E1
1.737610660E1,-3.714899826E1,-9.333000183E0,-3.996719742E1
1.738610660E1,-3.712459946E1,-9.308599472E0,-3.995499802E1
1.739610660E1,-3.710020065E1,-9.247599602E0,-4.006480026E1
1.740610660E1,-3.706359863E1,-9.271999359E0,-4.010139847E1
1.741610660E1,-3.707579803E1,-9.284199715E0,-3.997940063E1
1.742610660E1,-3.710020065E1,-9.308599472E0,-3.988179779E1
1.743610660E1,-3.700259781E1,-9.308599472E0,-3.980859756E1
1.744610660E1,-3.701480103E1,-9.333000183E0,-3.973539734E1
1.745610660E1,-3.695380020E1,-9.454999924E0,-3.968659973E1
1.746610660E1,-3.691719818E1,-9.503799438E0,-3.961339951E1
1.747610660E1,-3.694160080E1,-9.528200150E0,-3.962559891E1
1.748610660E1,-3.695380020E1,-9.552599907E0,-3.960120010E1
1.749610660E1,-3.686840057E1,-9.625800133E0,-3.963779831E1
1.750610660E1,-3.683179855E1,-9.637999535E0,-3.968659973E1
1.751610660E1,-3.686840057E1,-9.637999535E0,-3.973539734E1
1.752610660E1,-3.681959915E1,-9.613599777E0,-3.988179779E1
1.753610660E1,-3.683179855E1,-9.552599907E0,-3.994279861E1
1.754610660E1,-3.688059998E1,-9.528200150E0,-4.005260086E1
1.755610660E1,-3.680739975E1,-9.552599907E0,-4.000379944E1
1.756610660E1,-3.684399796E1,-9.576999664E0,-4.002819824E1
1.757610660E1,-3.691719818E1,-9.564800262E0,-4.000379944E1
1.758610660E1,-3.694160080E1,-9.552599907E0,-4.004039764E1
1.759610660E1,-3.691719818E1,-9.576999664E0,-4.000379944E1
1.760610660E1,-3.692939758E1,-9.625800133E0,-3.989400101E1
1.761610660E1,-3.695380020E1,-9.698999405E0,-3.984519958E1
1.762610660E1,-3.699039841E1,-9.711199760E0,-3.977199936E1
1.763610660E1,-3.702700043E1,-9.735599518E0,-3.966220093E1
1.764610660E1,-3.699039841E1,-9.711199760E0,-3.958900070E1
1.765610660E1,-3.696599960E1,-9.698999405E0,-3.958900070E1
1.766610660E1,-3.695380020E1,-9.711199760E0,-3.951580048E1
1.767610660E1,-3.696599960E1,-9.686800003E0,-3.954019928E1
1.768610660E1,-3.700259781E1,-9.674599648E0,-3.952799988E1
1.769610660E1,-3.697819901E1,-9.650199890E0,-3.947919846E1
1.770610660E1,-3.697819901E1,-9.662400246E0,-3.947919846E1
1.771610660E1,-3.695380020E1,-9.637999535E0,-3.956459808E1
1.772610660E1,-3.697819901E1,-9.637999535E0,-3.949139786E1
1.773610660E1,-3.697819901E1,-9.625800133E0,-3.944260025E1
1.774610660E1,-3.700259781E1,-9.662400246E0,-3.943040085E1
1.775610660E1,-3.699039841E1,-9.613599777E0,-3.941819763E1
1.776610660E1,-3.700259781E1,-9.601399422E0,-3.939379883E1
1.777610660E1,-3.697819901E1,-9.552599907E0,-3.950360107E1
1.778610660E1,-3.701480103E1,-9.491600037E0,-3.950360107E1
1.779610660E1,-3.707579803E1,-9.491600037E0,-3.947919846E1
1.780610660E1,-3.705139923E1,-9.430600166E0,-3.955239868E1
1.781610660E1,-3.705139923E1,-9.357399940E0,-3.952799988E1
1.782610660E1,-3.701480103E1,-9.320799828E0,-3.946699905E1
1.783610660E1,-3.707579803E1,-9.271999359E0,-3.963779831E1
1.784610660E1,-3.705139923E1,-9.223199844E0,-3.968659973E1
1.785610660E1,-3.712459946E1,-9.198800087E0,-3.966220093E1
1.786610660E1,-3.707579803E1,-9.223199844E0,-3.971099854E1
1.787610660E1,-3.701480103E1,-9.162199974E0,-3.975979996E1
1.788610660E1,-3.700259781E1,-9.186599731E0,-3.973539734E1
1.789610660E1,-3.699039841E1,-9.235400200E0,-3.974760056E1
1.790610660E1,-3.696599960E1,-9.174399376E0,-3.985739899E1
1.791610660E1,-3.692939758E1,-9.223199844E0,-3.969879913E1
1.792610660E1,-3.695380020E1,-9.235400200E0,-3.964999771E1
1.793610660E1,-3.690499878E1,-9.223199844E0,-3.958900070E1
1.794610660E1,-3.696599960E1,-9.198800087E0,-3.955239868E1
1.795610660E1,-3.699039841E1,-9.210999489E0,-3.956459808E1
1.796610660E1,-3.702700043E1,-9.235400200E0,-3.958900070E1
1.797610660E1,-3.699039841E1,-9.235400200E0,-3.960120010E1
1.798610660E1,-3.699039841E1,-9.235400200E0,-3.955239868E1
1.799610660E1,-3.700259781E1,-9.296400070E0,-3.954019928E1
1.800610660E1,-3.697819901E1,-9.345199585E0,-3.955239868E1
1.801610660E1,-3.697819901E1,-9.369600296E0,-3.955239868E1
1.802610660E1,-3.692939758E1,-9.442799568E0,-3.949139786E1
1.803610660E1,-3.696599960E1,-9.442799568E0,-3.944260025E1
1.804610660E1,-3.700259781E1,-9.369600296E0,-3.945479965E1
1.805610660E1,-3.706359863E1,-9.418399811E0,-3.940599823E1
1.806610660E1,-3.713679886E1,-9.454999924E0,-3.941819763E1
1.807610660E1,-3.717340088E1,-9.394000053E0,-3.941819763E1
1.808610660E1,-3.723439789E1,-9.320799828E0,-3.947919846E1
1.809610660E1,-3.730759811E1,-9.271999359E0,-3.956459808E1
1.810610660E1,-3.733200073E1,-9.198800087E0,-3.954019928E1
1.811610660E1,-3.733200073E1,-9.186599731E0,-3.954019928E1
1.812610660E1,-3.733200073E1,-9.259799957E0,-3.947919846E1
1.813610660E1,-3.734420013E1,-9.210999489E0,-3.945479965E1
1.814610660E1,-3.738079834E1,-9.198800087E0,-3.954019928E1
1.815610660E1,-3.735639954E1,-9.198800087E0,-3.952799988E1
1.816610660E1,-3.735639954E1,-9.223199844E0,-3.945479965E1
1.817610660E1,-3.735639954E1,-9.223199844E0,-3.936940002E1
1.818610660E1,-3.735639954E1,-9.210999489E0,-3.941819763E1
1.819610660E1,-3.730759811E1,-9.223199844E0,-3.947919846E1
1.820610660E1,-3.725880051E1,-9.223199844E0,-3.958900070E1
1.821610660E1,-3.722219849E1,-9.174399376E0,-3.975979996E1
1.822610660E1,-3.711240005E1,-9.149999619E0,-3.971099854E1
1.823610660E1,-3.711240005E1,-9.125599861E0,-3.982080078E1
1.824610660E1,-3.705139923E1,-9.113399506E0,-3.995499802E1
1.825610660E1,-3.694160080E1,-9.162199974E0,-4.002819824E1
1.826610660E1,-3.690499878E1,-9.174399376E0,-4.007699966E1
1.827610660E1,-3.691719818E1,-9.137800217E0,-4.000379944E1
1.828610660E1,-3.690499878E1,-9.113399506E0,-4.008919907E1
1.829610660E1,-3.690499878E1,-9.125599861E0,-4.001599884E1
1.830610660E1,-3.686840057E1,-9.210999489E0,-4.002819824E1
1.831610660E1,-3.679520035E1,-9.284199715E0,-4.001599884E1
1.832610660E1,-3.683179855E1,-9.284199715E0,-4.002819824E1
1.833610660E1,-3.684399796E1,-9.284199715E0,-4.011359787E1
1.834610660E1,-3.680739975E1,-9.259799957E0,-4.019899750E1
1.835610660E1,-3.683179855E1,-9.333000183E0,-4.025999832E1
1.836610660E1,-3.678300095E1,-9.345199585E0,-4.016239929E1
1.837610660E1,-3.663660049E1,-9.345199585E0,-4.027219772E1
1.838610660E1,-3.661219788E1,-9.296400070E0,-4.029660034E1
1.839610660E1,-3.664879990E1,-9.308599472E0,-4.030879974E1
1.840610660E1,-3.656340027E1,-9.333000183E0,-4.024779892E1
1.841610660E1,-3.658779907E1,-9.320799828E0,-4.011359787E1
1.842610660E1,-3.656340027E1,-9.430600166E0,-4.008919907E1
1.843610660E1,-3.647800064E1,-9.467200279E0,-4.002819824E1
1.844610660E1,-3.651459885E1,-9.528200150E0,-3.999160004E1
1.845610660E1,-3.675859833E1,-9.613599777E0,-3.986959839E1
1.846610660E1,-3.685620117E1,-9.674599648E0,-3.990620041E1
1.847610660E1,-3.683179855E1,-9.637999535E0,-3.985739899E1
1.848610660E1,-3.688059998E1,-9.711199760E0,-3.984519958E1
1.849610660E1,-3.688059998E1,-9.796599388E0,-3.990620041E1
1.850610660E1,-3.691719818E1,-9.821000099E0,-3.985739899E1
1.851610660E1,-3.697819901E1,-9.808799744E0,-3.984519958E1
1.852610660E1,-3.705139923E1,-9.857600212E0,-3.985739899E1
1.853610660E1,-3.691719818E1,-9.918600082E0,-3.989400101E1
1.854610660E1,-3.686840057E1,-9.942999840E0,-3.982080078E1
1.855610660E1,-3.686840057E1,-9.991799355E0,-3.985739899E1
1.856610660E1,-3.681959915E1,-1.001620007E1,-3.982080078E1
1.857610660E1,-3.684399796E1,-1.006499958E1,-3.972319794E1
1.858610660E1,-3.691719818E1,-1.004059982E1,-3.968659973E1
1.859610660E1,-3.691719818E1,-1.011380005E1,-3.968659973E1
1.860610660E1,-3.688059998E1,-1.005280018E1,-3.967440033E1
1.861610660E1,-3.692939758E1,-1.002839947E1,-3.964999771E1
1.862610660E1,-3.703919983E1,-1.002839947E1,-3.966220093E1
1.863610660E1,-3.706359863E1,-1.001620007E1,-3.960120010E1
1.864610660E1,-3.714899826E1,-9.979599953E0,-3.966220093E1
1.865610660E1,-3.716119766E1,-9.857600212E0,-3.975979996E1
1.866610660E1,-3.720999908E1,-9.747799873E0,-3.977199936E1
1.867610660E1,-3.723439789E1,-9.674599648E0,-3.974760056E1
1.868610660E1,-3.723439789E1,-9.686800003E0,-3.974760056E1
1.869610660E1,-3.727099991E1,-9.711199760E0,-3.979639816E1
1.870610660E1,-3.727099991E1,-9.674599648E0,-3.980859756E1
1.871610660E1,-3.728319931E1,-9.662400246E0,-3.983300018E1
1.872610660E1,-3.727099991E1,-9.686800003E0,-3.983300018E1
1.873610660E1,-3.734420013E1,-9.735599518E0,-3.971099854E1
1.874610660E1,-3.723439789E1,-9.821000099E0,-3.972319794E1
1.875610660E1,-3.731979752E1,-9.760000229E0,-3.980859756E1
1.876610660E1,-3.739299774E1,-9.723400116E0,-3.980859756E1
1.877610660E1,-3.734420013E1,-9.637999535E0,-3.982080078E1
1.878610660E1,-3.731979752E1,-9.576999664E0,-3.983300018E1
1.879610660E1,-3.740520096E1,-9.540399551E0,-3.986959839E1
1.880610660E1,-3.739299774E1,-9.454999924E0,-3.986959839E1
1.881610660E1,-3.729539871E1,-9.418399811E0,-3.993059921E1
1.882610660E1,-3.735639954E1,-9.369600296E0,-3.995499802E1
1.883610660E1,-3.727099991E1,-9.394000053E0,-3.995499802E1
1.884610660E1,-3.729539871E1,-9.406199455E0,-3.997940063E1
1.885610660E1,-3.727099991E1,-9.394000053E0,-3.993059921E1
1.886610660E1,-3.730759811E1,-9.381799698E0,-3.995499802E1
1.887610660E1,-3.722219849E1,-9.381799698E0,-3.991839981E1
1.888610660E1,-3.720999908E1,-9.442799568E0,-3.993059921E1
1.889610660E1,-3.719779968E1,-9.503799438E0,-3.993059921E1
1.890610660E1,-3.714899826E1,-9.601399422E0,-3.991839981E1
1.891610660E1,-3.705139923E1,-9.662400246E0,-3.986959839E1
1.892610660E1,-3.695380020E1,-9.711199760E0,-3.984519958E1
1.893610660E1,-3.701480103E1,-9.808799744E0,-3.985739899E1
1.894610660E1,-3.697819901E1,-9.918600082E0,-3.972319794E1
1.895610660E1,-3.690499878E1,-1.001620007E1,-3.974760056E1
1.896610660E1,-3.686840057E1,-1.002839947E1,-3.973539734E1
1.897610660E1,-3.684399796E1,-1.004059982E1,-3.978419876E1
1.898610660E1,-3.684399796E1,-1.002839947E1,-3.963779831E1
1.899610660E1,-3.686840057E1,-1.005280018E1,-3.966220093E1
1.900610660E1,-3.681959915E1,-1.013819981E1,-3.964999771E1
1.901610660E1,-3.675859833E1,-1.017479992E1,-3.967440033E1
1.902610660E1,-3.663660049E1,-1.023579979E1,-3.978419876E1
1.903610660E1,-3.661219788E1,-1.027239990E1,-3.974760056E1
1.904610660E1,-3.661219788E1,-1.040660000E1,-3.972319794E1
1.905610660E1,-3.659999847E1,-1.052859974E1,-3.975979996E1
1.906610660E1,-3.659999847E1,-1.066279984E1,-3.996719742E1
1.907610660E1,-3.661219788E1,-1.079699993E1,-4.000379944E1
1.908610660E1,-3.658779907E1,-1.089459991E1,-4.002819824E1
1.909610660E1,-3.655120087E1,-1.095559978E1,-3.995499802E1
1.910610660E1,-3.661219788E1,-1.104099941E1,-3.988179779E1
1.911610660E1,-3.664879990E1,-1.116300011E1,-3.985739899E1
1.912610660E1,-3.672200012E1,-1.123619938E1,-3.984519958E1
1.913610660E1,-3.677079773E1,-1.128499985E1,-3.975979996E1
1.914610660E1,-3.680739975E1,-1.137039948E1,-3.961339951E1
1.915610660E1,-3.681959915E1,-1.145580006E1,-3.947919846E1
1.916610660E1,-3.688059998E1,-1.140699959E1,-3.930839920E1
1.917610660E1,-3.701480103E1,-1.155340004E1,-3.921080017E1
1.918610660E1,-3.713679886E1,-1.165100002E1,-3.916199875E1
1.919610660E1,-3.719779968E1,-1.167539978E1,-3.916199875E1
1.920610660E1,-3.717340088E1,-1.166319942E1,-3.913759995E1
1.921610660E1,-3.717340088E1,-1.177299976E1,-3.912540054E1
1.922610660E1,-3.714899826E1,-1.179739952E1,-3.921080017E1
1.923610660E1,-3.717340088E1,-1.182180023E1,-3.925959778E1
1.924610660E1,-3.717340088E1,-1.195599937E1,-3.934499741E1
1.925610660E1,-3.703919983E1,-1.195599937E1,-3.944260025E1
1.926610660E1,-3.690499878E1,-1.196819973E1,-3.946699905E1
1.927610660E1,-3.694160080E1,-1.199259949E1,-3.946699905E1
1.928610660E1,-3.684399796E1,-1.205359936E1,-3.944260025E1
1.929610660E1,-3.674639893E1,-1.205359936E1,-3.940599823E1
1.930610660E1,-3.670980072E1,-1.211460018E1,-3.934499741E1
1.931610660E1,-3.666099930E1,-1.217560005E1,-3.930839920E1
1.932610660E1,-3.664879990E1,-1.218779945E1,-3.934499741E1
1.933610660E1,-3.667319870E1,-1.221220016E1,-3.934499741E1
1.934610660E1,-3.666099930E1,-1.221220016E1,-3.936940002E1
1.935610660E1,-3.659999847E1,-1.228539944E1,-3.938159943E1
1.936610660E1,-3.663660049E1,-1.237080002E1,-3.943040085E1
1.937610660E1,-3.673419952E1,-1.237080002E1,-3.950360107E1
1.938610660E1,-3.670980072E1,-1.237080002E1,-3.944260025E1
1.939610660E1,-3.666099930E1,-1.238299942E1,-3.945479965E1
1.940610660E1,-3.661219788E1,-1.246840000E1,-3.945479965E1
1.941610660E1,-3.657559967E1,-1.254160023E1,-3.940599823E1
1.942610660E1,-3.655120087E1,-1.260260010E1,-3.941819763E1
1.943610660E1,-3.652679825E1,-1.263920021E1,-3.938159943E1
1.944610660E1,-3.657559967E1,-1.260260010E1,-3.938159943E1
1.945610660E1,-3.657559967E1,-1.262699986E1,-3.935720062E1
1.946610660E1,-3.658779907E1,-1.265139961E1,-3.944260025E1
1.947610660E1,-3.661219788E1,-1.261479950E1,-3.951580048E1
1.948610660E1,-3.666099930E1,-1.256599998E1,-3.944260025E1
1.949610660E1,-3.670980072E1,-1.249279976E1,-3.951580048E1
1.950610660E1,-3.678300095E1,-1.245619965E1,-3.950360107E1
1.951610660E1,-3.675859833E1,-1.240740013E1,-3.952799988E1
1.952610660E1,-3.677079773E1,-1.240740013E1,-3.949139786E1
1.953610660E1,-3.669759750E1,-1.245619965E1,-3.943040085E1
1.954610660E1,-3.672200012E1,-1.245619965E1,-3.943040085E1
1.955610660E1,-3.673419952E1,-1.252939987E1,-3.936940002E1
1.956610660E1,-3.664879990E1,-1.260260010E1,-3.950360107E1
1.957610660E1,-3.657559967E1,-1.265139961E1,-3.946699905E1
1.958610660E1,-3.655120087E1,-1.266359997E1,-3.954019928E1
1.959610660E1,-3.655120087E1,-1.272459984E1,-3.962559891E1
1.960610660E1,-3.646579742E1,-1.276119995E1,-3.968659973E1
1.961610660E1,-3.647800064E1,-1.272459984E1,-3.977199936E1
1.962610660E1,-3.641699982E1,-1.273680019E1,-3.972319794E1
1.963610660E1,-3.641699982E1,-1.266359997E1,-3.980859756E1
1.964610660E1,-3.642919922E1,-1.261479950E1,-3.971099854E1
1.965610660E1,-3.646579742E1,-1.262699986E1,-3.974760056E1
1.966610660E1,-3.640480042E1,-1.268799973E1,-3.968659973E1
1.967610660E1,-3.640480042E1,-1.267579937E1,-3.967440033E1
1.968610660E1,-3.644139862E1,-1.270020008E1,-3.958900070E1
1.969610660E1,-3.639260101E1,-1.276119995E1,-3.957679749E1
1.970610660E1,-3.638039780E1,-1.282219982E1,-3.963779831E1
1.971610660E1,-3.634379959E1,-1.290759945E1,-3.957679749E1
1.972610660E1,-3.634379959E1,-1.296859932E1,-3.958900070E1
1.973610660E1,-3.633160019E1,-1.298079967E1,-3.960120010E1
1.974610660E1,-3.630719757E1,-1.296859932E1,-3.958900070E1
1.975610660E1,-3.625839996E1,-1.296859932E1,-3.954019928E1
1.976610660E1,-3.619739914E1,-1.301739979E1,-3.962559891E1
1.977610660E1,-3.619739914E1,-1.304179955E1,-3.961339951E1
1.978610660E1,-3.617300034E1,-1.299300003E1,-3.966220093E1
1.979610660E1,-3.611199951E1,-1.302960014E1,-3.972319794E1
1.980610660E1,-3.606319809E1,-1.302960014E1,-3.973539734E1
1.981610660E1,-3.601440048E1,-1.301739979E1,-3.973539734E1
1.982610660E1,-3.596559906E1,-1.302960014E1,-3.978419876E1
1.983610660E1,-3.592900085E1,-1.311499977E1,-3.974760056E1
1.984610660E1,-3.590459824E1,-1.311499977E1,-3.969879913E1
1.985610660E1,-3.589239883E1,-1.309060001E1,-3.969879913E1
1.986610660E1,-3.584359741E1,-1.309060001E1,-3.971099854E1
1.987610660E1,-3.584359741E1,-1.310279942E1,-3.964999771E1
1.988610660E1,-3.584359741E1,-1.313939953E1,-3.968659973E1
1.989610660E1,-3.581919861E1,-1.322480011E1,-3.966220093E1
1.990610660E1,-3.583139801E1,-1.321259975E1,-3.969879913E1
1.991610660E1,-3.585580063E1,-1.318820000E1,-3.973539734E1
1.992610660E1,-3.586800003E1,-1.315159988E1,-3.979639816E1
1.993610660E1,-3.583139801E1,-1.313939953E1,-3.980859756E1
1.994610660E1,-3.580699921E1,-1.316379929E1,-3.977199936E1
1.995610660E1,-3.578260040E1,-1.313939953E1,-3.978419876E1
1.996610660E1,-3.573379898E1,-1.315159988E1,-3.979639816E1
1.997610660E1,-3.572159958E1,-1.313939953E1,-3.982080078E1
1.998610660E1,-3.572159958E1,-1.323699951E1,-3.974760056E1
1.999610660E1,-3.567279816E1,-1.331019974E1,-3.974760056E1
2.000610660E1,-3.557519913E1,-1.342000008E1,-3.972319794E1
2.001610660E1,-3.556299973E1,-1.355420017E1,-3.973539734E1
2.002610660E1,-3.553860092E1,-1.363959980E1,-3.968659973E1
2.003610660E1,-3.552639771E1,-1.371280003E1,-3.971099854E1
2.004610660E1,-3.550199890E1,-1.374940014E1,-3.973539734E1
2.005610660E1,-3.542879868E1,-1.385919952E1,-3.967440033E1
2.006610660E1,-3.540439987E1,-1.388359928E1,-3.977199936E1
2.007610660E1,-3.538000107E1,-1.390799999E1,-3.978419876E1
2.008610660E1,-3.535559845E1,-1.383479977E1,-3.982080078E1
2.009610660E1,-3.538000107E1,-1.382259941E1,-3.982080078E1
2.010610660E1,-3.536779785E1,-1.379819965E1,-3.984519958E1
2.011610660E1,-3.531900024E1,-1.372499943E1,-3.993059921E1
2.012610660E1,-3.528239822E1,-1.367619991E1,-3.995499802E1
2.013610660E1,-3.529459763E1,-1.355420017E1,-4.005260086E1
2.014610660E1,-3.520919800E1,-1.350539970E1,-4.000379944E1
2.015610660E1,-3.517259979E1,-1.350539970E1,-4.008919907E1
2.016610660E1,-3.517259979E1,-1.355420017E1,-4.008919907E1
2.017610660E1,-3.508720016E1,-1.355420017E1,-4.015019989E1
2.018610660E1,-3.508720016E1,-1.360299969E1,-4.015019989E1
2.019610660E1,-3.513599777E1,-1.365180016E1,-4.012580109E1
2.020610660E1,-3.516040039E1,-1.368839931E1,-4.012580109E1
2.021610660E1,-3.514820099E1,-1.371280003E1,-4.011359787E1
2.022610660E1,-3.519699860E1,-1.373719978E1,-4.015019989E1
2.023610660E1,-3.523360062E1,-1.363959980E1,-4.017459869E1
2.024610660E1,-3.527019882E1,-1.361520004E1,-4.018679810E1
2.025610660E1,-3.527019882E1,-1.355420017E1,-4.015019989E1
2.026610660E1,-3.527019882E1,-1.349319935E1,-4.018679810E1
2.027610660E1,-3.528239822E1,-1.350539970E1,-4.017459869E1
2.028610660E1,-3.522140121E1,-1.352979946E1,-4.017459869E1
2.029610660E1,-3.528239822E1,-1.349319935E1,-4.024779892E1
2.030610660E1,-3.530680084E1,-1.348099995E1,-4.023559952E1
2.031610660E1,-3.531900024E1,-1.351760006E1,-4.017459869E1
2.032610660E1,-3.531900024E1,-1.352979946E1,-4.016239929E1
2.033610660E1,-3.535559845E1,-1.361520004E1,-4.015019989E1
2.034610660E1,-3.538000107E1,-1.367619991E1,-4.017459869E1
2.035610660E1,-3.540439987E1,-1.366399956E1,-4.012580109E1
2.036610660E1,-3.550199890E1,-1.366399956E1,-4.012580109E1
2.037610660E1,-3.546540070E1,-1.374940014E1,-3.997940063E1
2.038610660E1,-3.550199890E1,-1.382259941E1,-3.988179779E1
2.039610660E1,-3.557519913E1,-1.382259941E1,-3.984519958E1
2.040610660E1,-3.563619995E1,-1.384700012E1,-3.983300018E1
2.041610660E1,-3.568499756E1,-1.379819965E1,-3.980859756E1
2.042610660E1,-3.577040100E1,-1.376159954E1,-3.978419876E1
2.043610660E1,-3.578260040E1,-1.363959980E1,-3.983300018E1
2.044610660E1,-3.584359741E1,-1.352979946E1,-3.975979996E1
2.045610660E1,-3.592900085E1,-1.343219948E1,-3.978419876E1
2.046610660E1,-3.595339966E1,-1.327359962E1,-3.982080078E1
2.047610660E1,-3.598999786E1,-1.317599964E1,-3.977199936E1
2.048610660E1,-3.598999786E1,-1.302960014E1,-3.973539734E1
2.049610660E1,-3.600220108E1,-1.288319969E1,-3.977199936E1
2.050610660E1,-3.602659988E1,-1.268799973E1,-3.979639816E1
2.051610660E1,-3.602659988E1,-1.272459984E1,-3.968659973E1
2.052610660E1,-3.606319809E1,-1.266359997E1,-3.971099854E1
2.053610660E1,-3.609980011E1,-1.256599998E1,-3.980859756E1
2.054610660E1,-3.607539749E1,-1.251719952E1,-3.977199936E1
2.055610660E1,-3.606319809E1,-1.251719952E1,-3.978419876E1
2.056610660E1,-3.613639832E1,-1.251719952E1,-3.980859756E1
2.057610660E1,-3.619739914E1,-1.249279976E1,-3.979639816E1
2.058610660E1,-3.624620056E1,-1.250500011E1,-3.977199936E1
2.059610660E1,-3.628279877E1,-1.245619965E1,-3.980859756E1
2.060610660E1,-3.629499817E1,-1.243179989E1,-3.975979996E1
2.061610660E1,-3.630719757E1,-1.239519978E1,-3.971099854E1
2.062610660E1,-3.636819839E1,-1.239519978E1,-3.974760056E1
2.063610660E1,-3.635599899E1,-1.234639931E1,-3.972319794E1
2.064610660E1,-3.630719757E1,-1.233419991E1,-3.972319794E1
2.065610660E1,-3.629499817E1,-1.232199955E1,-3.968659973E1
2.066610660E1,-3.629499817E1,-1.234639931E1,-3.961339951E1
2.067610660E1,-3.629499817E1,-1.235859966E1,-3.961339951E1
2.068610660E1,-3.629499817E1,-1.234639931E1,-3.962559891E1
2.069610660E1,-3.633160019E1,-1.239519978E1,-3.962559891E1
2.070610660E1,-3.635599899E1,-1.234639931E1,-3.960120010E1
2.071610660E1,-3.640480042E1,-1.238299942E1,-3.961339951E1
2.072610660E1,-3.644139862E1,-1.239519978E1,-3.963779831E1
2.073610660E1,-3.645359802E1,-1.239519978E1,-3.968659973E1
2.074610660E1,-3.639260101E1,-1.240740013E1,-3.977199936E1
2.075610660E1,-3.644139862E1,-1.235859966E1,-3.983300018E1
2.076610660E1,-3.644139862E1,-1.232199955E1,-3.993059921E1
2.077610660E1,-3.636819839E1,-1.232199955E1,-3.986959839E1
2.078610660E1,-3.634379959E1,-1.235859966E1,-3.986959839E1
2.079610660E1,-3.627059937E1,-1.233419991E1,-3.983300018E1
2.080610660E1,-3.629499817E1,-1.235859966E1,-3.980859756E1
