"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.930735576E1,-1.580173075E-1,2.390610456E0,9.452308655E0
1.930936582E1,-1.628057212E-1,2.381033659E0,9.409213066E0
1.931137602E1,-1.628057212E-1,2.395398855E0,9.399636269E0
1.931338644E1,-1.628057212E-1,2.376245260E0,9.375694275E0
1.931539712E1,-1.771709323E-1,2.371456861E0,9.361329079E0
1.931740816E1,-1.675941199E-1,2.357091665E0,9.346963882E0
1.931941978E1,-1.628057212E-1,2.347514868E0,9.323021889E0
1.932143175E1,-1.819593310E-1,2.342726469E0,9.323021889E0
1.932344431E1,-1.675941199E-1,2.337938070E0,9.294290543E0
1.932545738E1,-1.867477298E-1,2.361880064E0,9.303867340E0
1.932747076E1,-1.867477298E-1,2.376245260E0,9.270348549E0
1.932948457E1,-2.059013397E-1,2.376245260E0,9.260771751E0
1.933149847E1,-1.963245422E-1,2.409764051E0,9.236829758E0
1.933351264E1,-2.106897533E-1,2.409764051E0,9.222464561E0
1.933552691E1,-2.106897533E-1,2.424129248E0,9.232041359E0
1.933754009E1,-2.250549644E-1,2.438494444E0,9.188945770E0
1.933955332E1,-2.442085743E-1,2.462436438E0,9.203310966E0
1.934156254E1,-2.489969730E-1,2.486378431E0,9.184157372E0
1.934357207E1,-2.489969730E-1,2.486378431E0,9.174580574E0
1.934558196E1,-2.537853718E-1,2.486378431E0,9.155426979E0
1.934759238E1,-2.585737705E-1,2.495955229E0,9.174580574E0
1.934960332E1,-2.729389966E-1,2.476801634E0,9.160215378E0
1.935161462E1,-2.968810201E-1,2.495955229E0,9.155426979E0
1.935362649E1,-2.777273953E-1,2.491166830E0,9.160215378E0
1.935563889E1,-2.777273953E-1,2.481590033E0,9.169792175E0
1.935765165E1,-2.825157940E-1,2.472013235E0,9.179368973E0
1.935966488E1,-2.825157940E-1,2.476801634E0,9.160215378E0
1.936167832E1,-2.920926213E-1,2.467224836E0,9.160215378E0
1.936369212E1,-2.873041928E-1,2.462436438E0,9.155426979E0
1.936570618E1,-2.873041928E-1,2.448071241E0,9.165003777E0
1.936772030E1,-2.633621991E-1,2.433706045E0,9.165003777E0
1.936973452E1,-2.729389966E-1,2.428917646E0,9.165003777E0
1.937174561E1,-2.489969730E-1,2.424129248E0,9.165003777E0
1.937375691E1,-2.346317619E-1,2.419340849E0,9.169792175E0
1.937576826E1,-2.298433632E-1,2.404975653E0,9.174580574E0
1.937777993E1,-2.250549644E-1,2.395398855E0,9.198522568E0
1.937979186E1,-1.963245422E-1,2.400187254E0,9.222464561E0
1.938180384E1,-1.867477298E-1,2.385822058E0,9.208099365E0
1.938381608E1,-1.675941199E-1,2.385822058E0,9.260771751E0
1.938582858E1,-1.771709323E-1,2.366668463E0,9.251194954E0
1.938784134E1,-1.628057212E-1,2.385822058E0,9.279925346E0
1.938985431E1,-1.532289088E-1,2.366668463E0,9.265560150E0
1.939186728E1,-1.388636976E-1,2.361880064E0,9.284713745E0
1.939388040E1,-1.532289088E-1,2.361880064E0,9.284713745E0
1.939589363E1,-1.484405100E-1,2.352303267E0,9.279925346E0
1.939790691E1,-1.532289088E-1,2.357091665E0,9.299078941E0
1.939992019E1,-1.771709323E-1,2.347514868E0,9.289502144E0
1.940192827E1,-1.723825186E-1,2.357091665E0,9.289502144E0
1.940393665E1,-1.723825186E-1,2.347514868E0,9.284713745E0
1.940594550E1,-1.963245422E-1,2.352303267E0,9.284713745E0
1.940795493E1,-1.867477298E-1,2.361880064E0,9.299078941E0
1.940996504E1,-1.963245422E-1,2.381033659E0,9.299078941E0
1.941197571E1,-2.202665508E-1,2.400187254E0,9.299078941E0
1.941398712E1,-2.202665508E-1,2.409764051E0,9.303867340E0
1.941599925E1,-2.154781520E-1,2.414552450E0,9.284713745E0
1.941801217E1,-2.250549644E-1,2.448071241E0,9.284713745E0
1.942002577E1,-2.106897533E-1,2.443282843E0,9.289502144E0
1.942203983E1,-2.154781520E-1,2.443282843E0,9.289502144E0
1.942405441E1,-2.250549644E-1,2.438494444E0,9.303867340E0
1.942606936E1,-2.537853718E-1,2.438494444E0,9.308655739E0
1.942808457E1,-2.681505978E-1,2.443282843E0,9.308655739E0
1.943009988E1,-2.729389966E-1,2.443282843E0,9.294290543E0
1.943211519E1,-2.729389966E-1,2.433706045E0,9.299078941E0
1.943412790E1,-2.825157940E-1,2.452859640E0,9.270348549E0
1.943613941E1,-2.920926213E-1,2.452859640E0,9.251194954E0
1.943815097E1,-2.873041928E-1,2.452859640E0,9.265560150E0
1.944016259E1,-3.016694188E-1,2.462436438E0,9.236829758E0
1.944217431E1,-2.825157940E-1,2.457648039E0,9.241618156E0
1.944418613E1,-2.968810201E-1,2.481590033E0,9.251194954E0
1.944619707E1,-2.729389966E-1,2.472013235E0,9.251194954E0
1.944820821E1,-2.681505978E-1,2.505532026E0,9.251194954E0
1.945021957E1,-2.394201756E-1,2.491166830E0,9.251194954E0
1.945223118E1,-2.537853718E-1,2.491166830E0,9.260771751E0
1.945424300E1,-2.489969730E-1,2.486378431E0,9.227252960E0
1.945625488E1,-2.681505978E-1,2.481590033E0,9.232041359E0
1.945826707E1,-2.681505978E-1,2.472013235E0,9.208099365E0
1.946027952E1,-2.729389966E-1,2.476801634E0,9.208099365E0
1.946229222E1,-4.070142806E-1,2.290053844E0,9.045293808E0
1.946430509E1,-6.661866307E-1,1.974019289E0,8.839392662E0
1.946631795E1,-8.481459618E-1,1.676539779E0,8.719682693E0
1.946833102E1,-9.678560495E-1,1.465849996E0,8.619126320E0
1.947034415E1,-8.625111580E-1,1.518522382E0,8.700529099E0
1.947235738E1,-6.374561787E-1,1.753752708E0,8.992621422E0
1.947437061E1,-4.309563041E-1,1.964442492E0,9.227252960E0
1.947638415E1,-2.394201756E-1,2.189497471E0,9.528923035E0
1.947839134E1,-6.703764945E-2,2.400187254E0,9.797672272E0
1.948039868E1,5.267243832E-2,2.586935043E0,1.003230381E1
1.948240639E1,1.197100878E-1,2.740163803E0,1.024778175E1
1.948441478E1,2.011129409E-1,2.860472441E0,1.037228012E1
1.948642384E1,2.346317619E-1,2.903568029E0,1.039143372E1
1.948843384E1,2.489969730E-1,2.984971046E0,1.035312653E1
1.949044483E1,2.442085743E-1,2.994547844E0,1.021426296E1
1.949245681E1,2.011129409E-1,2.970605850E0,1.006582260E1
1.949446972E1,1.484405100E-1,2.927510023E0,9.903017044E0
1.949648337E1,8.140286058E-2,2.870049238E0,9.744999886E0
1.949849785E1,-9.576806799E-3,2.788047791E0,9.582193375E0
1.950051300E1,-1.101332754E-1,2.682703018E0,9.447520256E0
1.950252873E1,-2.059013397E-1,2.596511841E0,9.351752281E0
1.950454483E1,-3.016694188E-1,2.534262419E0,9.289502144E0
1.950656097E1,-3.878606856E-1,2.448071241E0,9.232041359E0
1.950857717E1,-4.596867263E-1,2.414552450E0,9.203310966E0
1.951059040E1,-4.884171486E-1,2.381033659E0,9.193734169E0
1.951260363E1,-5.267243981E-1,2.366668463E0,9.212887764E0
1.951461556E1,-5.267243981E-1,2.357091665E0,9.227252960E0
1.951662238E1,-4.884171486E-1,2.376245260E0,9.236829758E0
1.951862962E1,-4.596867263E-1,2.404975653E0,9.265560150E0
1.952063743E1,-4.213795066E-1,2.452859640E0,9.236829758E0
1.952264576E1,-3.687070608E-1,2.481590033E0,9.251194954E0
1.952465493E1,-2.968810201E-1,2.519897223E0,9.246406555E0
1.952666488E1,-2.489969730E-1,2.558204412E0,9.260771751E0
1.952867587E1,-1.867477298E-1,2.586935043E0,9.270348549E0
1.953068790E1,-1.723825186E-1,2.601300240E0,9.299078941E0
1.953270092E1,-1.340752989E-1,2.606088638E0,9.279925346E0
1.953471483E1,-8.619125932E-2,2.615665436E0,9.313444138E0
1.953672936E1,-6.703764945E-2,2.625242233E0,9.323021889E0
1.953874457E1,-6.224924326E-2,2.615665436E0,9.327810287E0
1.954076030E1,-4.309562966E-2,2.620453835E0,9.318233490E0
1.954277639E1,-4.309562966E-2,2.596511841E0,9.318233490E0
1.954479264E1,-4.788403213E-2,2.606088638E0,9.342175484E0
1.954680530E1,-1.915361360E-2,2.562992811E0,9.313444138E0
1.954881816E1,-4.309562966E-2,2.567781210E0,9.323021889E0
1.955083113E1,-4.788403213E-2,2.553416014E0,9.318233490E0
1.955284420E1,-5.267243832E-2,2.543839216E0,9.303867340E0
1.955485728E1,-6.703764945E-2,2.539050817E0,9.323021889E0
1.955686733E1,-6.703764945E-2,2.539050817E0,9.313444138E0
1.955887759E1,-8.619125932E-2,2.539050817E0,9.294290543E0
1.956088811E1,-1.005564705E-1,2.529474020E0,9.289502144E0
1.956289899E1,-9.097966552E-2,2.543839216E0,9.270348549E0
1.956491024E1,-1.149216816E-1,2.543839216E0,9.289502144E0
1.956692170E1,-1.197100878E-1,2.558204412E0,9.270348549E0
1.956893358E1,-1.484405100E-1,2.553416014E0,9.308655739E0
1.957094587E1,-1.628057212E-1,2.548627615E0,9.308655739E0
1.957295858E1,-1.675941199E-1,2.562992811E0,9.308655739E0
1.957497160E1,-1.963245422E-1,2.567781210E0,9.327810287E0
1.957698478E1,-2.298433632E-1,2.577358246E0,9.356540680E0
1.957899821E1,-2.394201756E-1,2.572569609E0,9.356540680E0
1.958101186E1,-2.537853718E-1,2.582146645E0,9.385271072E0
1.958302566E1,-2.777273953E-1,2.572569609E0,9.394847870E0
1.958503952E1,-3.064578176E-1,2.567781210E0,9.418789864E0
1.958704967E1,-3.112462163E-1,2.553416014E0,9.442731857E0
1.958906004E1,-3.447650373E-1,2.558204412E0,9.461885452E0
1.959107066E1,-3.687070608E-1,2.543839216E0,9.481039047E0
1.959308165E1,-3.687070608E-1,2.534262419E0,9.509769440E0
1.959509290E1,-3.782838583E-1,2.539050817E0,9.490615845E0
1.959710436E1,-3.926490843E-1,2.529474020E0,9.490615845E0
1.959911623E1,-3.926490843E-1,2.519897223E0,9.495404243E0
1.960112852E1,-3.734954596E-1,2.515108824E0,9.476250648E0
1.960314123E1,-3.687070608E-1,2.505532026E0,9.490615845E0
1.960515425E1,-3.639186621E-1,2.495955229E0,9.485827446E0
1.960716743E1,-3.543418646E-1,2.486378431E0,9.504981041E0
1.960918087E1,-3.399766386E-1,2.491166830E0,9.500192642E0
1.961119446E1,-3.256114423E-1,2.505532026E0,9.519346237E0
1.961320821E1,-3.112462163E-1,2.515108824E0,9.514557838E0
1.961522202E1,-2.920926213E-1,2.495955229E0,9.548674583E0
1.961723222E1,-2.873041928E-1,2.495955229E0,9.563039780E0
1.961924269E1,-2.729389966E-1,2.495955229E0,9.567828178E0
1.962125347E1,-2.777273953E-1,2.486378431E0,9.563039780E0
1.962326441E1,-2.681505978E-1,2.486378431E0,9.572616577E0
1.962527576E1,-2.633621991E-1,2.481590033E0,9.563039780E0
1.962728733E1,-2.633621991E-1,2.462436438E0,9.543288231E0
1.962929925E1,-2.729389966E-1,2.452859640E0,9.533711433E0
1.963131155E1,-2.633621991E-1,2.452859640E0,9.519346237E0
1.963332405E1,-2.825157940E-1,2.448071241E0,9.481039047E0
1.963533691E1,-2.920926213E-1,2.443282843E0,9.485827446E0
1.963735024E1,-2.968810201E-1,2.448071241E0,9.461885452E0
1.963936384E1,-3.016694188E-1,2.428917646E0,9.437943459E0
1.964137748E1,-3.016694188E-1,2.433706045E0,9.442731857E0
1.964339030E1,-3.256114423E-1,2.428917646E0,9.437943459E0
1.964540181E1,-3.399766386E-1,2.419340849E0,9.433155060E0
1.964741337E1,-3.639186621E-1,2.433706045E0,9.437943459E0
1.964942514E1,-3.639186621E-1,2.424129248E0,9.447520256E0
1.965143696E1,-3.639186621E-1,2.428917646E0,9.442731857E0
1.965344910E1,-3.591302633E-1,2.438494444E0,9.442731857E0
1.965546144E1,-3.591302633E-1,2.433706045E0,9.442731857E0
1.965747389E1,-3.591302633E-1,2.457648039E0,9.437943459E0
1.965948655E1,-3.495534360E-1,2.457648039E0,9.433155060E0
1.966149920E1,-3.399766386E-1,2.491166830E0,9.442731857E0
1.966351186E1,-3.495534360E-1,2.495955229E0,9.442731857E0
1.966552467E1,-3.256114423E-1,2.500743628E0,9.457097054E0
1.966753754E1,-3.256114423E-1,2.524685621E0,9.447520256E0
1.966955056E1,-3.303998411E-1,2.534262419E0,9.442731857E0
1.967156082E1,-3.160346150E-1,2.534262419E0,9.442731857E0
1.967357134E1,-3.208230138E-1,2.515108824E0,9.404424667E0
1.967558217E1,-3.112462163E-1,2.524685621E0,9.404424667E0
1.967759316E1,-2.920926213E-1,2.505532026E0,9.385271072E0
1.967960457E1,-2.873041928E-1,2.505532026E0,9.380482674E0
1.968161618E1,-2.681505978E-1,2.505532026E0,9.351752281E0
1.968362821E1,-2.585737705E-1,2.500743628E0,9.337387085E0
1.968564061E1,-2.394201756E-1,2.519897223E0,9.323021889E0
1.968765321E1,-2.059013397E-1,2.510320425E0,9.318233490E0
1.968966618E1,-2.154781520E-1,2.515108824E0,9.318233490E0
1.969167925E1,-1.867477298E-1,2.505532026E0,9.323021889E0
1.969369259E1,-1.771709323E-1,2.505532026E0,9.313444138E0
1.969570613E1,-1.819593310E-1,2.510320425E0,9.342175484E0
1.969771946E1,-2.059013397E-1,2.529474020E0,9.361329079E0
1.969973290E1,-1.580173075E-1,2.524685621E0,9.375694275E0
1.970174306E1,-1.819593310E-1,2.539050817E0,9.390059471E0
1.970375352E1,-1.771709323E-1,2.548627615E0,9.457097054E0
1.970576410E1,-2.059013397E-1,2.577358246E0,9.500192642E0
1.970777493E1,-2.298433632E-1,2.577358246E0,9.533711433E0
1.970978618E1,-2.250549644E-1,2.577358246E0,9.485827446E0
1.971179769E1,-2.154781520E-1,2.562992811E0,9.375694275E0
1.971380967E1,-1.963245422E-1,2.553416014E0,9.265560150E0
1.971582212E1,-1.819593310E-1,2.548627615E0,9.188945770E0
1.971783488E1,-1.867477298E-1,2.534262419E0,9.160215378E0
1.971984800E1,-2.011129409E-1,2.534262419E0,9.150638580E0
1.972186129E1,-2.202665508E-1,2.534262419E0,9.150638580E0
1.972387488E1,-2.298433632E-1,2.548627615E0,9.174580574E0
1.972588868E1,-2.250549644E-1,2.543839216E0,9.188945770E0
1.972790175E1,-2.346317619E-1,2.548627615E0,9.203310966E0
1.972991493E1,-2.250549644E-1,2.558204412E0,9.208099365E0
1.973192629E1,-2.250549644E-1,2.591723442E0,9.236829758E0
1.973393780E1,-2.059013397E-1,2.601300240E0,9.217676163E0
1.973594952E1,-1.771709323E-1,2.610877037E0,9.217676163E0
1.973796155E1,-1.867477298E-1,2.658761024E0,9.222464561E0
1.973997384E1,-1.723825186E-1,2.649184227E0,9.212887764E0
1.974198613E1,-1.819593310E-1,2.658761024E0,9.212887764E0
1.974399863E1,-1.771709323E-1,2.658761024E0,9.208099365E0
1.974601129E1,-1.771709323E-1,2.658761024E0,9.203310966E0
1.974802415E1,-1.819593310E-1,2.677914619E0,9.212887764E0
1.975003717E1,-2.059013397E-1,2.658761024E0,9.232041359E0
1.975204863E1,-2.011129409E-1,2.649184227E0,9.241618156E0
1.975406030E1,-2.298433632E-1,2.649184227E0,9.246406555E0
1.975607212E1,-2.202665508E-1,2.644395828E0,9.270348549E0
1.975808420E1,-2.346317619E-1,2.615665436E0,9.270348549E0
1.976009644E1,-2.394201756E-1,2.625242233E0,9.270348549E0
1.976210889E1,-2.298433632E-1,2.610877037E0,9.265560150E0
1.976412149E1,-2.442085743E-1,2.610877037E0,9.303867340E0
1.976613436E1,-2.346317619E-1,2.591723442E0,9.294290543E0
1.976814733E1,-2.537853718E-1,2.596511841E0,9.318233490E0
1.977016035E1,-2.537853718E-1,2.601300240E0,9.342175484E0
1.977217342E1,-2.729389966E-1,2.606088638E0,9.370905876E0
1.977418649E1,-2.777273953E-1,2.615665436E0,9.380482674E0
1.977619478E1,-2.681505978E-1,2.601300240E0,9.394847870E0
1.977820337E1,-2.777273953E-1,2.601300240E0,9.414001465E0
1.978021238E1,-2.777273953E-1,2.606088638E0,9.428366661E0
1.978222196E1,-3.208230138E-1,2.606088638E0,9.428366661E0
1.978423217E1,-3.208230138E-1,2.615665436E0,9.428366661E0
1.978624285E1,-3.303998411E-1,2.586935043E0,9.418789864E0
1.978825431E1,-3.495534360E-1,2.572569609E0,9.414001465E0
1.979026629E1,-3.351882398E-1,2.586935043E0,9.409213066E0
1.979227899E1,-3.543418646E-1,2.558204412E0,9.399636269E0
1.979429233E1,-3.447650373E-1,2.567781210E0,9.385271072E0
1.979630602E1,-3.639186621E-1,2.558204412E0,9.380482674E0
1.979832030E1,-3.639186621E-1,2.558204412E0,9.390059471E0
1.980033478E1,-3.543418646E-1,2.558204412E0,9.404424667E0
1.980234957E1,-3.447650373E-1,2.558204412E0,9.428366661E0
1.980436452E1,-3.351882398E-1,2.539050817E0,9.418789864E0
1.980638066E1,-3.208230138E-1,2.562992811E0,9.423578262E0
1.980838931E1,-3.351882398E-1,2.567781210E0,9.414001465E0
1.981039806E1,-3.351882398E-1,2.562992811E0,9.394847870E0
1.981240707E1,-3.399766386E-1,2.558204412E0,9.385271072E0
1.981441660E1,-3.591302633E-1,2.524685621E0,9.380482674E0
1.981642655E1,-3.878606856E-1,2.495955229E0,9.380482674E0
1.981843722E1,-3.734954596E-1,2.486378431E0,9.399636269E0
1.982044863E1,-3.878606856E-1,2.462436438E0,9.404424667E0
1.982246087E1,-3.878606856E-1,2.467224836E0,9.404424667E0
1.982447379E1,-4.070142806E-1,2.452859640E0,9.428366661E0
1.982648717E1,-3.974374831E-1,2.467224836E0,9.423578262E0
1.982850118E1,-4.213795066E-1,2.476801634E0,9.437943459E0
1.983051566E1,-3.974374831E-1,2.472013235E0,9.442731857E0
1.983253056E1,-4.022258818E-1,2.491166830E0,9.461885452E0
1.983454571E1,-3.926490843E-1,2.505532026E0,9.461885452E0
1.983655998E1,-3.830722570E-1,2.524685621E0,9.481039047E0
1.983857274E1,-3.591302633E-1,2.553416014E0,9.495404243E0
1.984058561E1,-3.303998411E-1,2.562992811E0,9.490615845E0
1.984259858E1,-3.016694188E-1,2.625242233E0,9.504981041E0
1.984461160E1,-2.873041928E-1,2.625242233E0,9.528923035E0
1.984662082E1,-2.777273953E-1,2.653972626E0,9.563039780E0
1.984863035E1,-2.825157940E-1,2.663549423E0,9.567828178E0
1.985064024E1,-2.873041928E-1,2.658761024E0,9.577404976E0
1.985265066E1,-3.208230138E-1,2.663549423E0,9.596558571E0
1.985466160E1,-3.208230138E-1,2.668337822E0,9.572616577E0
1.985667290E1,-3.303998411E-1,2.649184227E0,9.563039780E0
1.985868483E1,-3.303998411E-1,2.658761024E0,9.528923035E0
1.986069717E1,-3.447650373E-1,2.644395828E0,9.514557838E0
1.986271009E1,-3.639186621E-1,2.644395828E0,9.500192642E0
1.986472347E1,-3.734954596E-1,2.634819031E0,9.495404243E0
1.986673707E1,-3.782838583E-1,2.606088638E0,9.466673851E0
1.986875082E1,-3.974374831E-1,2.620453835E0,9.466673851E0
1.987076483E1,-4.118026793E-1,2.610877037E0,9.428366661E0
1.987277905E1,-4.213795066E-1,2.601300240E0,9.414001465E0
1.987479332E1,-4.118026793E-1,2.606088638E0,9.385271072E0
1.987680332E1,-4.165911078E-1,2.606088638E0,9.385271072E0
1.987881363E1,-4.118026793E-1,2.620453835E0,9.375694275E0
1.988082431E1,-3.974374831E-1,2.606088638E0,9.375694275E0
1.988283535E1,-3.926490843E-1,2.630030632E0,9.366117477E0
1.988484675E1,-3.734954596E-1,2.625242233E0,9.356540680E0
1.988685837E1,-3.543418646E-1,2.639607430E0,9.351752281E0
1.988887045E1,-3.543418646E-1,2.644395828E0,9.366117477E0
1.989088295E1,-3.351882398E-1,2.644395828E0,9.370905876E0
1.989289582E1,-3.351882398E-1,2.649184227E0,9.399636269E0
1.989490899E1,-3.399766386E-1,2.658761024E0,9.394847870E0
1.989692228E1,-3.208230138E-1,2.673126221E0,9.390059471E0
1.989893582E1,-3.064578176E-1,2.663549423E0,9.414001465E0
1.990094957E1,-2.968810201E-1,2.658761024E0,9.399636269E0
1.990296342E1,-3.016694188E-1,2.663549423E0,9.366117477E0
1.990497728E1,-2.825157940E-1,2.653972626E0,9.351752281E0
1.990698644E1,-2.873041928E-1,2.649184227E0,9.375694275E0
1.990899592E1,-2.873041928E-1,2.663549423E0,9.356540680E0
1.991100582E1,-2.920926213E-1,2.663549423E0,9.380482674E0
1.991301618E1,-3.112462163E-1,2.673126221E0,9.370905876E0
1.991502702E1,-3.112462163E-1,2.649184227E0,9.370905876E0
1.991703821E1,-3.160346150E-1,2.677914619E0,9.375694275E0
1.991904998E1,-3.160346150E-1,2.682703018E0,9.366117477E0
1.992106233E1,-3.303998411E-1,2.687491417E0,9.361329079E0
1.992307524E1,-3.543418646E-1,2.668337822E0,9.366117477E0
1.992508863E1,-3.495534360E-1,2.673126221E0,9.327810287E0
1.992710222E1,-3.543418646E-1,2.687491417E0,9.303867340E0
1.992911618E1,-3.591302633E-1,2.682703018E0,9.289502144E0
1.993113040E1,-3.495534360E-1,2.692279816E0,9.265560150E0
1.993314478E1,-3.543418646E-1,2.687491417E0,9.246406555E0
1.993515920E1,-3.591302633E-1,2.697068214E0,9.222464561E0
1.993716993E1,-3.639186621E-1,2.692279816E0,9.227252960E0
1.993918087E1,-3.639186621E-1,2.711433411E0,9.236829758E0
1.994119202E1,-3.734954596E-1,2.701856613E0,9.232041359E0
1.994320342E1,-4.022258818E-1,2.721010208E0,9.260771751E0
1.994521509E1,-3.878606856E-1,2.740163803E0,9.260771751E0
1.994722691E1,-3.878606856E-1,2.740163803E0,9.294290543E0
1.994923905E1,-4.165911078E-1,2.749740601E0,9.294290543E0
1.995125149E1,-4.070142806E-1,2.759317398E0,9.313444138E0
1.995326425E1,-3.974374831E-1,2.759317398E0,9.318233490E0
1.995527728E1,-4.070142806E-1,2.768894196E0,9.313444138E0
1.995729035E1,-4.118026793E-1,2.773682594E0,9.303867340E0
1.995930358E1,-4.022258818E-1,2.773682594E0,9.323021889E0
1.996131691E1,-4.213795066E-1,2.788047791E0,9.327810287E0
1.996333035E1,-4.261679053E-1,2.773682594E0,9.351752281E0
1.996534379E1,-4.213795066E-1,2.788047791E0,9.361329079E0
1.996735233E1,-4.309563041E-1,2.788047791E0,9.370905876E0
1.996936118E1,-4.548983276E-1,2.764105797E0,9.390059471E0
1.997137024E1,-4.740519226E-1,2.768894196E0,9.418789864E0
1.997337967E1,-4.644751251E-1,2.773682594E0,9.409213066E0
1.997538957E1,-4.788403511E-1,2.759317398E0,9.418789864E0
1.997739998E1,-4.692635238E-1,2.744952202E0,9.428366661E0
1.997941118E1,-4.836287498E-1,2.725798607E0,9.423578262E0
1.998142290E1,-4.884171486E-1,2.725798607E0,9.428366661E0
1.998343540E1,-5.171475410E-1,2.716221809E0,9.437943459E0
1.998544858E1,-5.075707436E-1,2.701856613E0,9.452308655E0
1.998746228E1,-4.979939461E-1,2.697068214E0,9.485827446E0
1.998947660E1,-4.932055473E-1,2.673126221E0,9.500192642E0
1.999149118E1,-4.932055473E-1,2.677914619E0,9.572616577E0
1.999350613E1,-4.788403511E-1,2.668337822E0,9.606135368E0
1.999552129E1,-4.740519226E-1,2.668337822E0,9.630077362E0
1.999753582E1,-4.788403511E-1,2.673126221E0,9.654019356E0
1.999955045E1,-4.692635238E-1,2.658761024E0,9.658807755E0
2.000155905E1,-4.740519226E-1,2.658761024E0,9.692327499E0
2.000356795E1,-4.596867263E-1,2.644395828E0,9.687539101E0
2.000557728E1,-4.596867263E-1,2.649184227E0,9.697115898E0
2.000758696E1,-4.548983276E-1,2.649184227E0,9.692327499E0
2.000959728E1,-4.309563041E-1,2.644395828E0,9.682749748E0
2.001160806E1,-4.405331016E-1,2.663549423E0,9.654019356E0
2.001361952E1,-4.213795066E-1,2.649184227E0,9.673172951E0
2.001563165E1,-4.261679053E-1,2.677914619E0,9.682749748E0
2.001764431E1,-4.213795066E-1,2.682703018E0,9.677961349E0
2.001965759E1,-4.261679053E-1,2.673126221E0,9.682749748E0
2.002167123E1,-4.261679053E-1,2.677914619E0,9.677961349E0
2.002368519E1,-4.213795066E-1,2.697068214E0,9.663596153E0
2.002569952E1,-4.213795066E-1,2.706645012E0,9.677961349E0
2.002771410E1,-4.070142806E-1,2.706645012E0,9.663596153E0
2.002972889E1,-4.118026793E-1,2.716221809E0,9.639654160E0
2.003174217E1,-4.070142806E-1,2.735375404E0,9.630077362E0
2.003375556E1,-3.782838583E-1,2.749740601E0,9.639654160E0
2.003576566E1,-3.830722570E-1,2.754528999E0,9.591770172E0
2.003777592E1,-3.782838583E-1,2.768894196E0,9.591770172E0
2.003978649E1,-3.878606856E-1,2.749740601E0,9.567828178E0
2.004179728E1,-3.974374831E-1,2.773682594E0,9.553462982E0
2.004380853E1,-4.022258818E-1,2.783259392E0,9.533711433E0
2.004582019E1,-4.022258818E-1,2.788047791E0,9.509769440E0
2.004783217E1,-4.836287498E-1,2.773682594E0,9.299078941E0
2.004984457E1,-6.374561787E-1,2.740163803E0,8.700529099E0
2.005185722E1,-6.949170232E-1,2.778470993E0,8.273762703E0
2.005387024E1,-6.901286244E-1,2.812588453E0,8.077438354E0
2.005588358E1,-6.470330358E-1,2.898779631E0,8.029554367E0
2.005789702E1,-5.602431893E-1,2.984971046E0,8.072649956E0
2.005991066E1,-4.979939461E-1,3.071162224E0,8.144475937E0
2.006192431E1,-4.501099288E-1,3.133411407E0,8.249820709E0
2.006393806E1,-4.596867263E-1,3.114257812E0,8.297704697E0
2.006595186E1,-4.932055473E-1,3.075950623E0,8.312069893E0
2.006796160E1,-5.363011956E-1,3.056797028E0,8.307281494E0
2.006997155E1,-6.230909824E-1,3.008913040E0,8.312069893E0
2.007198160E1,-6.566098332E-1,2.975394249E0,8.355165482E0
2.007399207E1,-6.853402257E-1,2.946663857E0,8.350377083E0
2.007600300E1,-6.901286244E-1,2.898779631E0,8.407837868E0
2.007801446E1,-6.709750295E-1,2.889202833E0,8.489839554E0
2.008002639E1,-6.566098332E-1,2.884414434E0,8.628703117E0
2.008203863E1,-6.230909824E-1,2.860472441E0,8.777143478E0
2.008405134E1,-6.087257862E-1,2.855684042E0,8.954314232E0
2.008606446E1,-5.895721912E-1,2.850895643E0,9.102754593E0
2.008807800E1,-5.752069354E-1,2.836530447E0,9.236829758E0
2.009009181E1,-5.752069354E-1,2.817376852E0,9.366117477E0
2.009210566E1,-5.656301379E-1,2.792836189E0,9.504981041E0
2.009411967E1,-5.506663918E-1,2.788047791E0,9.620500565E0
2.009613373E1,-5.458779931E-1,2.783259392E0,9.706692696E0
2.009814780E1,-5.363011956E-1,2.812588453E0,9.788095474E0
2.010016024E1,-5.075707436E-1,2.783259392E0,9.812037468E0
2.010217269E1,-4.836287498E-1,2.735375404E0,9.845556259E0
2.010418514E1,-4.644751251E-1,2.697068214E0,9.859921455E0
2.010619311E1,-4.453215301E-1,2.682703018E0,9.883863449E0
2.010820139E1,-4.213795066E-1,2.653972626E0,9.922170639E0
2.011021009E1,-4.309563041E-1,2.639607430E0,9.989208221E0
2.011221936E1,-4.261679053E-1,2.644395828E0,9.993996620E0
2.011422931E1,-4.165911078E-1,2.620453835E0,9.998785019E0
2.011623978E1,-4.213795066E-1,2.582146645E0,9.989208221E0
2.011825108E1,-4.453215301E-1,2.553416014E0,1.000836182E1
2.012026321E1,-4.548983276E-1,2.524685621E0,9.979631424E0
2.012227613E1,-4.692635238E-1,2.515108824E0,9.984419823E0
2.012428972E1,-4.740519226E-1,2.524685621E0,9.970054626E0
2.012630373E1,-4.501099288E-1,2.519897223E0,9.917382240E0
2.012831832E1,-4.357447028E-1,2.539050817E0,9.903017044E0
2.013033326E1,-3.926490843E-1,2.562992811E0,9.874286652E0
