"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.133805060E0,1.292868853E-1,6.422445774E-1,9.500192642E0
9.135817924E0,8.619125932E-2,6.566098332E-1,9.476250648E0
9.137830945E0,6.703764945E-2,6.901286244E-1,9.495404243E0
9.139844070E0,1.005564705E-1,6.997054219E-1,9.538499832E0
9.141853810E0,1.053448766E-1,7.284358740E-1,9.596558571E0
9.143863810E0,1.388636976E-1,7.475894690E-1,9.615712166E0
9.145874122E0,1.340752989E-1,7.763199210E-1,9.644442558E0
9.147884851E0,1.197100878E-1,7.954735160E-1,9.654019356E0
9.149895997E0,9.097966552E-2,7.811083198E-1,9.663596153E0
9.151907403E0,6.224924326E-2,7.858967185E-1,9.649230957E0
9.153919331E0,4.788403213E-2,7.619546652E-1,9.634865761E0
9.155931726E0,0.000000000E0,7.332242727E-1,9.586981773E0
9.157944591E0,2.873042040E-2,7.380126715E-1,9.577404976E0
9.159957872E0,-1.915361360E-2,7.092822790E-1,9.572616577E0
9.161971310E0,-5.746084079E-2,7.140706778E-1,9.582193375E0
9.163985060E0,-5.267243832E-2,6.997054219E-1,9.606135368E0
9.165999018E0,-6.703764945E-2,7.044938207E-1,9.649230957E0
9.168013081E0,-9.097966552E-2,7.044938207E-1,9.668384552E0
9.170027195E0,-9.576806426E-2,7.092822790E-1,9.697115898E0
9.172037351E0,-9.576806426E-2,7.236474752E-1,9.711481094E0
9.174047716E0,-1.005564705E-1,7.332242727E-1,9.725846291E0
9.176058341E0,-9.576806426E-2,7.284358740E-1,9.768941879E0
9.178069278E0,-1.053448766E-1,7.332242727E-1,9.797672272E0
9.180080581E0,-1.005564705E-1,7.236474752E-1,9.835979462E0
9.182092091E0,-1.340752989E-1,7.140706778E-1,9.874286652E0
9.184103966E0,-1.436520964E-1,7.140706778E-1,9.912593842E0
9.186115997E0,-1.484405100E-1,7.236474752E-1,9.955689430E0
9.188128445E0,-1.628057212E-1,6.997054219E-1,9.998785019E0
9.190141049E0,-1.819593310E-1,7.140706778E-1,1.003230381E1
9.192154018E0,-1.963245422E-1,6.997054219E-1,1.006582260E1
9.194167247E0,-2.011129409E-1,6.901286244E-1,1.009934139E1
9.196180528E0,-2.202665508E-1,6.661866307E-1,1.013764858E1
9.198194018E0,-2.298433632E-1,6.901286244E-1,1.017595577E1
9.200207612E0,-2.442085743E-1,6.709750295E-1,1.019510937E1
9.202221258E0,-2.298433632E-1,6.709750295E-1,1.022383976E1
9.204234903E0,-2.394201756E-1,6.566098332E-1,1.021905136E1
9.206242247E0,-2.298433632E-1,6.422445774E-1,1.025257015E1
9.208249956E0,-2.250549644E-1,6.470330358E-1,1.026214695E1
9.210258185E0,-2.011129409E-1,6.422445774E-1,1.027172375E1
9.212267091E0,-1.867477298E-1,6.422445774E-1,1.029087734E1
9.214276778E0,-1.867477298E-1,6.374561787E-1,1.024299335E1
9.216287091E0,-1.819593310E-1,6.135141850E-1,1.021426296E1
9.218298289E0,-1.723825186E-1,6.230909824E-1,1.016637897E1
9.220310372E0,-1.819593310E-1,6.135141850E-1,1.011370659E1
9.222323133E0,-1.532289088E-1,5.847837925E-1,1.007061100E1
9.224336726E0,-1.484405100E-1,5.847837925E-1,1.002272701E1
9.226351778E0,-1.484405100E-1,5.943605900E-1,9.984419823E0
9.228367299E0,-1.436520964E-1,5.943605900E-1,9.917382240E0
9.230383028E0,-9.576806426E-2,6.087257862E-1,9.898228645E0
9.232398810E0,-7.661445439E-2,6.135141850E-1,9.879075050E0
9.234414695E0,-7.182604820E-2,6.135141850E-1,9.831191063E0
9.236425008E0,-1.915361360E-2,6.135141850E-1,9.768941879E0
9.238435581E0,-9.576806799E-3,6.183025837E-1,9.735423088E0
9.240446466E0,1.915361360E-2,6.230909824E-1,9.721057892E0
9.242457716E0,2.873042040E-2,6.326677799E-1,9.697115898E0
9.244469331E0,3.830722719E-2,6.326677799E-1,9.673172951E0
9.246481101E0,4.309562966E-2,6.278793812E-1,9.634865761E0
9.248493289E0,6.224924326E-2,6.326677799E-1,9.620500565E0
9.250505841E0,5.267243832E-2,6.278793812E-1,9.601346970E0
9.252518758E0,6.224924326E-2,6.326677799E-1,9.567828178E0
9.254531935E0,7.182604820E-2,6.422445774E-1,9.543288231E0
9.256545164E0,7.182604820E-2,6.374561787E-1,9.553462982E0
9.258558601E0,6.224924326E-2,6.326677799E-1,9.553462982E0
9.260572143E0,6.703764945E-2,6.374561787E-1,9.553462982E0
9.262585789E0,5.267243832E-2,6.422445774E-1,9.582193375E0
9.264599435E0,4.309562966E-2,6.422445774E-1,9.606135368E0
9.266608653E0,4.788403213E-2,6.278793812E-1,9.625288963E0
9.268618133E0,2.873042040E-2,6.374561787E-1,9.630077362E0
9.270627924E0,9.576806799E-3,6.135141850E-1,9.649230957E0
9.272638133E0,4.788403399E-3,6.087257862E-1,9.668384552E0
9.274648810E0,0.000000000E0,6.039373875E-1,9.668384552E0
9.276659851E0,-2.394201607E-2,5.943605900E-1,9.692327499E0
9.278671466E0,-4.788403213E-2,5.656301379E-1,9.711481094E0
9.280683601E0,-4.788403213E-2,5.656301379E-1,9.740211487E0
9.282696310E0,-6.224924326E-2,5.656301379E-1,9.740211487E0
9.284709539E0,-6.703764945E-2,5.554547906E-1,9.773730278E0
9.286723028E0,-7.661445439E-2,5.799953341E-1,9.792883873E0
9.288736883E0,-6.224924326E-2,5.847837925E-1,9.802460670E0
9.290750997E0,-7.661445439E-2,5.991489887E-1,9.821614265E0
9.292765320E0,-5.267243832E-2,6.230909824E-1,9.812037468E0
9.294779747E0,-5.267243832E-2,6.422445774E-1,9.826402664E0
9.296790424E0,-2.873042040E-2,6.374561787E-1,9.826402664E0
9.298801310E0,4.788403399E-3,6.326677799E-1,9.831191063E0
9.300812456E0,4.788403399E-3,6.374561787E-1,9.812037468E0
9.302823914E0,-9.576806799E-3,6.278793812E-1,9.783307076E0
9.304835685E0,-1.915361360E-2,6.422445774E-1,9.768941879E0
9.306847560E0,-5.267243832E-2,6.183025837E-1,9.735423088E0
9.308859747E0,-8.140286058E-2,6.422445774E-1,9.725846291E0
9.310872247E0,-1.292868853E-1,6.326677799E-1,9.735423088E0
9.312885008E0,-1.340752989E-1,6.518214345E-1,9.721057892E0
9.314898028E0,-1.388636976E-1,6.566098332E-1,9.711481094E0
9.316911049E0,-1.628057212E-1,6.757634282E-1,9.721057892E0
9.318924226E0,-1.675941199E-1,6.853402257E-1,9.711481094E0
9.320937508E0,-1.723825186E-1,6.853402257E-1,9.716269493E0
9.322950841E0,-1.771709323E-1,7.044938207E-1,9.692327499E0
9.324964174E0,-1.915361285E-1,7.044938207E-1,9.692327499E0
9.326972664E0,-1.771709323E-1,7.044938207E-1,9.677961349E0
9.328981466E0,-1.771709323E-1,7.092822790E-1,9.673172951E0
9.330990685E0,-1.675941199E-1,7.236474752E-1,9.649230957E0
9.333000424E0,-1.532289088E-1,7.236474752E-1,9.639654160E0
9.335010737E0,-1.484405100E-1,7.236474752E-1,9.663596153E0
9.337021518E0,-1.436520964E-1,7.188590765E-1,9.663596153E0
9.339032976E0,-1.197100878E-1,7.523778677E-1,9.649230957E0
9.341045112E0,-1.197100878E-1,7.475894690E-1,9.654019356E0
9.343057924E0,-1.197100878E-1,7.380126715E-1,9.673172951E0
9.345071362E0,-1.101332754E-1,7.236474752E-1,9.663596153E0
9.347085112E0,-1.053448766E-1,7.332242727E-1,9.677961349E0
9.349099331E0,-9.576806426E-2,7.140706778E-1,9.663596153E0
9.351113914E0,-9.097966552E-2,7.284358740E-1,9.658807755E0
9.353128758E0,-8.140286058E-2,7.380126715E-1,9.644442558E0
9.355143706E0,-8.140286058E-2,7.332242727E-1,9.606135368E0
9.357155112E0,-9.576806426E-2,7.236474752E-1,9.558251381E0
9.359166726E0,-9.576806426E-2,7.140706778E-1,9.519346237E0
9.361178549E0,-1.053448766E-1,7.380126715E-1,9.485827446E0
9.363190633E0,-1.101332754E-1,7.619546652E-1,9.466673851E0
9.365202924E0,-1.197100878E-1,7.619546652E-1,9.471462250E0
9.367215216E0,-1.101332754E-1,7.763199210E-1,9.481039047E0
9.369227716E0,-1.101332754E-1,7.954735160E-1,9.481039047E0
9.371240372E0,-9.576806426E-2,8.050503135E-1,9.500192642E0
9.373253185E0,-1.005564705E-1,8.050503135E-1,9.471462250E0
9.375266101E0,-1.101332754E-1,8.098387122E-1,9.461885452E0
9.377277039E0,-1.053448766E-1,8.002619147E-1,9.452308655E0
9.379288185E0,-1.197100878E-1,7.858967185E-1,9.433155060E0
9.381299539E0,-1.292868853E-1,7.619546652E-1,9.437943459E0
9.383311153E0,-1.292868853E-1,7.619546652E-1,9.423578262E0
9.385323028E0,-1.244984865E-1,7.428010702E-1,9.423578262E0
9.387335008E0,-1.244984865E-1,7.236474752E-1,9.418789864E0
9.389347299E0,-1.005564705E-1,7.140706778E-1,9.394847870E0
9.391359799E0,-8.619125932E-2,7.140706778E-1,9.390059471E0
9.393372351E0,-9.576806426E-2,7.044938207E-1,9.418789864E0
9.395384903E0,-8.140286058E-2,6.949170232E-1,9.447520256E0
9.397397508E0,-7.661445439E-2,6.901286244E-1,9.509769440E0
9.399410320E0,-9.097966552E-2,6.997054219E-1,9.524134636E0
9.401422039E0,-7.661445439E-2,7.188590765E-1,9.582193375E0
9.403433966E0,-7.661445439E-2,7.284358740E-1,9.610923767E0
9.405446101E0,-6.224924326E-2,7.523778677E-1,9.677961349E0
9.407458289E0,-5.746084079E-2,7.475894690E-1,9.692327499E0
9.409470633E0,-5.746084079E-2,7.332242727E-1,9.730634689E0
9.411482872E0,-5.267243832E-2,7.332242727E-1,9.783307076E0
9.413495320E0,-7.661445439E-2,7.140706778E-1,9.807249069E0
9.415507924E0,-9.097966552E-2,7.188590765E-1,9.845556259E0
9.417519903E0,-1.005564705E-1,7.044938207E-1,9.893440247E0
9.419532039E0,-9.576806426E-2,6.997054219E-1,9.946112633E0
9.421543706E0,-1.292868853E-1,6.853402257E-1,9.960477829E0
9.423555581E0,-1.149216816E-1,6.901286244E-1,9.979631424E0
9.425567664E0,-1.484405100E-1,6.853402257E-1,9.989208221E0
9.427579799E0,-1.580173075E-1,6.709750295E-1,1.000836182E1
9.429592143E0,-1.532289088E-1,6.757634282E-1,1.001793861E1
9.431604487E0,-1.580173075E-1,6.661866307E-1,1.001793861E1
9.433617039E0,-1.580173075E-1,6.661866307E-1,1.001793861E1
9.435629747E0,-1.580173075E-1,6.709750295E-1,1.001315022E1
9.437642612E0,-1.628057212E-1,6.709750295E-1,1.001793861E1
9.439655581E0,-1.675941199E-1,6.757634282E-1,9.979631424E0
9.441665633E0,-1.580173075E-1,6.757634282E-1,9.960477829E0
9.443675945E0,-1.532289088E-1,6.853402257E-1,9.926959038E0
9.445686570E0,-1.484405100E-1,6.805518270E-1,9.893440247E0
9.447697664E0,-1.436520964E-1,6.901286244E-1,9.855133057E0
9.449709122E0,-1.244984865E-1,7.140706778E-1,9.821614265E0
9.451720789E0,-1.149216816E-1,7.332242727E-1,9.788095474E0
9.453732872E0,-1.149216816E-1,7.188590765E-1,9.773730278E0
9.455745216E0,-9.097966552E-2,7.284358740E-1,9.730634689E0
9.457757976E0,-1.149216816E-1,7.523778677E-1,9.687539101E0
9.459771049E0,-1.005564705E-1,7.428010702E-1,9.615712166E0
9.461784226E0,-1.101332754E-1,7.571662664E-1,9.582193375E0
9.463797664E0,-1.197100878E-1,7.715315223E-1,9.543288231E0
9.465811310E0,-1.292868853E-1,7.667431235E-1,9.495404243E0
9.467825060E0,-1.197100878E-1,7.858967185E-1,9.433155060E0
9.469838862E0,-1.149216816E-1,8.146271110E-1,9.404424667E0
9.471848028E0,-1.244984865E-1,8.146271110E-1,9.342175484E0
9.473857456E0,-1.197100878E-1,8.289923668E-1,9.303867340E0
9.475867247E0,-1.053448766E-1,8.194155097E-1,9.275136948E0
9.477877508E0,-1.053448766E-1,8.337807655E-1,9.227252960E0
9.479888289E0,-8.140286058E-2,8.385691643E-1,9.145850182E0
9.481899435E0,-4.788403213E-2,8.337807655E-1,9.198522568E0
9.483911153E0,-5.746084079E-2,8.242039084E-1,9.222464561E0
9.485923445E0,-7.182604820E-2,8.481459618E-1,9.255983353E0
9.487936310E0,-8.140286058E-2,8.625111580E-1,9.236829758E0
9.489949643E0,-7.182604820E-2,8.720879555E-1,9.255983353E0
9.491963237E0,-9.097966552E-2,8.720879555E-1,9.284713745E0
9.493977195E0,-1.005564705E-1,8.672995567E-1,9.313444138E0
9.495991466E0,-1.149216816E-1,8.433575630E-1,9.332598686E0
9.498005945E0,-1.101332754E-1,8.625111580E-1,9.356540680E0
9.500020476E0,-1.149216816E-1,8.242039084E-1,9.375694275E0
9.502031362E0,-1.292868853E-1,7.954735160E-1,9.404424667E0
9.504042403E0,-1.244984865E-1,7.811083198E-1,9.433155060E0
9.506053653E0,-1.292868853E-1,7.811083198E-1,9.452308655E0
9.508065164E0,-1.340752989E-1,7.523778677E-1,9.485827446E0
9.510076987E0,-1.484405100E-1,7.523778677E-1,9.519346237E0
9.512089122E0,-1.436520964E-1,7.284358740E-1,9.567828178E0
9.514101518E0,-1.628057212E-1,7.284358740E-1,9.601346970E0
9.516114174E0,-1.580173075E-1,7.475894690E-1,9.630077362E0
9.518127091E0,-1.340752989E-1,7.428010702E-1,9.673172951E0
9.520140164E0,-1.819593310E-1,7.380126715E-1,9.721057892E0
9.522153393E0,-3.160346150E-1,7.092822790E-1,9.821614265E0
9.524166726E0,-3.878606856E-1,6.901286244E-1,9.759365082E0
9.526177143E0,-3.399766386E-1,7.236474752E-1,9.591770172E0
9.528187768E0,-2.777273953E-1,7.284358740E-1,9.490615845E0
9.530198653E0,-2.250549644E-1,7.332242727E-1,9.452308655E0
9.532209851E0,-2.059013397E-1,7.571662664E-1,9.437943459E0
9.534221362E0,-1.436520964E-1,7.906851172E-1,9.370905876E0
9.536233028E0,-1.244984865E-1,7.858967185E-1,9.370905876E0
9.538245060E0,-1.053448766E-1,7.715315223E-1,9.437943459E0
9.540257403E0,-7.182604820E-2,7.523778677E-1,9.476250648E0
9.542270112E0,-5.267243832E-2,7.332242727E-1,9.481039047E0
9.544283081E0,-5.267243832E-2,7.571662664E-1,9.553462982E0
9.546296101E0,-5.746084079E-2,7.763199210E-1,9.610923767E0
9.548309383E0,-5.746084079E-2,7.954735160E-1,9.668384552E0
9.550322820E0,-5.267243832E-2,8.337807655E-1,9.687539101E0
9.552336362E0,-5.267243832E-2,8.242039084E-1,9.697115898E0
9.554349956E0,-4.788403213E-2,8.289923668E-1,9.711481094E0
9.556363341E0,-6.703764945E-2,8.146271110E-1,9.711481094E0
9.558371101E0,-8.140286058E-2,8.146271110E-1,9.716269493E0
9.560379018E0,-1.197100878E-1,7.858967185E-1,9.740211487E0
9.562387247E0,-1.244984865E-1,7.619546652E-1,9.740211487E0
9.564396206E0,-1.628057212E-1,7.332242727E-1,9.744999886E0
9.566405737E0,-1.915361285E-1,7.236474752E-1,9.754576683E0
9.568416101E0,-2.059013397E-1,6.997054219E-1,9.788095474E0
9.570427351E0,-2.154781520E-1,6.901286244E-1,9.802460670E0
9.572439487E0,-2.298433632E-1,6.901286244E-1,9.826402664E0
9.574452456E0,-2.250549644E-1,6.853402257E-1,9.826402664E0
9.576465997E0,-2.202665508E-1,6.757634282E-1,9.821614265E0
9.578480216E0,-2.106897533E-1,6.709750295E-1,9.797672272E0
9.580495008E0,-1.915361285E-1,6.709750295E-1,9.783307076E0
9.582510268E0,-1.819593310E-1,6.566098332E-1,9.759365082E0
9.584525841E0,-1.819593310E-1,6.374561787E-1,9.759365082E0
9.586541414E0,-1.628057212E-1,6.374561787E-1,9.759365082E0
9.588557039E0,-1.484405100E-1,6.326677799E-1,9.735423088E0
9.590570268E0,-1.388636976E-1,6.470330358E-1,9.730634689E0
9.592583185E0,-1.244984865E-1,6.613982320E-1,9.754576683E0
9.594595112E0,-1.101332754E-1,6.518214345E-1,9.764153481E0
9.596602247E0,-9.576806426E-2,6.518214345E-1,9.764153481E0
9.598609747E0,-6.224924326E-2,6.661866307E-1,9.735423088E0
9.600617768E0,-5.746084079E-2,6.901286244E-1,9.706692696E0
9.602626518E0,-4.788403213E-2,6.757634282E-1,9.697115898E0
9.604636049E0,-4.788403213E-2,6.901286244E-1,9.634865761E0
9.606646258E0,-4.309562966E-2,6.949170232E-1,9.625288963E0
9.608657403E0,-6.703764945E-2,7.284358740E-1,9.591770172E0
9.610669487E0,-7.182604820E-2,7.380126715E-1,9.586981773E0
9.612682456E0,-7.661445439E-2,7.523778677E-1,9.563039780E0
9.614696206E0,-6.224924326E-2,7.571662664E-1,9.543288231E0
9.616710581E0,-6.703764945E-2,7.763199210E-1,9.519346237E0
9.618725581E0,-7.182604820E-2,7.906851172E-1,9.514557838E0
9.620741049E0,-6.703764945E-2,7.763199210E-1,9.500192642E0
9.622756831E0,-7.182604820E-2,7.715315223E-1,9.481039047E0
9.624772768E0,-8.619125932E-2,7.619546652E-1,9.452308655E0
9.626784539E0,-8.140286058E-2,7.715315223E-1,9.466673851E0
9.628796518E0,-7.182604820E-2,7.811083198E-1,9.457097054E0
9.630808653E0,-6.703764945E-2,7.811083198E-1,9.447520256E0
9.632820997E0,-6.224924326E-2,7.906851172E-1,9.447520256E0
9.634833497E0,-4.309562966E-2,8.002619147E-1,9.461885452E0
9.636845997E0,-6.224924326E-2,8.194155097E-1,9.485827446E0
9.638858653E0,-3.351882473E-2,8.242039084E-1,9.481039047E0
9.640871414E0,-1.436521020E-2,8.242039084E-1,9.514557838E0
9.642884278E0,9.576806799E-3,8.289923668E-1,9.509769440E0
9.644897195E0,2.394201607E-2,8.289923668E-1,9.528923035E0
9.646907143E0,2.394201607E-2,8.242039084E-1,9.548674583E0
9.648917299E0,1.915361360E-2,8.337807655E-1,9.577404976E0
9.650927716E0,3.830722719E-2,8.146271110E-1,9.577404976E0
9.652938497E0,4.788403213E-2,8.146271110E-1,9.586981773E0
9.654949643E0,5.267243832E-2,7.811083198E-1,9.586981773E0
9.656961049E0,2.873042040E-2,7.954735160E-1,9.582193375E0
9.658972924E0,2.394201607E-2,7.667431235E-1,9.582193375E0
9.660985216E0,9.576806799E-3,7.715315223E-1,9.596558571E0
9.662997924E0,0.000000000E0,7.475894690E-1,9.601346970E0
9.665010997E0,-3.830722719E-2,7.332242727E-1,9.606135368E0
9.667024226E0,-4.309562966E-2,7.332242727E-1,9.596558571E0
9.669037768E0,-6.224924326E-2,7.332242727E-1,9.601346970E0
9.671051518E0,-7.182604820E-2,7.332242727E-1,9.620500565E0
9.673065424E0,-7.661445439E-2,7.284358740E-1,9.615712166E0
9.675079383E0,-9.576806426E-2,7.428010702E-1,9.644442558E0
9.677088341E0,-1.005564705E-1,7.284358740E-1,9.658807755E0
9.679097612E0,-8.619125932E-2,7.475894690E-1,9.677961349E0
9.681107299E0,-9.097966552E-2,7.571662664E-1,9.697115898E0
9.683117508E0,-9.576806426E-2,7.667431235E-1,9.706692696E0
9.685128237E0,-8.140286058E-2,7.667431235E-1,9.701904297E0
9.687139383E0,-7.661445439E-2,7.906851172E-1,9.730634689E0
9.689151153E0,-6.703764945E-2,7.811083198E-1,9.721057892E0
9.691163497E0,-7.661445439E-2,7.906851172E-1,9.740211487E0
9.693176414E0,-8.140286058E-2,7.858967185E-1,9.735423088E0
9.695189851E0,-5.746084079E-2,8.050503135E-1,9.740211487E0
9.697203601E0,-6.703764945E-2,8.050503135E-1,9.759365082E0
9.699217716E0,-6.224924326E-2,8.002619147E-1,9.768941879E0
9.701232091E0,-4.309562966E-2,8.098387122E-1,9.754576683E0
9.703246674E0,-5.746084079E-2,7.906851172E-1,9.773730278E0
9.705261310E0,-3.830722719E-2,8.146271110E-1,9.778518677E0
9.707272143E0,-2.873042040E-2,7.858967185E-1,9.783307076E0
9.709283133E0,-1.915361360E-2,7.906851172E-1,9.792883873E0
9.711294331E0,0.000000000E0,7.858967185E-1,9.797672272E0
9.713305789E0,-4.788403399E-3,7.906851172E-1,9.812037468E0
9.715317508E0,4.788403399E-3,7.715315223E-1,9.835979462E0
9.717329331E0,1.915361360E-2,7.763199210E-1,9.869498253E0
9.719341414E0,2.873042040E-2,7.667431235E-1,9.893440247E0
9.721353758E0,1.436521020E-2,7.428010702E-1,9.898228645E0
9.723366258E0,1.436521020E-2,7.380126715E-1,9.926959038E0
9.725378810E0,4.788403399E-3,7.236474752E-1,9.931747437E0
9.727391414E0,-1.915361360E-2,7.236474752E-1,9.936535835E0
9.729404018E0,-2.394201607E-2,7.044938207E-1,9.888651848E0
9.731416622E0,-2.873042040E-2,6.949170232E-1,9.903017044E0
9.733429435E0,-6.224924326E-2,7.092822790E-1,9.912593842E0
9.735442403E0,-7.661445439E-2,7.284358740E-1,9.907805443E0
9.737454018E0,-8.619125932E-2,7.428010702E-1,9.912593842E0
9.739465789E0,-1.005564705E-1,7.619546652E-1,9.931747437E0
9.741477560E0,-1.149216816E-1,7.858967185E-1,9.936535835E0
9.743489539E0,-1.197100878E-1,7.858967185E-1,9.926959038E0
9.745501726E0,-1.436520964E-1,8.146271110E-1,9.922170639E0
9.747513966E0,-1.628057212E-1,8.194155097E-1,9.912593842E0
9.749526362E0,-1.867477298E-1,8.146271110E-1,9.893440247E0
9.751538445E0,-1.819593310E-1,8.002619147E-1,9.874286652E0
9.753550737E0,-2.059013397E-1,8.050503135E-1,9.835979462E0
9.755563185E0,-2.059013397E-1,7.811083198E-1,9.840767860E0
9.757575633E0,-2.202665508E-1,7.906851172E-1,9.826402664E0
9.759588237E0,-2.537853718E-1,7.858967185E-1,9.835979462E0
9.761599851E0,-2.489969730E-1,7.858967185E-1,9.845556259E0
9.763613629E0,-2.394201756E-1,7.858967185E-1,9.835979462E0
9.765625608E0,-2.298433632E-1,7.906851172E-1,9.859921455E0
9.767637796E0,-2.250549644E-1,7.667431235E-1,9.845556259E0
9.769650140E0,-2.298433632E-1,7.763199210E-1,9.845556259E0
9.771662119E0,-2.106897533E-1,7.763199210E-1,9.826402664E0
9.773674306E0,-2.250549644E-1,7.763199210E-1,9.831191063E0
9.775686702E0,-2.154781520E-1,7.858967185E-1,9.807249069E0
9.777699254E0,-2.011129409E-1,7.858967185E-1,9.812037468E0
9.779711911E0,-1.867477298E-1,7.858967185E-1,9.821614265E0
9.781723161E0,-2.011129409E-1,8.002619147E-1,9.826402664E0
9.783734619E0,-1.963245422E-1,7.811083198E-1,9.816825867E0
9.785746286E0,-1.819593310E-1,7.763199210E-1,9.807249069E0
9.787758265E0,-1.915361285E-1,7.858967185E-1,9.802460670E0
9.789770504E0,-1.963245422E-1,7.619546652E-1,9.812037468E0
9.791782796E0,-1.915361285E-1,7.811083198E-1,9.792883873E0
9.793795296E0,-1.867477298E-1,7.571662664E-1,9.792883873E0
9.795808004E0,-1.819593310E-1,7.571662664E-1,9.792883873E0
9.797820921E0,-1.963245422E-1,7.619546652E-1,9.778518677E0
9.799833942E0,-1.915361285E-1,7.715315223E-1,9.783307076E0
9.801844671E0,-1.771709323E-1,7.763199210E-1,9.778518677E0
9.803855608E0,-1.915361285E-1,8.002619147E-1,9.778518677E0
9.805866806E0,-1.771709323E-1,8.098387122E-1,9.797672272E0
9.807878369E0,-1.819593310E-1,8.050503135E-1,9.788095474E0
9.809890244E0,-1.771709323E-1,8.098387122E-1,9.802460670E0
9.811902223E0,-1.915361285E-1,8.194155097E-1,9.788095474E0
9.813914515E0,-2.106897533E-1,8.098387122E-1,9.812037468E0
9.815927067E0,-2.106897533E-1,8.242039084E-1,9.826402664E0
9.817939879E0,-2.442085743E-1,8.002619147E-1,9.840767860E0
9.819952900E0,-2.489969730E-1,8.194155097E-1,9.855133057E0
9.821965921E0,-2.394201756E-1,8.146271110E-1,9.855133057E0
9.823979098E0,-2.537853718E-1,7.858967185E-1,9.879075050E0
9.825992379E0,-2.633621991E-1,8.098387122E-1,9.903017044E0
9.828005713E0,-2.777273953E-1,8.050503135E-1,9.879075050E0
9.830019046E0,-2.681505978E-1,7.954735160E-1,9.869498253E0
9.832028890E0,-3.112462163E-1,8.146271110E-1,9.869498253E0
9.834038942E0,-3.160346150E-1,8.289923668E-1,9.855133057E0
9.836049254E0,-3.256114423E-1,8.433575630E-1,9.835979462E0
9.838059931E0,-3.208230138E-1,8.481459618E-1,9.831191063E0
9.840070973E0,-3.351882398E-1,8.672995567E-1,9.845556259E0
9.842082431E0,-3.687070608E-1,8.672995567E-1,9.835979462E0
9.844094306E0,-3.734954596E-1,8.816647530E-1,9.826402664E0
9.846106494E0,-3.830722570E-1,8.912416101E-1,9.835979462E0
9.848119098E0,-4.309563041E-1,9.056068063E-1,9.831191063E0
9.850132067E0,-4.213795066E-1,9.008184075E-1,9.826402664E0
9.852145192E0,-4.405331016E-1,9.056068063E-1,9.812037468E0
9.854158577E0,-4.596867263E-1,9.151836038E-1,9.802460670E0
9.856172015E0,-4.740519226E-1,9.247604012E-1,9.792883873E0
9.858185608E0,-4.884171486E-1,9.247604012E-1,9.797672272E0
9.860199306E0,-5.171475410E-1,9.199720025E-1,9.797672272E0
9.862213056E0,-4.884171486E-1,9.247604012E-1,9.802460670E0
9.864226806E0,-5.219359994E-1,9.391255975E-1,9.807249069E0
9.866233577E0,-5.315127969E-1,9.343371987E-1,9.835979462E0
9.868240765E0,-5.315127969E-1,9.630676508E-1,9.850344658E0
9.870248525E0,-5.267243981E-1,9.391255975E-1,9.845556259E0
9.872257015E0,-5.267243981E-1,9.582792521E-1,9.864709854E0
9.874266181E0,-5.363011956E-1,9.582792521E-1,9.888651848E0
9.876276077E0,-5.267243981E-1,9.678560495E-1,9.879075050E0
9.878287015E0,-5.554547906E-1,9.487023950E-1,9.864709854E0
9.880298994E0,-5.410895944E-1,9.534908533E-1,9.845556259E0
9.882311963E0,-5.458779931E-1,9.534908533E-1,9.845556259E0
9.884325869E0,-5.458779931E-1,9.343371987E-1,9.850344658E0
9.886340400E0,-5.315127969E-1,9.439139962E-1,9.845556259E0
9.888355608E0,-5.267243981E-1,9.247604012E-1,9.831191063E0
9.890371233E0,-5.075707436E-1,9.343371987E-1,9.840767860E0
9.892387067E0,-4.836287498E-1,9.199720025E-1,9.845556259E0
9.894402900E0,-4.788403511E-1,9.247604012E-1,9.835979462E0
9.896416754E0,-4.644751251E-1,9.439139962E-1,9.859921455E0
9.898430713E0,-4.405331016E-1,9.391255975E-1,9.859921455E0
9.900444671E0,-4.213795066E-1,9.582792521E-1,9.869498253E0
9.902458213E0,-3.974374831E-1,9.726444483E-1,9.893440247E0
9.904470036E0,-3.878606856E-1,9.774328470E-1,9.879075050E0
9.906478421E0,-3.639186621E-1,9.822212458E-1,9.850344658E0
9.908487119E0,-3.399766386E-1,9.917980433E-1,9.826402664E0
9.910496233E0,-3.399766386E-1,9.917980433E-1,9.802460670E0
9.912505869E0,-3.495534360E-1,9.870096445E-1,9.764153481E0
9.914516077E0,-3.447650373E-1,9.917980433E-1,9.716269493E0
9.916526754E0,-3.399766386E-1,9.822212458E-1,9.682749748E0
9.918538108E0,-3.447650373E-1,9.822212458E-1,9.658807755E0
9.920550140E0,-3.591302633E-1,9.870096445E-1,9.644442558E0
9.922562848E0,-3.447650373E-1,9.965864420E-1,9.630077362E0
9.924576181E0,-3.591302633E-1,1.015740037E0,9.606135368E0
9.926589879E0,-3.687070608E-1,1.010951638E0,9.596558571E0
9.928604046E0,-3.591302633E-1,1.010951638E0,9.572616577E0
9.930618577E0,-3.687070608E-1,1.020528436E0,9.528923035E0
9.932633369E0,-3.830722570E-1,1.025316834E0,9.558251381E0
9.934648317E0,-3.639186621E-1,1.049258947E0,9.548674583E0
9.936659515E0,-3.639186621E-1,1.063624144E0,9.577404976E0
