"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.216137195E0,2.973331809E-1,-4.647345543E0,-8.774857223E-2
5.218148341E0,2.888112962E-1,-4.678236961E0,-9.200949967E-2
5.220159539E0,2.802894413E-1,-4.708063602E0,-1.015966013E-1
5.222170945E0,2.728328109E-1,-4.738955498E0,-1.079879999E-1
5.224182508E0,2.611152530E-1,-4.767716885E0,-1.165098622E-1
5.226193706E0,2.515281439E-1,-4.799673557E0,-1.324883550E-1
5.228204903E0,2.408758104E-1,-4.841217995E0,-1.463363916E-1
5.230216362E0,2.312887162E-1,-4.881696701E0,-1.601844132E-1
5.232228133E0,2.153102309E-1,-4.928566933E0,-1.729672104E-1
5.234240164E0,2.014621943E-1,-4.976502419E0,-1.846847683E-1
5.236252247E0,1.854836941E-1,-5.018046379E0,-1.964023411E-1
5.238264643E0,1.673747450E-1,-5.062786102E0,-2.049241960E-1
5.240277247E0,1.450048387E-1,-5.101134777E0,-2.134460658E-1
5.242290112E0,1.279611140E-1,-5.138417721E0,-2.209026963E-1
5.244303185E0,1.087869257E-1,-5.175701141E0,-2.315550297E-1
5.246315216E0,9.280842543E-2,-5.206592560E0,-2.390116602E-1
5.248327456E0,7.576470077E-2,-5.238549709E0,-2.507292330E-1
5.250339851E0,6.404713541E-2,-5.260919571E0,-2.613815665E-1
5.252352456E0,5.872096866E-2,-5.273702621E0,-2.688381970E-1
5.254365164E0,5.339480564E-2,-5.276897907E0,-2.805557549E-1
5.256378028E0,4.806863889E-2,-5.279028416E0,-2.922733128E-1
5.258388445E0,5.339480564E-2,-5.272637367E0,-3.082517982E-1
5.260398862E0,5.659050494E-2,-5.264115334E0,-3.231650591E-1
5.262409383E0,5.978620425E-2,-5.246006489E0,-3.348826170E-1
5.264420268E0,6.511236727E-2,-5.222571373E0,-3.466002047E-1
5.266431362E0,5.872096866E-2,-5.201266766E0,-3.572525382E-1
5.268442924E0,5.765573680E-2,-5.170374870E0,-3.647091687E-1
5.270454903E0,5.446003750E-2,-5.148005009E0,-3.679048419E-1
5.272467351E0,4.593817517E-2,-5.121374130E0,-3.679048419E-1
5.274480164E0,4.380770773E-2,-5.090482235E0,-3.657743931E-1
5.276493185E0,4.061200842E-2,-5.064916611E0,-3.604482114E-1
5.278506518E0,3.528584540E-2,-5.042546749E0,-3.593829870E-1
5.280520112E0,2.995967865E-2,-5.039350986E0,-3.551220596E-1
5.282533914E0,2.995967865E-2,-5.040416241E0,-3.529915810E-1
5.284547820E0,2.995967865E-2,-5.044677258E0,-3.519263566E-1
5.286558601E0,3.209014609E-2,-5.054264545E0,-3.497959077E-1
5.288569747E0,3.422060981E-2,-5.063851357E0,-3.487306535E-1
5.290581101E0,4.167724028E-2,-5.078764915E0,-3.455349505E-1
5.292592768E0,4.593817517E-2,-5.083025455E0,-3.423392773E-1
5.294604747E0,5.126433820E-2,-5.084090710E0,-3.391435742E-1
5.296616831E0,5.659050494E-2,-5.083025455E0,-3.327521682E-1
5.298629174E0,6.191666797E-2,-5.083025455E0,-3.284912407E-1
5.300641778E0,6.511236727E-2,-5.089416981E0,-3.210346103E-1
5.302654591E0,6.937330216E-2,-5.096873760E0,-3.135779798E-1
5.304667612E0,7.256899774E-2,-5.104330540E0,-3.061213493E-1
5.306680581E0,7.576470077E-2,-5.114982605E0,-2.986647189E-1
5.308693706E0,7.682993263E-2,-5.124569893E0,-2.912080884E-1
5.310706935E0,8.002562821E-2,-5.130960941E0,-2.858819067E-1
5.312720216E0,8.428656310E-2,-5.144809246E0,-2.794905007E-1
5.314733497E0,8.535179496E-2,-5.156526566E0,-2.752295732E-1
5.316741362E0,8.641702682E-2,-5.166113853E0,-2.709686458E-1
5.318749591E0,8.961272985E-2,-5.173570633E0,-2.667077184E-1
5.320758289E0,9.280842543E-2,-5.173570633E0,-2.645772398E-1
5.322767351E0,9.600412846E-2,-5.178896427E0,-2.635120153E-1
5.324777091E0,1.034607589E-1,-5.171440125E0,-2.624467909E-1
5.326787403E0,1.109173894E-1,-5.158657074E0,-2.624467909E-1
5.328798601E0,1.226349548E-1,-5.138417721E0,-2.635120153E-1
5.330810581E0,1.300915778E-1,-5.126700401E0,-2.677729428E-1
5.332823393E0,1.471353173E-1,-5.107525826E0,-2.730991244E-1
5.334836935E0,1.577876359E-1,-5.088351727E0,-2.794905007E-1
5.336850997E0,1.673747450E-1,-5.067047119E0,-2.869471312E-1
5.338865633E0,1.780270636E-1,-5.040416241E0,-2.954690158E-1
5.340880685E0,1.929403245E-1,-5.022307396E0,-3.018604219E-1
5.342896049E0,1.993317306E-1,-5.024437904E0,-3.093170524E-1
5.344910997E0,2.142449915E-1,-5.035089970E0,-3.125127256E-1
5.346923758E0,2.270277888E-1,-5.040416241E0,-3.178389072E-1
5.348936674E0,2.398105860E-1,-5.051068783E0,-3.199693561E-1
5.350949643E0,2.525933683E-1,-5.062786102E0,-3.178389072E-1
5.352962664E0,2.611152530E-1,-5.064916611E0,-3.178389072E-1
5.354975685E0,2.685718834E-1,-5.063851357E0,-3.167736828E-1
5.356984122E0,2.760285139E-1,-5.063851357E0,-3.167736828E-1
5.358992872E0,2.813546658E-1,-5.054264545E0,-3.157084286E-1
5.361002091E0,2.866808474E-1,-5.039350986E0,-3.103822768E-1
5.363011883E0,2.866808474E-1,-5.011654854E0,-3.093170524E-1
5.365022247E0,2.824199200E-1,-4.981828690E0,-3.071865737E-1
5.367033133E0,2.781589627E-1,-4.944545269E0,-3.082517982E-1
5.369044695E0,2.707023323E-1,-4.910458088E0,-3.071865737E-1
5.371056935E0,2.653761804E-1,-4.873174667E0,-3.050560951E-1
5.373069851E0,2.568543255E-1,-4.832695961E0,-3.039908707E-1
5.375083341E0,2.472672164E-1,-4.785825729E0,-3.039908707E-1
5.377097195E0,2.366148829E-1,-4.730433464E0,-3.039908707E-1
5.379111466E0,2.248973250E-1,-4.678236961E0,-3.061213493E-1
5.381126049E0,2.185059190E-1,-4.621779919E0,-3.082517982E-1
5.383140893E0,2.110492885E-1,-4.566387653E0,-3.093170524E-1
5.385155841E0,1.972012669E-1,-4.504604340E0,-3.093170524E-1
5.387166570E0,1.812227666E-1,-4.443885803E0,-3.039908707E-1
5.389177508E0,1.609833390E-1,-4.378906727E0,-3.007951677E-1
5.391188706E0,1.492657810E-1,-4.305405617E0,-2.965342402E-1
5.393200216E0,1.322220564E-1,-4.221251965E0,-2.922733128E-1
5.395211987E0,1.130478531E-1,-4.128576756E0,-2.858819067E-1
5.397223862E0,9.706936032E-2,-4.031640530E0,-2.805557549E-1
5.399235841E0,8.002562821E-2,-3.932440758E0,-2.752295732E-1
5.401248133E0,5.765573680E-2,-3.825917482E0,-2.677729428E-1
5.403260737E0,4.061200842E-2,-3.718328953E0,-2.603163123E-1
5.405273601E0,2.676397935E-2,-3.607544899E0,-2.528596818E-1
5.407286518E0,7.456631400E-3,-3.496760607E0,-2.443378270E-1
5.409299591E0,-1.065232977E-2,-3.392367601E0,-2.336854935E-1
5.411312768E0,-2.450035885E-2,-3.287974834E0,-2.230331600E-1
5.413326049E0,-3.728315607E-2,-3.185712576E0,-2.134460658E-1
5.415339383E0,-5.113118514E-2,-3.085580587E0,-2.006632686E-1
5.417350164E0,-5.965305120E-2,-2.991840124E0,-1.889457107E-1
5.419361101E0,-7.137060910E-2,-2.898099661E0,-1.761629134E-1
5.421372039E0,-7.882724702E-2,-2.809685230E0,-1.644453406E-1
5.423383028E0,-8.095771074E-2,-2.722336054E0,-1.527277827E-1
5.425394122E0,-8.521863818E-2,-2.646704674E0,-1.410102248E-1
5.427405372E0,-8.202294260E-2,-2.568942547E0,-1.282274276E-1
5.429416987E0,-8.308817446E-2,-2.499702454E0,-1.197055578E-1
5.431428758E0,-7.989247888E-2,-2.437918901E0,-1.101184636E-1
5.433440945E0,-7.243584841E-2,-2.391048670E0,-9.946613014E-2
5.435453497E0,-6.817491353E-2,-2.358026505E0,-8.881380409E-2
5.437466206E0,-5.965305120E-2,-2.327134609E0,-7.816147059E-2
5.439479226E0,-5.219641700E-2,-2.297308207E0,-6.324820966E-2
5.441492351E0,-4.154408723E-2,-2.277068853E0,-5.366111174E-2
5.443505581E0,-2.769605815E-2,-2.256829262E0,-4.513924941E-2
5.445518966E0,-1.278279629E-2,-2.242981195E0,-3.768261895E-2
5.447531674E0,2.130466048E-3,-2.229133368E0,-3.342168778E-2
5.449544487E0,2.356828004E-2,-2.222741842E0,-2.809552103E-2
5.451554956E0,4.487293959E-2,-2.218480825E0,-2.809552103E-2
5.453565685E0,7.150376588E-2,-2.232328892E0,-2.489982173E-2
5.455576674E0,1.002650559E-1,-2.233394146E0,-2.489982173E-2
5.457587820E0,1.290263534E-1,-2.241915941E0,-2.703028731E-2
5.459599331E0,1.652442664E-1,-2.251503229E0,-3.342168778E-2
5.461610997E0,1.993317306E-1,-2.276003599E0,-3.874785081E-2
5.463623081E0,2.344844192E-1,-2.306895256E0,-4.620448127E-2
5.465635581E0,2.770937383E-1,-2.339917421E0,-4.833494872E-2
5.467648341E0,3.143768907E-1,-2.372939825E0,-5.472634733E-2
5.469661414E0,3.569862247E-1,-2.405961990E0,-6.005251035E-2
5.471674539E0,3.953346014E-1,-2.434723139E0,-6.644391268E-2
5.473687924E0,4.368786812E-1,-2.461354017E0,-7.496577501E-2
5.475701466E0,4.730966091E-1,-2.482658625E0,-8.348763734E-2
5.477715164E0,5.146406889E-1,-2.496506691E0,-9.307473898E-2
5.479728862E0,5.487281680E-1,-2.513550520E0,-9.946613014E-2
5.481737403E0,5.806851387E-1,-2.516746283E0,-1.069227681E-1
5.483746049E0,6.073159575E-1,-2.513550520E0,-1.133141592E-1
5.485754956E0,6.318163276E-1,-2.502898216E0,-1.186403260E-1
5.487764383E0,6.509905457E-1,-2.489050150E0,-1.229012609E-1
5.489774487E0,6.648385525E-1,-2.466680288E0,-1.260969639E-1
5.491785112E0,6.733604074E-1,-2.434723139E0,-1.324883550E-1
5.493796466E0,6.808170676E-1,-2.407027245E0,-1.356840581E-1
5.495808549E0,6.786866188E-1,-2.378265858E0,-1.378145218E-1
5.497821362E0,6.690995097E-1,-2.358026505E0,-1.388797611E-1
5.499834851E0,6.616428494E-1,-2.344178438E0,-1.420754492E-1
5.501848758E0,6.456643939E-1,-2.328199863E0,-1.442059278E-1
5.503863185E0,6.318163276E-1,-2.313286781E0,-1.463363916E-1
5.505878028E0,6.137073636E-1,-2.306895256E0,-1.474016160E-1
5.507893185E0,5.881417990E-1,-2.298373461E0,-1.474016160E-1
5.509908497E0,5.668371320E-1,-2.278133869E0,-1.516625583E-1
5.511920737E0,5.476629138E-1,-2.238720417E0,-1.537930220E-1
5.513933133E0,5.284887552E-1,-2.189719677E0,-1.559234858E-1
5.515945633E0,5.082492828E-1,-2.150305986E0,-1.591191888E-1
5.517958237E0,4.954665005E-1,-2.108762026E0,-1.580539495E-1
5.519970893E0,4.762923121E-1,-2.089587688E0,-1.580539495E-1
5.521981049E0,4.592485726E-1,-2.078935385E0,-1.559234858E-1
5.523991414E0,4.432700872E-1,-2.078935385E0,-1.601844132E-1
5.526001831E0,4.262263775E-1,-2.082131147E0,-1.580539495E-1
5.528042768E0,4.134435654E-1,-2.089587688E0,-1.591191888E-1
5.530029643E0,4.027912319E-1,-2.095979214E0,-1.612496525E-1
5.532017508E0,3.953346014E-1,-2.100239992E0,-1.623148769E-1
5.534007456E0,3.868127465E-1,-2.100239992E0,-1.665758193E-1
5.536000268E0,3.804213405E-1,-2.100239992E0,-1.729672104E-1
5.537996674E0,3.793561161E-1,-2.091718197E0,-1.793586165E-1
5.539997143E0,3.814865649E-1,-2.084261656E0,-1.868152469E-1
5.542001987E0,3.868127465E-1,-2.074674368E0,-1.964023411E-1
5.544011310E0,3.942693770E-1,-2.065087318E0,-2.027937323E-1
5.546025216E0,4.017260075E-1,-2.055500269E0,-2.134460658E-1
5.548043289E0,4.102478623E-1,-2.042717457E0,-2.219679356E-1
5.550065112E0,4.251611233E-1,-2.036326170E0,-2.315550297E-1
5.552090164E0,4.368786812E-1,-2.026738882E0,-2.379464209E-1
5.554117768E0,4.485962689E-1,-2.010760546E0,-2.475335300E-1
5.556147039E0,4.603138268E-1,-1.994781971E0,-2.517944574E-1
5.558177403E0,4.645747542E-1,-1.966020703E0,-2.528596818E-1
5.560208081E0,4.688356817E-1,-1.926607132E0,-2.528596818E-1
5.562229122E0,4.688356817E-1,-1.877606392E0,-2.549901605E-1
5.564240841E0,4.699009061E-1,-1.820083737E0,-2.528596818E-1
5.566248393E0,4.656399786E-1,-1.754039288E0,-2.464682907E-1
5.568256049E0,4.624442756E-1,-1.679473042E0,-2.400768995E-1
5.570264018E0,4.592485726E-1,-1.601711035E0,-2.315550297E-1
5.572272716E0,4.528571963E-1,-1.521818519E0,-2.187722325E-1
5.574282195E0,4.496614933E-1,-1.435534596E0,-2.049241960E-1
5.576292351E0,4.443353117E-1,-1.355642200E0,-1.900109351E-1
5.578303445E0,4.390091598E-1,-1.274684429E0,-1.772281379E-1
5.580315424E0,4.304873049E-1,-1.204379082E0,-1.623148769E-1
5.582328081E0,4.198349714E-1,-1.144726038E0,-1.495320797E-1
5.584341570E0,4.102478623E-1,-1.088268638E0,-1.346188188E-1
5.586356310E0,3.963998258E-1,-1.035007000E0,-1.250317246E-1
5.588371570E0,3.782908916E-1,-9.796149135E-1,-1.133141592E-1
5.590387091E0,3.612471521E-1,-9.252880216E-1,-1.026618332E-1
5.592402768E0,3.399424851E-1,-8.645697236E-1,-9.413997084E-2
5.594418601E0,3.207682967E-1,-8.027862310E-1,-8.561810106E-2
5.596430320E0,2.983984053E-1,-7.399374843E-1,-7.709623873E-2
5.598442247E0,2.792242169E-1,-6.802844405E-1,-6.750914454E-2
5.600454383E0,2.611152530E-1,-6.227618456E-1,-5.579157919E-2
5.602466726E0,2.344844192E-1,-5.758916140E-1,-4.620448127E-2
5.604479226E0,2.131797522E-1,-5.258256793E-1,-3.448691964E-2
5.606491726E0,1.897446364E-1,-4.810858667E-1,-2.703028731E-2
5.608504383E0,1.620485783E-1,-4.374113083E-1,-1.850842312E-2
5.610517143E0,1.386134475E-1,-3.969324529E-1,-8.921326138E-3
5.612530008E0,1.130478531E-1,-3.564535975E-1,-2.529928461E-3
5.614542872E0,8.961272985E-2,-3.159747422E-1,3.861469682E-3
5.616552403E0,6.511236727E-2,-2.701697350E-1,9.187635034E-3
5.618562195E0,4.380770773E-2,-2.339518070E-1,1.451379992E-2
5.620572299E0,2.037258074E-2,-1.913424879E-1,2.197043039E-2
5.622582820E0,1.065233024E-3,-1.572550237E-1,2.836182900E-2
5.624593758E0,-1.917419396E-2,-1.221023351E-1,3.475322574E-2
5.626605008E0,-3.834838793E-2,-8.694964647E-2,4.007939249E-2
5.628616778E0,-5.432688445E-2,-6.244928762E-2,4.753602296E-2
5.630629018E0,-7.030537724E-2,-3.368799388E-2,5.179695413E-2
5.632641726E0,-8.308817446E-2,-8.122402243E-3,5.818835273E-2
5.634654851E0,-9.587097168E-2,7.856093347E-3,6.351451576E-2
5.636668185E0,-1.097190008E-1,2.489982173E-2,6.990591437E-2
5.638681883E0,-1.182408631E-1,3.555215150E-2,7.416684926E-2
5.640695841E0,-1.299584359E-1,4.940018058E-2,7.736254483E-2
5.642710008E0,-1.352845877E-1,5.579157919E-2,8.055824786E-2
5.644724278E0,-1.427412182E-1,6.644391268E-2,8.481918275E-2
5.646734174E0,-1.480673850E-1,7.709623873E-2,8.694964647E-2
5.648744331E0,-1.533935517E-1,8.242240548E-2,8.801487833E-2
5.650754799E0,-1.576544940E-1,8.455286920E-2,9.014534205E-2
5.652765685E0,-1.629806459E-1,8.348763734E-2,9.121058136E-2
5.654776987E0,-1.629806459E-1,7.922670245E-2,9.014534205E-2
5.656788549E0,-1.651111245E-1,7.177007198E-2,9.121058136E-2
5.658800581E0,-1.640458852E-1,6.324820966E-2,9.121058136E-2
5.660813081E0,-1.619154215E-1,5.259587988E-2,8.908011019E-2
5.662825997E0,-1.629806459E-1,4.513924941E-2,9.014534205E-2
5.664839278E0,-1.608501822E-1,3.768261895E-2,8.375394344E-2
5.666852716E0,-1.587197185E-1,3.129122034E-2,8.268871158E-2
5.668866414E0,-1.587197185E-1,2.063889056E-2,8.055824786E-2
5.670880268E0,-1.555240154E-1,1.424749196E-2,7.629731297E-2
5.672894226E0,-1.555240154E-1,6.790860556E-3,7.629731297E-2
5.674908185E0,-1.512630880E-1,3.994623839E-4,7.629731297E-2
5.676917299E0,-1.491326243E-1,-8.122402243E-3,7.523208112E-2
5.678926674E0,-1.448716968E-1,-1.238333434E-2,7.416684926E-2
5.680936414E0,-1.438064575E-1,-1.664426550E-2,7.523208112E-2
5.682946622E0,-1.352845877E-1,-1.557903271E-2,7.523208112E-2
5.684957299E0,-1.288931966E-1,-1.770949923E-2,7.416684926E-2
5.686968341E0,-1.225017980E-1,-1.664426550E-2,7.416684926E-2
5.688979956E0,-1.139799356E-1,-1.238333434E-2,7.416684926E-2
5.690992143E0,-1.043928340E-1,-4.926702939E-3,7.097115368E-2
5.693004903E0,-9.267527610E-2,1.464695437E-3,6.990591437E-2
5.695018133E0,-8.308817446E-2,1.318225823E-2,6.884068251E-2
5.697031622E0,-7.030537724E-2,2.596505545E-2,6.671021879E-2
5.699045476E0,-5.752258375E-2,3.235645220E-2,6.564498693E-2
5.701059591E0,-4.687025398E-2,4.513924941E-2,6.457975507E-2
5.703073914E0,-3.408745676E-2,5.685681105E-2,6.351451576E-2
5.705088341E0,-2.130465955E-2,6.857437640E-2,6.457975507E-2
5.707100372E0,-1.065232977E-2,8.242240548E-2,6.351451576E-2
5.709112508E0,-1.065233024E-3,9.200949967E-2,6.351451576E-2
5.711124747E0,9.587096982E-3,1.079879999E-1,6.457975507E-2
5.713137091E0,2.037258074E-2,1.122489274E-1,6.457975507E-2
5.715149487E0,2.143781446E-2,1.250317246E-1,6.564498693E-2
5.717159643E0,3.528584540E-2,1.356840581E-1,6.671021879E-2
5.719170060E0,3.741630912E-2,1.484668553E-1,6.671021879E-2
5.721180789E0,4.487293959E-2,1.569887102E-1,6.990591437E-2
5.723191883E0,4.913387448E-2,1.612496525E-1,7.203638554E-2
5.725203341E0,4.913387448E-2,1.633801162E-1,7.416684926E-2
5.727215008E0,4.913387448E-2,1.633801162E-1,7.629731297E-2
5.729227091E0,4.700340703E-2,1.623148769E-1,7.736254483E-2
5.731239539E0,4.593817517E-2,1.601844132E-1,8.055824786E-2
5.733252351E0,4.061200842E-2,1.580539495E-1,8.055824786E-2
5.735265476E0,3.528584540E-2,1.601844132E-1,8.162347972E-2
5.737278758E0,3.315537795E-2,1.591191888E-1,8.162347972E-2
5.739292247E0,2.995967865E-2,1.623148769E-1,8.268871158E-2
5.741305893E0,2.143781446E-2,1.601844132E-1,8.375394344E-2
5.743319643E0,1.824211515E-2,1.612496525E-1,8.481918275E-2
5.745333445E0,1.824211515E-2,1.591191888E-1,8.801487833E-2
5.747347247E0,1.185071748E-2,1.548582464E-1,8.801487833E-2
5.749358549E0,6.391398143E-3,1.569887102E-1,9.014534205E-2
5.751369643E0,3.195699072E-3,1.580539495E-1,9.227581322E-2
5.753379747E0,-1.065233024E-3,1.591191888E-1,9.334104508E-2
5.755389851E0,-6.391398143E-3,1.591191888E-1,9.440627694E-2
5.757400476E0,-9.587096982E-3,1.601844132E-1,9.760197252E-2
5.759411414E0,-1.597849466E-2,1.655105799E-1,9.866721183E-2
5.761422508E0,-1.704372838E-2,1.708367467E-1,9.973244369E-2
5.763434018E0,-1.917419396E-2,1.804238409E-1,1.029281393E-1
5.765445893E0,-2.023942769E-2,1.900109351E-1,1.029281393E-1
5.767457976E0,-2.236989327E-2,2.006632686E-1,1.007976755E-1
5.769470476E0,-1.597849466E-2,2.113156021E-1,9.973244369E-2
5.771483133E0,-8.521864191E-3,2.336854935E-1,9.121058136E-2
5.773496153E0,4.260932095E-3,2.581858635E-1,8.162347972E-2
5.775509435E0,1.717688330E-2,2.752295732E-1,7.416684926E-2
5.777523237E0,3.102491237E-2,2.869471312E-1,7.203638554E-2
5.779536101E0,4.167724028E-2,2.880123854E-1,7.097115368E-2
5.781548706E0,5.232957378E-2,2.794905007E-1,7.310161740E-2
5.783561466E0,6.298190355E-2,2.709686458E-1,7.523208112E-2
5.785574331E0,6.830807030E-2,2.613815665E-1,7.736254483E-2
5.787587508E0,7.150376588E-2,2.549901605E-1,7.310161740E-2
5.789600685E0,7.256899774E-2,2.507292330E-1,7.203638554E-2
5.791609383E0,7.150376588E-2,2.464682907E-1,6.777545065E-2
5.793618393E0,6.511236727E-2,2.485987544E-1,6.564498693E-2
5.795627820E0,5.446003750E-2,2.549901605E-1,6.351451576E-2
5.797637612E0,4.806863889E-2,2.709686458E-1,6.351451576E-2
5.799647976E0,3.741630912E-2,2.869471312E-1,6.351451576E-2
5.801658758E0,2.782921307E-2,3.050560951E-1,6.244928762E-2
5.803670216E0,1.398118306E-2,3.178389072E-1,6.351451576E-2
5.805682351E0,1.065233024E-3,3.359478712E-1,6.564498693E-2
5.807695060E0,-1.065232977E-2,3.551220596E-1,6.884068251E-2
5.809708341E0,-2.236989327E-2,3.668396175E-1,6.884068251E-2
5.811721987E0,-3.302222490E-2,3.806876540E-1,7.097115368E-2
5.813736101E0,-4.154408723E-2,3.892095089E-1,6.884068251E-2
5.815750372E0,-4.473978654E-2,3.977313936E-1,6.990591437E-2
5.817764747E0,-4.687025398E-2,4.051880240E-1,6.990591437E-2
5.819779331E0,-5.113118514E-2,4.051880240E-1,6.671021879E-2
5.821791310E0,-4.687025398E-2,4.094489515E-1,6.564498693E-2
5.823803445E0,-4.367455468E-2,4.137098789E-1,6.031882018E-2
5.825815737E0,-4.047885537E-2,4.105141759E-1,5.712312087E-2
5.827828185E0,-3.728315607E-2,4.105141759E-1,5.286218971E-2
5.829840789E0,-2.876129188E-2,4.105141759E-1,4.966649041E-2
5.831852091E0,-1.917419396E-2,4.030575454E-1,4.327509180E-2
5.833863601E0,-1.278279629E-2,3.977313936E-1,4.007939249E-2
5.835875320E0,-3.195699072E-3,3.945356905E-1,3.368799388E-2
5.837887299E0,6.391398143E-3,3.860138059E-1,2.623136342E-2
5.839899487E0,1.398118306E-2,3.785571754E-1,1.983996481E-2
5.841911726E0,2.250304818E-2,3.679048419E-1,1.344856713E-2
5.843924174E0,3.102491237E-2,3.593829870E-1,8.122402243E-3
5.845936831E0,3.741630912E-2,3.476654291E-1,6.657706108E-4
5.847949695E0,4.487293959E-2,3.348826170E-1,-7.856093347E-3
5.849962716E0,5.232957378E-2,3.242303133E-1,-1.318225823E-2
5.851974487E0,5.872096866E-2,3.114475012E-1,-2.170412242E-2
5.853986414E0,6.085143611E-2,3.007951677E-1,-2.916075476E-2
5.855998497E0,6.298190355E-2,2.922733128E-1,-3.874785081E-2
5.858010737E0,6.617759913E-2,2.816209793E-1,-4.726971686E-2
5.860023133E0,6.617759913E-2,2.762948275E-1,-5.366111174E-2
5.862034591E0,6.830807030E-2,2.720338702E-1,-6.324820966E-2
5.864046258E0,6.724283099E-2,2.667077184E-1,-7.070484012E-2
5.866058133E0,6.617759913E-2,2.635120153E-1,-7.922670245E-2
5.868070268E0,6.191666797E-2,2.603163123E-1,-8.881380409E-2
5.870082612E0,5.765573680E-2,2.549901605E-1,-9.733566642E-2
5.872094956E0,5.446003750E-2,2.475335300E-1,-1.058575287E-1
5.874107508E0,4.700340703E-2,2.432725877E-1,-1.143793985E-1
5.876120060E0,4.061200842E-2,2.358159572E-1,-1.239664927E-1
5.878132768E0,3.102491237E-2,2.304897904E-1,-1.356840581E-1
5.880145581E0,1.824211515E-2,2.251636237E-1,-1.452711523E-1
5.882158497E0,1.185071748E-2,2.272941023E-1,-1.569887102E-1
5.884171466E0,-1.065233024E-3,2.272941023E-1,-1.708367467E-1
5.886181206E0,-1.065232977E-2,2.272941023E-1,-1.836195439E-1
5.888191206E0,-1.917419396E-2,2.294245660E-1,-1.964023411E-1
5.890201518E0,-2.982652560E-2,2.326202542E-1,-2.113156021E-1
5.892212247E0,-4.154408723E-2,2.336854935E-1,-2.209026963E-1
5.894223393E0,-4.793548584E-2,2.379464209E-1,-2.379464209E-1
5.896234747E0,-5.858781561E-2,2.390116602E-1,-2.517944574E-1
5.898246622E0,-6.391397864E-2,2.411421239E-1,-2.656424940E-1
5.900258966E0,-6.604444981E-2,2.432725877E-1,-2.816209793E-1
5.902271778E0,-6.924014539E-2,2.432725877E-1,-2.975994647E-1
5.904284956E0,-6.924014539E-2,2.475335300E-1,-3.146432042E-1
5.906298289E0,-6.924014539E-2,2.475335300E-1,-3.327521682E-1
5.908311935E0,-6.497921795E-2,2.464682907E-1,-3.497959077E-1
5.910325789E0,-6.391397864E-2,2.475335300E-1,-3.711005449E-1
5.912339799E0,-5.752258375E-2,2.443378270E-1,-3.860138059E-1
5.914353862E0,-5.326165259E-2,2.400768995E-1,-4.019923210E-1
5.916367403E0,-4.900071770E-2,2.326202542E-1,-4.211665094E-1
5.918375060E0,-4.900071770E-2,2.283593267E-1,-4.424711764E-1
5.920382872E0,-4.260931909E-2,2.187722325E-1,-4.627105892E-1
5.922390997E0,-4.260931909E-2,2.123808414E-1,-4.882761836E-1
5.924399799E0,-4.367455468E-2,2.038589716E-1,-5.181027055E-1
5.926409174E0,-4.260931909E-2,1.953371018E-1,-5.596467853E-1
5.928419435E0,-3.408745676E-2,1.750976741E-1,-6.182346344E-1
5.930430581E0,-3.515268862E-2,1.559234858E-1,-6.778876781E-1
5.932442664E0,-3.728315607E-2,1.484668553E-1,-7.300840616E-1
5.934455424E0,-4.047885537E-2,1.474016160E-1,-7.844109535E-1
5.936468810E0,-5.006595328E-2,1.452711523E-1,-8.461945057E-1
5.938482976E0,-6.071828306E-2,1.452711523E-1,-9.122389555E-1
5.940497768E0,-7.137060910E-2,1.442059278E-1,-9.761528969E-1
5.942513081E0,-8.095771074E-2,1.442059278E-1,-1.032610297E0
5.944528758E0,-1.001319066E-1,1.367492825E-1,-1.086937189E0
5.946544487E0,-1.150451675E-1,1.356840581E-1,-1.139133573E0
5.948560268E0,-1.299584359E-1,1.388797611E-1,-1.188134313E0
5.950574122E0,-1.427412182E-1,1.410102248E-1,-1.233939290E0
5.952586778E0,-1.555240154E-1,1.484668553E-1,-1.278679132E0
5.954598497E0,-1.661763489E-1,1.559234858E-1,-1.323418856E0
5.956606310E0,-1.757634431E-1,1.676410437E-1,-1.361767292E0
5.958614487E0,-1.832200736E-1,1.782933772E-1,-1.403311372E0
5.960623133E0,-1.885462403E-1,1.878804713E-1,-1.440594554E0
5.962632403E0,-1.949376464E-1,1.995980442E-1,-1.480008125E0
5.964642351E0,-2.002638131E-1,2.102503628E-1,-1.520486951E0
5.966652872E0,-2.023942769E-1,2.209026963E-1,-1.562031031E0
5.968664226E0,-2.045247406E-1,2.294245660E-1,-1.600379467E0
5.970676362E0,-2.034595013E-1,2.336854935E-1,-1.641923547E0
5.972689278E0,-2.013290375E-1,2.422073632E-1,-1.684532881E0
5.974702872E0,-2.023942769E-1,2.432725877E-1,-1.726076961E0
5.976716935E0,-1.938724071E-1,2.464682907E-1,-1.769751549E0
5.978731518E0,-1.842853129E-1,2.443378270E-1,-1.812360883E0
5.980746518E0,-1.746982187E-1,2.422073632E-1,-1.859231114E0
5.982761778E0,-1.651111245E-1,2.432725877E-1,-1.905036092E0
5.984777143E0,-1.555240154E-1,2.432725877E-1,-1.952971578E0
5.986788914E0,-1.448716968E-1,2.422073632E-1,-2.001972198E0
5.988800893E0,-1.363498271E-1,2.432725877E-1,-2.050972939E0
5.990813028E0,-1.288931966E-1,2.464682907E-1,-2.106365204E0
