"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.845218160E1,6.085143611E-2,-4.007939249E-2,4.434032366E-2
1.845419446E1,6.830807030E-2,-3.794892505E-2,4.327509180E-2
1.845620696E1,7.789516449E-2,-3.794892505E-2,4.114462435E-2
1.845821946E1,8.215609938E-2,-3.581846133E-2,4.114462435E-2
1.846023097E1,9.387365729E-2,-3.262276202E-2,3.901416063E-2
1.846223852E1,9.919982404E-2,-3.155753016E-2,3.901416063E-2
1.846424644E1,1.034607589E-1,-3.155753016E-2,3.794892505E-2
1.846625467E1,1.119826213E-1,-2.836182900E-2,3.581846133E-2
1.846826363E1,1.183740199E-1,-2.836182900E-2,3.581846133E-2
1.847027337E1,1.237001866E-1,-3.155753016E-2,3.475322574E-2
1.847228394E1,1.311568171E-1,-3.368799388E-2,3.262276202E-2
1.847429540E1,1.332872808E-1,-3.475322574E-2,3.049229458E-2
1.847630754E1,1.386134475E-1,-4.007939249E-2,2.836182900E-2
1.847832050E1,1.439396143E-1,-4.327509180E-2,2.942706272E-2
1.848033420E1,1.471353173E-1,-5.073172227E-2,2.516612969E-2
1.848234858E1,1.503310055E-1,-5.499265343E-2,2.410089783E-2
1.848436332E1,1.524614692E-1,-6.138405204E-2,1.877473295E-2
1.848637858E1,1.567224115E-1,-6.671021879E-2,1.770949923E-2
1.848839394E1,1.588528752E-1,-7.416684926E-2,1.557903271E-2
1.849040957E1,1.599181145E-1,-7.736254483E-2,1.344856713E-2
1.849242530E1,1.609833390E-1,-8.162347972E-2,8.122402243E-3
1.849443863E1,1.599181145E-1,-8.481918275E-2,7.057168987E-3
1.849644686E1,1.599181145E-1,-8.801487833E-2,3.861469682E-3
1.849845540E1,1.609833390E-1,-9.014534205E-2,6.657706108E-4
1.850046436E1,1.599181145E-1,-9.547150880E-2,-1.464695437E-3
1.850247368E1,1.599181145E-1,-9.334104508E-2,-4.660394508E-3
1.850448363E1,1.577876359E-1,-9.653674066E-2,-7.856093347E-3
1.850649410E1,1.545919478E-1,-9.760197252E-2,-8.921326138E-3
1.850850530E1,1.545919478E-1,-9.760197252E-2,-1.211702544E-2
1.851051722E1,1.535267085E-1,-9.653674066E-2,-1.424749196E-2
1.851252988E1,1.524614692E-1,-9.866721183E-2,-1.424749196E-2
1.851454321E1,1.503310055E-1,-1.029281393E-1,-1.531272475E-2
1.851655696E1,1.471353173E-1,-1.039933711E-1,-1.531272475E-2
1.851857123E1,1.460700780E-1,-1.093195379E-1,-1.318225823E-2
1.852058592E1,1.439396143E-1,-1.125152409E-1,-1.105179265E-2
1.852260092E1,1.396786869E-1,-1.146457046E-1,-7.856093347E-3
1.852461608E1,1.364829838E-1,-1.135804728E-1,-7.856093347E-3
1.852662879E1,1.354177445E-1,-1.157109365E-1,-4.660394508E-3
1.852864165E1,1.322220564E-1,-1.178414002E-1,-4.660394508E-3
1.853065462E1,1.279611140E-1,-1.189066395E-1,-5.725627299E-3
1.853266769E1,1.279611140E-1,-1.189066395E-1,-3.595161485E-3
1.853468076E1,1.226349548E-1,-1.146457046E-1,-3.595161485E-3
1.853668920E1,1.205044836E-1,-1.125152409E-1,-4.660394508E-3
1.853869800E1,1.151783243E-1,-1.061238423E-1,-2.529928461E-3
1.854070722E1,1.119826213E-1,-1.039933711E-1,-3.994623839E-4
1.854271702E1,1.055912226E-1,-9.760197252E-2,1.731003635E-3
1.854472743E1,9.813459218E-2,-8.908011019E-2,4.926702939E-3
1.854673837E1,9.280842543E-2,-8.055824786E-2,1.131810062E-2
1.854875004E1,8.535179496E-2,-7.523208112E-2,1.664426550E-2
1.855076238E1,7.896039635E-2,-6.777545065E-2,1.983996481E-2
1.855277545E1,7.043853402E-2,-6.351451576E-2,2.729659714E-2
1.855478910E1,6.298190355E-2,-6.031882018E-2,3.475322574E-2
1.855680306E1,5.339480564E-2,-5.712312087E-2,4.114462435E-2
1.855881748E1,4.700340703E-2,-5.392742157E-2,4.647079110E-2
1.856083228E1,3.848154470E-2,-5.179695413E-2,4.966649041E-2
1.856284728E1,3.209014609E-2,-5.073172227E-2,5.499265343E-2
1.856486233E1,2.250304818E-2,-4.966649041E-2,5.925358832E-2
1.856687264E1,1.611164957E-2,-4.540555924E-2,6.457975507E-2
1.856888321E1,1.065232977E-2,-4.434032366E-2,6.777545065E-2
1.857089410E1,2.130466048E-3,-3.901416063E-2,7.097115368E-2
1.857290535E1,-4.260932095E-3,-3.901416063E-2,7.203638554E-2
1.857491691E1,-1.065232977E-2,-3.581846133E-2,7.629731297E-2
1.857692868E1,-1.491326280E-2,-2.942706272E-2,7.736254483E-2
1.857894082E1,-2.343512699E-2,-2.623136342E-2,7.949301600E-2
1.858095326E1,-2.556559257E-2,-2.516612969E-2,8.375394344E-2
1.858296608E1,-3.302222490E-2,-2.090519853E-2,8.481918275E-2
1.858497920E1,-3.621792421E-2,-1.664426550E-2,8.588441461E-2
1.858699238E1,-4.047885537E-2,-1.344856713E-2,8.801487833E-2
1.858900576E1,-4.367455468E-2,-1.238333434E-2,9.121058136E-2
1.859101931E1,-5.006595328E-2,-1.025286783E-2,9.227581322E-2
1.859303295E1,-5.113118514E-2,-8.122402243E-3,9.121058136E-2
1.859504660E1,-5.113118514E-2,-7.057168987E-3,9.334104508E-2
1.859705488E1,-5.539211631E-2,-8.122402243E-3,9.227581322E-2
1.859906347E1,-5.858781561E-2,-1.025286783E-2,9.121058136E-2
1.860107248E1,-5.858781561E-2,-1.238333434E-2,9.121058136E-2
1.860308207E1,-5.752258375E-2,-1.451379992E-2,8.908011019E-2
1.860509228E1,-5.539211631E-2,-1.664426550E-2,8.694964647E-2
1.860710300E1,-5.539211631E-2,-2.090519853E-2,8.375394344E-2
1.860911452E1,-5.645735189E-2,-2.303566411E-2,8.162347972E-2
1.861112675E1,-5.645735189E-2,-2.836182900E-2,7.842778414E-2
1.861313972E1,-5.432688445E-2,-2.942706272E-2,7.523208112E-2
1.861515332E1,-5.219641700E-2,-3.368799388E-2,6.990591437E-2
1.861716728E1,-5.432688445E-2,-3.581846133E-2,6.564498693E-2
1.861918175E1,-5.219641700E-2,-3.688369319E-2,6.138405204E-2
1.862119660E1,-5.006595328E-2,-4.007939249E-2,5.712312087E-2
1.862321170E1,-4.900071770E-2,-4.220985994E-2,5.073172227E-2
1.862522691E1,-4.793548584E-2,-4.327509180E-2,4.540555924E-2
1.862723931E1,-4.793548584E-2,-4.753602296E-2,4.007939249E-2
1.862925181E1,-5.006595328E-2,-5.179695413E-2,3.688369319E-2
1.863126436E1,-4.687025398E-2,-5.392742157E-2,3.155753016E-2
1.863327702E1,-4.580501840E-2,-5.499265343E-2,2.836182900E-2
1.863528972E1,-4.580501840E-2,-5.605788901E-2,2.303566411E-2
1.863730014E1,-4.580501840E-2,-5.925358832E-2,1.983996481E-2
1.863931071E1,-4.687025398E-2,-5.712312087E-2,1.344856713E-2
1.864132149E1,-4.793548584E-2,-5.712312087E-2,1.238333434E-2
1.864333259E1,-4.687025398E-2,-5.499265343E-2,9.187635034E-3
1.864534399E1,-5.006595328E-2,-5.605788901E-2,4.926702939E-3
1.864735556E1,-5.113118514E-2,-4.966649041E-2,2.796236658E-3
1.864936733E1,-5.113118514E-2,-4.860125855E-2,-3.994623839E-4
1.865137925E1,-5.219641700E-2,-4.540555924E-2,-1.464695437E-3
1.865339139E1,-5.326165259E-2,-4.007939249E-2,-4.660394508E-3
1.865540368E1,-5.432688445E-2,-3.581846133E-2,-4.660394508E-3
1.865741613E1,-5.645735189E-2,-3.475322574E-2,-4.660394508E-3
1.865942894E1,-5.858781561E-2,-3.049229458E-2,-6.790860556E-3
1.866144186E1,-5.539211631E-2,-2.729659714E-2,-6.790860556E-3
1.866345509E1,-5.752258375E-2,-2.410089783E-2,-6.790860556E-3
1.866546852E1,-5.752258375E-2,-1.983996481E-2,-6.790860556E-3
1.866748196E1,-5.645735189E-2,-1.770949923E-2,-5.725627299E-3
1.866949550E1,-5.539211631E-2,-1.557903271E-2,-5.725627299E-3
1.867150561E1,-5.539211631E-2,-1.451379992E-2,-3.595161485E-3
1.867351597E1,-5.539211631E-2,-1.131810062E-2,-1.464695437E-3
1.867552665E1,-5.219641700E-2,-9.187635034E-3,1.731003635E-3
1.867753754E1,-5.113118514E-2,-8.122402243E-3,3.861469682E-3
1.867954884E1,-5.113118514E-2,-8.122402243E-3,3.861469682E-3
1.868156040E1,-5.113118514E-2,-8.122402243E-3,5.991935730E-3
1.868357243E1,-5.113118514E-2,-2.796236658E-3,7.057168987E-3
1.868558488E1,-5.006595328E-2,-2.796236658E-3,1.025286783E-2
1.868759754E1,-5.006595328E-2,-2.796236658E-3,1.238333434E-2
1.868961056E1,-5.219641700E-2,-4.926702939E-3,1.451379992E-2
1.869162373E1,-5.539211631E-2,3.994623839E-4,1.557903271E-2
1.869363722E1,-5.432688445E-2,3.595161485E-3,1.451379992E-2
1.869565092E1,-5.752258375E-2,2.529928461E-3,1.557903271E-2
1.869766478E1,-6.071828306E-2,3.595161485E-3,1.557903271E-2
1.869967868E1,-6.391397864E-2,7.856093347E-3,1.664426550E-2
1.870168879E1,-6.710968167E-2,7.856093347E-3,1.770949923E-2
1.870369915E1,-7.137060910E-2,8.921326138E-3,1.983996481E-2
1.870570978E1,-7.456631213E-2,1.211702544E-2,2.197043039E-2
1.870772082E1,-7.882724702E-2,1.318225823E-2,2.410089783E-2
1.870973228E1,-8.095771074E-2,1.637795754E-2,2.729659714E-2
1.871174394E1,-8.628387749E-2,1.744319126E-2,3.049229458E-2
1.871375603E1,-8.841434121E-2,2.170412242E-2,3.368799388E-2
1.871576832E1,-9.693620354E-2,2.170412242E-2,3.262276202E-2
1.871778102E1,-1.001319066E-1,2.916075476E-2,3.581846133E-2
1.871979410E1,-1.011971384E-1,3.555215150E-2,3.901416063E-2
1.872180728E1,-1.033276021E-1,4.087831825E-2,4.114462435E-2
1.872382071E1,-1.075885370E-1,4.300878197E-2,4.327509180E-2
1.872583436E1,-1.086537689E-1,5.046541616E-2,4.540555924E-2
1.872784816E1,-1.075885370E-1,5.259587988E-2,4.540555924E-2
1.872986202E1,-1.065233052E-1,5.259587988E-2,4.647079110E-2
1.873187139E1,-1.086537689E-1,4.940018058E-2,4.860125855E-2
1.873388103E1,-1.086537689E-1,5.259587988E-2,4.753602296E-2
1.873589102E1,-1.033276021E-1,4.940018058E-2,4.966649041E-2
1.873790149E1,-1.022623703E-1,4.726971686E-2,4.966649041E-2
1.873991248E1,-1.001319066E-1,4.620448127E-2,5.073172227E-2
1.874192379E1,-9.480573982E-2,4.620448127E-2,5.073172227E-2
1.874393566E1,-9.161003679E-2,4.620448127E-2,4.966649041E-2
1.874594806E1,-8.734910935E-2,4.407401755E-2,4.966649041E-2
1.874796097E1,-7.989247888E-2,4.407401755E-2,4.753602296E-2
1.874997436E1,-7.563154399E-2,4.300878197E-2,4.647079110E-2
1.875198795E1,-6.924014539E-2,3.981308267E-2,4.647079110E-2
1.875400186E1,-6.391397864E-2,4.087831825E-2,4.540555924E-2
1.875601597E1,-5.432688445E-2,3.874785081E-2,4.327509180E-2
1.875803024E1,-5.006595328E-2,3.661738336E-2,4.220985994E-2
1.876004457E1,-4.473978654E-2,3.555215150E-2,4.220985994E-2
1.876205452E1,-3.302222490E-2,3.448691964E-2,3.901416063E-2
1.876406452E1,-2.982652560E-2,3.448691964E-2,3.688369319E-2
1.876607483E1,-2.450035885E-2,3.448691964E-2,3.794892505E-2
1.876808556E1,-1.810896210E-2,3.555215150E-2,3.475322574E-2
1.877009670E1,-1.278279629E-2,3.874785081E-2,3.368799388E-2
1.877210811E1,-6.391398143E-3,4.087831825E-2,3.262276202E-2
1.877411998E1,-2.130466048E-3,4.407401755E-2,3.155753016E-2
1.877613222E1,2.130466048E-3,4.620448127E-2,3.049229458E-2
1.877814493E1,4.260932095E-3,4.940018058E-2,2.729659714E-2
1.878015806E1,6.391398143E-3,5.046541616E-2,2.516612969E-2
1.878217155E1,1.065232977E-2,5.259587988E-2,2.303566411E-2
1.878418530E1,1.611164957E-2,5.259587988E-2,2.197043039E-2
1.878619910E1,1.717688330E-2,5.472634733E-2,1.877473295E-2
1.878821306E1,2.250304818E-2,5.579157919E-2,1.770949923E-2
1.879022707E1,2.782921307E-2,5.685681105E-2,1.664426550E-2
1.879224113E1,3.209014609E-2,5.792204663E-2,1.451379992E-2
1.879425415E1,3.102491237E-2,5.792204663E-2,1.238333434E-2
1.879626092E1,3.635107726E-2,5.472634733E-2,1.025286783E-2
1.879826811E1,4.061200842E-2,5.366111174E-2,8.122402243E-3
1.880027587E1,4.380770773E-2,5.046541616E-2,2.796236658E-3
1.880228436E1,4.380770773E-2,4.726971686E-2,1.731003635E-3
1.880429368E1,4.593817517E-2,4.300878197E-2,-3.994623839E-4
1.880630373E1,5.232957378E-2,4.300878197E-2,-3.595161485E-3
1.880831483E1,5.446003750E-2,3.981308267E-2,-7.856093347E-3
1.881032686E1,5.659050494E-2,3.342168778E-2,-1.105179265E-2
1.881233988E1,6.085143611E-2,3.342168778E-2,-1.318225823E-2
1.881435363E1,6.298190355E-2,2.809552103E-2,-1.637795754E-2
1.881636873E1,6.511236727E-2,2.276935615E-2,-2.063889056E-2
1.881838425E1,6.830807030E-2,1.957365684E-2,-2.170412242E-2
1.882040004E1,7.150376588E-2,1.744319126E-2,-2.596505545E-2
1.882241592E1,7.363422960E-2,1.318225823E-2,-3.022598661E-2
1.882443196E1,7.682993263E-2,1.211702544E-2,-3.129122034E-2
1.882644441E1,7.469946891E-2,6.790860556E-3,-3.342168778E-2
1.882845707E1,7.896039635E-2,6.790860556E-3,-3.555215150E-2
1.883046983E1,7.896039635E-2,5.725627299E-3,-3.555215150E-2
1.883248269E1,8.109086752E-2,4.660394508E-3,-3.661738336E-2
1.883449561E1,8.002562821E-2,6.790860556E-3,-3.874785081E-2
1.883650493E1,8.428656310E-2,7.856093347E-3,-3.874785081E-2
1.883851452E1,8.322133124E-2,7.856093347E-3,-3.874785081E-2
1.884052446E1,8.322133124E-2,8.921326138E-3,-3.661738336E-2
1.884253488E1,8.428656310E-2,1.211702544E-2,-3.555215150E-2
1.884454582E1,8.428656310E-2,1.424749196E-2,-3.448691964E-2
1.884655712E1,8.428656310E-2,1.637795754E-2,-3.235645220E-2
1.884856899E1,8.535179496E-2,2.276935615E-2,-3.129122034E-2
1.885058139E1,8.535179496E-2,2.596505545E-2,-2.703028731E-2
1.885259431E1,8.428656310E-2,3.022598661E-2,-2.596505545E-2
1.885460769E1,8.428656310E-2,3.448691964E-2,-2.276935615E-2
1.885662129E1,8.322133124E-2,4.087831825E-2,-2.276935615E-2
1.885863524E1,8.428656310E-2,4.726971686E-2,-1.957365684E-2
1.886064941E1,8.215609938E-2,5.259587988E-2,-1.744319126E-2
1.886266373E1,8.109086752E-2,5.472634733E-2,-1.637795754E-2
1.886467462E1,8.002562821E-2,6.324820966E-2,-1.424749196E-2
1.886668556E1,7.896039635E-2,6.644391268E-2,-9.986559860E-3
1.886869681E1,8.215609938E-2,7.283531129E-2,-9.986559860E-3
1.887070837E1,7.896039635E-2,7.709623873E-2,-6.790860556E-3
1.887272030E1,8.002562821E-2,8.242240548E-2,-2.529928461E-3
1.887473254E1,8.002562821E-2,8.455286920E-2,-2.529928461E-3
1.887674493E1,7.682993263E-2,8.668334037E-2,6.657706108E-4
1.887875764E1,7.576470077E-2,9.200949967E-2,2.796236658E-3
1.888077061E1,8.002562821E-2,9.413997084E-2,4.926702939E-3
1.888278379E1,7.682993263E-2,9.946613014E-2,7.057168987E-3
1.888479712E1,7.682993263E-2,1.005313694E-1,9.187635034E-3
1.888680962E1,7.576470077E-2,1.037270650E-1,1.238333434E-2
1.888882233E1,7.896039635E-2,1.079879999E-1,1.344856713E-2
1.889083514E1,7.576470077E-2,1.101184636E-1,1.451379992E-2
1.889284806E1,7.896039635E-2,1.133141592E-1,1.664426550E-2
1.889486102E1,7.789516449E-2,1.154446304E-1,1.770949923E-2
1.889687087E1,8.002562821E-2,1.154446304E-1,1.877473295E-2
1.889888097E1,8.215609938E-2,1.197055578E-1,2.197043039E-2
1.890089139E1,8.215609938E-2,1.175750941E-1,2.303566411E-2
1.890290217E1,8.215609938E-2,1.175750941E-1,2.303566411E-2
1.890491337E1,8.322133124E-2,1.154446304E-1,2.516612969E-2
1.890692483E1,8.854749799E-2,1.197055578E-1,2.410089783E-2
1.890893675E1,9.067796171E-2,1.207707971E-1,2.516612969E-2
1.891094910E1,9.174319357E-2,1.207707971E-1,2.623136342E-2
1.891296191E1,9.600412846E-2,1.218360290E-1,2.516612969E-2
1.891497509E1,9.919982404E-2,1.260969639E-1,2.516612969E-2
1.891698842E1,1.045259908E-1,1.282274276E-1,2.303566411E-2
1.891900202E1,1.066564545E-1,1.292926520E-1,1.770949923E-2
1.892101582E1,1.087869257E-1,1.314231306E-1,1.451379992E-2
1.892302978E1,1.141130850E-1,1.356840581E-1,9.187635034E-3
1.892504379E1,1.183740199E-1,1.388797611E-1,5.991935730E-3
1.892705405E1,1.215697154E-1,1.388797611E-1,1.731003635E-3
1.892906452E1,1.322220564E-1,1.399449855E-1,-3.994623839E-4
1.893107524E1,1.343525201E-1,1.367492825E-1,1.731003635E-3
1.893308629E1,1.418091506E-1,1.314231306E-1,3.861469682E-3
1.893509764E1,1.450048387E-1,1.207707971E-1,1.238333434E-2
1.893710915E1,1.418091506E-1,1.090532318E-1,1.770949923E-2
1.893912103E1,1.428743750E-1,1.015966013E-1,2.410089783E-2
1.894113326E1,1.439396143E-1,9.733566642E-2,3.155753016E-2
1.894314587E1,1.450048387E-1,9.520520270E-2,3.368799388E-2
1.894515879E1,1.471353173E-1,9.733566642E-2,3.262276202E-2
1.894717181E1,1.460700780E-1,9.840089828E-2,3.049229458E-2
1.894918509E1,1.513962448E-1,1.005313694E-1,2.729659714E-2
1.895119853E1,1.577876359E-1,1.058575287E-1,2.090519853E-2
1.895321212E1,1.588528752E-1,1.058575287E-1,1.557903271E-2
1.895522576E1,1.641790420E-1,1.058575287E-1,7.057168987E-3
1.895723670E1,1.705704331E-1,1.005313694E-1,6.657706108E-4
1.895924785E1,1.737661362E-1,9.520520270E-2,-6.790860556E-3
1.896125920E1,1.812227666E-1,8.881380409E-2,-1.531272475E-2
1.896327082E1,1.865489334E-1,8.242240548E-2,-2.063889056E-2
1.896528264E1,1.940055639E-1,7.177007198E-2,-2.489982173E-2
1.896729457E1,1.982664913E-1,6.324820966E-2,-2.809552103E-2
1.896930675E1,2.035926580E-1,5.685681105E-2,-3.448691964E-2
1.897131915E1,2.121145278E-1,5.153064802E-2,-3.768261895E-2
1.897333181E1,2.153102309E-1,4.620448127E-2,-4.194355011E-2
1.897534467E1,2.153102309E-1,4.087831825E-2,-4.407401755E-2
1.897735754E1,2.227668613E-1,4.087831825E-2,-4.940018058E-2
1.897937045E1,2.270277888E-1,4.300878197E-2,-5.259587988E-2
1.898138149E1,2.302234918E-1,4.300878197E-2,-5.579157919E-2
1.898339259E1,2.334191799E-1,4.513924941E-2,-6.111774594E-2
1.898540373E1,2.334191799E-1,4.620448127E-2,-6.324820966E-2
1.898741504E1,2.387453467E-1,5.153064802E-2,-6.750914454E-2
1.898942649E1,2.440715134E-1,5.579157919E-2,-7.283531129E-2
1.899143811E1,2.451367527E-1,6.005251035E-2,-7.603100687E-2
1.899345014E1,2.472672164E-1,6.111774594E-2,-7.922670245E-2
1.899546254E1,2.515281439E-1,6.431344151E-2,-8.029194176E-2
1.899747509E1,2.536586225E-1,6.857437640E-2,-8.029194176E-2
1.899948800E1,2.536586225E-1,6.537867337E-2,-8.242240548E-2
1.900150097E1,2.589847744E-1,6.644391268E-2,-8.135717362E-2
1.900351425E1,2.589847744E-1,6.537867337E-2,-8.242240548E-2
1.900552769E1,2.632457018E-1,6.431344151E-2,-7.922670245E-2
1.900754087E1,2.611152530E-1,6.218297780E-2,-7.603100687E-2
1.900955415E1,2.653761804E-1,6.111774594E-2,-7.283531129E-2
1.901156457E1,2.643109560E-1,5.792204663E-2,-6.857437640E-2
1.901357524E1,2.653761804E-1,6.324820966E-2,-6.431344151E-2
1.901558623E1,2.664414048E-1,6.750914454E-2,-6.005251035E-2
1.901759738E1,2.664414048E-1,6.857437640E-2,-5.366111174E-2
1.901960889E1,2.653761804E-1,6.431344151E-2,-4.833494872E-2
1.902162056E1,2.643109560E-1,6.218297780E-2,-4.300878197E-2
1.902363264E1,2.643109560E-1,5.472634733E-2,-3.661738336E-2
1.902564509E1,2.643109560E-1,4.726971686E-2,-3.235645220E-2
1.902765769E1,2.643109560E-1,3.874785081E-2,-2.809552103E-2
1.902967066E1,2.621804774E-1,2.916075476E-2,-2.276935615E-2
1.903168373E1,2.611152530E-1,1.957365684E-2,-2.063889056E-2
1.903369707E1,2.600499988E-1,1.424749196E-2,-1.424749196E-2
1.903571056E1,2.557890713E-1,6.790860556E-3,-1.211702544E-2
1.903772415E1,2.525933683E-1,3.994623839E-4,-9.986559860E-3
1.903973780E1,2.462019771E-1,-7.057168987E-3,-6.790860556E-3
1.904174754E1,2.430062890E-1,-1.664426550E-2,-4.660394508E-3
1.904375754E1,2.376801223E-1,-2.836182900E-2,-3.595161485E-3
1.904576764E1,2.302234918E-1,-4.540555924E-2,-3.994623839E-4
1.904777816E1,2.248973250E-1,-5.605788901E-2,-3.994623839E-4
1.904978915E1,2.238320857E-1,-6.564498693E-2,-1.464695437E-3
1.905180045E1,2.174406946E-1,-8.908011019E-2,-1.464695437E-3
1.905381222E1,2.121145278E-1,-1.157109365E-1,-3.994623839E-4
1.905582446E1,2.067883611E-1,-1.284937263E-1,6.657706108E-4
1.905783722E1,2.057231218E-1,-1.359503716E-1,-2.529928461E-3
1.905985045E1,1.972012669E-1,-1.412765235E-1,-3.595161485E-3
1.906186389E1,1.918751001E-1,-1.508636326E-1,-7.856093347E-3
1.906387764E1,1.833532304E-1,-1.583202630E-1,-9.986559860E-3
1.906589160E1,1.769618392E-1,-1.636464298E-1,-1.424749196E-2
1.906790571E1,1.695052087E-1,-1.657768935E-1,-2.063889056E-2
1.906991993E1,1.609833390E-1,-1.700378209E-1,-2.383458801E-2
1.907192998E1,1.588528752E-1,-1.732335240E-1,-2.809552103E-2
1.907394030E1,1.503310055E-1,-1.785596907E-1,-3.448691964E-2
1.907595092E1,1.407439113E-1,-1.806901544E-1,-4.087831825E-2
1.907796191E1,1.354177445E-1,-1.785596907E-1,-4.407401755E-2
1.907997326E1,1.258306503E-1,-1.742987484E-1,-4.833494872E-2
1.908198488E1,1.226349548E-1,-1.711030602E-1,-4.940018058E-2
1.908399696E1,1.130478531E-1,-1.732335240E-1,-5.472634733E-2
1.908600946E1,1.098521575E-1,-1.828206182E-1,-5.685681105E-2
1.908802238E1,1.013302878E-1,-1.860163212E-1,-6.005251035E-2
1.909003561E1,9.600412846E-2,-1.902772486E-1,-6.218297780E-2
1.909204894E1,9.280842543E-2,-1.945381761E-1,-6.431344151E-2
1.909406254E1,8.748225868E-2,-1.977338791E-1,-6.750914454E-2
1.909607629E1,8.322133124E-2,-1.966686398E-1,-6.857437640E-2
1.909809019E1,8.002562821E-2,-1.977338791E-1,-7.070484012E-2
1.910010410E1,7.682993263E-2,-1.977338791E-1,-7.283531129E-2
1.910211811E1,7.256899774E-2,-1.987991184E-1,-7.283531129E-2
1.910413030E1,7.043853402E-2,-1.956034154E-1,-7.390054315E-2
1.910614207E1,6.724283099E-2,-1.956034154E-1,-7.283531129E-2
1.910815384E1,6.511236727E-2,-1.902772486E-1,-7.283531129E-2
1.911016561E1,6.298190355E-2,-1.881467849E-1,-7.070484012E-2
1.911217743E1,5.978620425E-2,-1.838858575E-1,-7.070484012E-2
1.911418931E1,5.872096866E-2,-1.806901544E-1,-6.644391268E-2
1.911619931E1,5.659050494E-2,-1.764292270E-1,-6.431344151E-2
1.911820952E1,5.446003750E-2,-1.721682847E-1,-6.111774594E-2
1.912021998E1,5.552527308E-2,-1.689725816E-1,-5.579157919E-2
1.912223082E1,5.339480564E-2,-1.647116542E-1,-5.259587988E-2
1.912424202E1,5.446003750E-2,-1.593854874E-1,-4.833494872E-2
1.912625342E1,5.552527308E-2,-1.519288570E-1,-4.407401755E-2
1.912826530E1,5.659050494E-2,-1.455374658E-1,-3.981308267E-2
1.913027759E1,5.552527308E-2,-1.412765235E-1,-3.448691964E-2
1.913229030E1,5.872096866E-2,-1.327546686E-1,-2.916075476E-2
1.913430337E1,5.872096866E-2,-1.242327988E-1,-2.383458801E-2
1.913631655E1,6.298190355E-2,-1.167761683E-1,-1.957365684E-2
1.913833004E1,6.617759913E-2,-1.114500016E-1,-1.318225823E-2
1.914034368E1,6.937330216E-2,-1.029281393E-1,-9.986559860E-3
1.914235748E1,7.150376588E-2,-9.334104508E-2,-5.725627299E-3
1.914437129E1,7.363422960E-2,-8.375394344E-2,-2.529928461E-3
1.914638545E1,7.896039635E-2,-7.629731297E-2,6.657706108E-4
1.914839332E1,8.109086752E-2,-6.990591437E-2,3.861469682E-3
1.915040129E1,8.322133124E-2,-6.351451576E-2,5.991935730E-3
1.915240957E1,9.067796171E-2,-5.605788901E-2,7.057168987E-3
1.915441847E1,9.174319357E-2,-4.860125855E-2,7.057168987E-3
1.915642800E1,9.493889660E-2,-4.434032366E-2,9.187635034E-3
1.915843837E1,9.280842543E-2,-4.007939249E-2,1.025286783E-2
1.916044957E1,9.387365729E-2,-3.155753016E-2,1.131810062E-2
1.916246165E1,9.600412846E-2,-2.516612969E-2,1.238333434E-2
1.916447457E1,9.813459218E-2,-1.557903271E-2,1.238333434E-2
1.916648806E1,9.813459218E-2,-1.025286783E-2,1.238333434E-2
1.916850222E1,9.706936032E-2,3.994623839E-4,1.557903271E-2
1.917051696E1,9.813459218E-2,1.105179265E-2,1.451379992E-2
1.917253217E1,9.706936032E-2,1.957365684E-2,1.557903271E-2
1.917454769E1,9.706936032E-2,2.703028731E-2,1.557903271E-2
1.917656321E1,1.002650559E-1,3.342168778E-2,1.664426550E-2
1.917857879E1,9.813459218E-2,4.194355011E-2,1.557903271E-2
1.918059238E1,1.002650559E-1,4.726971686E-2,1.770949923E-2
1.918260561E1,1.013302878E-1,5.472634733E-2,1.557903271E-2
1.918461743E1,1.002650559E-1,6.111774594E-2,1.664426550E-2
1.918662457E1,1.013302878E-1,6.431344151E-2,1.664426550E-2
1.918863207E1,1.023955271E-1,6.857437640E-2,1.770949923E-2
1.919064009E1,1.055912226E-1,7.496577501E-2,1.557903271E-2
1.919264884E1,1.077216864E-1,7.922670245E-2,1.557903271E-2
1.919465837E1,1.077216864E-1,8.455286920E-2,1.451379992E-2
1.919666858E1,1.130478531E-1,9.094426781E-2,1.344856713E-2
1.919867972E1,1.151783243E-1,9.413997084E-2,1.238333434E-2
1.920069175E1,1.183740199E-1,9.307473898E-2,1.131810062E-2
1.920270467E1,1.194392517E-1,9.413997084E-2,1.131810062E-2
1.920471842E1,1.237001866E-1,9.627043456E-2,8.122402243E-3
1.920673269E1,1.279611140E-1,9.307473898E-2,5.991935730E-3
1.920874764E1,1.322220564E-1,8.987903595E-2,4.926702939E-3
1.921076306E1,1.343525201E-1,8.561810106E-2,2.796236658E-3
1.921277884E1,1.386134475E-1,8.561810106E-2,6.657706108E-4
1.921479483E1,1.418091506E-1,8.242240548E-2,-2.529928461E-3
1.921680795E1,1.471353173E-1,8.135717362E-2,-4.660394508E-3
1.921882118E1,1.492657810E-1,7.816147059E-2,-4.660394508E-3
1.922083446E1,1.492657810E-1,7.390054315E-2,-6.790860556E-3
1.922284780E1,1.535267085E-1,7.070484012E-2,-9.986559860E-3
1.922486108E1,1.556571722E-1,6.644391268E-2,-1.424749196E-2
